word_dutch,translate_word_english,origin,aoa_mean,aoa_sd,aoa_unknown,arousal_mean,arousal_sd,arousal_unknown,concrete_mean,concrete_sd,concrete_unknown,dominance_mean,dominance_sd,dominance_unknown,familiar_mean,familiar_sd,familiar_unknown,imagine_mean,imagine_sd,imagine_unknown,valence_mean,valence_sd,valence_unknown,length,syllables,bigram,neighbors,freq_celex,freq_subtlex,instrength,betweenness
langwerpig,oblong,Berrian et al. (1979),7.45,1.96,0,3.80,1.06,0,5.15,1.39,0,3.90,1.12,0,3.37,1.38,0.05,5.90,1.41,0,3.95,0.83,0,10,3,94612,0,239,4,0.311248224,0.000141863
langzaam,tardy,van Loon - Vervoorn (1985),6.55,1.67,0,1.85,0.75,0,4.65,1.42,0,2.95,1.39,0,5.45,1.39,0,6.10,1.71,0,3.30,1.03,0,8,2,58978,0,8443,2876,1.588693434,0.00023505
lastig,awkward,van Loon - Vervoorn (1985),6.25,2.02,0,4.20,1.61,0,4.75,1.25,0,4.10,1.52,0,5.30,1.34,0,4.25,2.10,0,2.25,0.91,0,6,2,50955,2,1597,3429,9.932772795,0.001371524
lauw,tepid,De Deyne et al. (2014),6.35,1.87,0,3.05,1.32,0,4.25,2.05,0,3.00,0.79,0,4.20,1.28,0,4.50,1.93,0,3.70,1.03,0,4,1,12802,9,582,49,0.141040813,3.86662E-05
leeg,empty,van Loon - Vervoorn (1985),4.05,2.14,0,1.75,0.79,0,4.65,2.16,0,2.65,1.31,0,6.25,0.72,0,5.90,1.74,0,2.60,0.99,0,4,1,25481,11,5290,3635,4.865797725,0.000793161
legaal,legal,Berrian et al. (1979),10.40,2.14,0,3.85,0.99,0,5.25,1.37,0,4.60,1.19,0,4.20,1.54,0,5.35,1.63,0,5.10,0.79,0,6,2,40117,4,214,676,0.503748802,6.07491E-05
lek,leaky,van Loon - Vervoorn (1985),6.45,1.90,0,3.42,1.50,0.05,4.00,2.00,0.1,2.90,1.37,0,3.25,1.71,0,5.45,1.88,0,3.00,0.97,0,3,1,17161,24,148,456,1.267085788,0.000239697
lekker,nice,van Loon - Vervoorn (1985),4.10,1.44,0,4.90,1.12,0,3.75,2.05,0,4.55,1.64,0,6.15,0.88,0,6.00,1.38,0,6.50,0.61,0,6,2,68131,8,3590,14125,45.60983759,0.003455499
lelijk,ugly,van Loon - Vervoorn (1985),4.65,1.23,0,3.15,1.31,0,3.35,1.57,0,3.68,1.53,0.05,6.15,1.23,0,6.15,1.04,0,2.15,0.75,0,6,2,55433,1,1758,2252,11.82825344,0.002266717
lenig,spring,Berrian et al. (1979),7.25,1.59,0,4.90,0.97,0,5.00,1.34,0,4.25,1.21,0,3.85,1.42,0,5.80,1.61,0,4.95,0.94,0,5,2,56467,9,273,49,1.878397668,0.000225704
leuk,amusing,van Loon - Vervoorn (1985),3.20,1.24,0,5.10,1.37,0,5.35,1.46,0,4.80,1.24,0,6.15,1.04,0,4.45,1.88,0,6.05,0.89,0,4,1,15500,10,4026,31584,24.2023502,0.00191358
levend,living,van Loon - Vervoorn (1985),5.40,2.96,0,6.40,0.60,0,5.85,1.79,0,5.95,1.05,0,5.05,1.05,0,4.95,1.90,0,5.85,1.23,0,6,2,69985,0,1756,339,0.48529911,0.000219117
levendig,spirited,Berrian et al. (1979),7.30,1.56,0,6.10,0.91,0,5.35,1.18,0,5.80,0.89,0,5.20,1.40,0,5.25,1.55,0,5.90,0.91,0,8,3,82222,0,966,303,1.294292105,0.000304832
licht,light,van Loon - Vervoorn (1985),4.16,1.57,0.05,3.75,1.55,0,5.10,1.86,0,3.90,1.59,0,5.50,1.19,0,6.20,1.15,0,5.30,0.86,0,5,1,34828,6,5082,2045,18.68871348,0.002414021
lichtblauw,light blue,van Loon - Vervoorn (1985),5.65,1.57,0,3.05,1.54,0,5.95,1.47,0,3.30,1.22,0,4.45,1.70,0,6.90,0.31,0,5.40,0.99,0,10,2,50531,0,373,32,0.134105239,3.67918E-05
lief,dear,van Loon - Vervoorn (1985),4.90,1.89,0,4.30,1.66,0,4.85,1.39,0,3.85,1.50,0,6.25,0.72,0,5.15,1.95,0,6.25,0.64,0,4,1,30901,12,5280,9204,18.7537188,0.001857524
lila,lilac,De Deyne et al. (2014),8.85,2.83,0,4.11,2.18,0.05,5.70,1.49,0,3.56,1.10,0.1,2.60,1.57,0,6.42,1.12,0.05,3.89,1.20,0.05,4,2,23863,5,65,15,0.164121026,5.79928E-05
links,left,van Loon - Vervoorn (1985),5.85,1.18,0,3.10,1.33,0,5.55,1.64,0,3.20,1.11,0,6.40,0.82,0,4.40,2.35,0,4.15,1.31,0,5,1,35457,0,3873,3198,1.899081359,0.000399926
log,heavy,Berrian et al. (1979),10.89,2.19,0.1,2.57,1.16,0.3,3.50,1.56,0.3,3.14,1.35,0.3,2.33,1.08,0.1,5.13,2.28,0.2,3.32,1.06,0.05,3,1,8867,17,288,36,0.900142477,0.000171528
logisch,logical,De Deyne et al. (2014),7.98,2.29,0,3.45,1.39,0,4.65,1.42,0,4.60,1.50,0,5.70,1.03,0,2.65,1.50,0,4.70,1.03,0,7,2,44221,0,1847,1449,1.126752353,0.000169888
lokaal,local,van Loon - Vervoorn (1985),10.15,2.35,0,3.30,1.03,0,5.80,0.95,0,3.25,1.21,0,5.75,1.21,0,5.45,1.99,0,4.00,0.86,0,6,2,33701,3,1399,833,0.662663957,0.000183607
loodrecht,normal,Berrian et al. (1979),9.25,1.62,0,3.40,1.23,0,6.25,1.71,0,4.80,1.40,0,3.35,1.76,0,6.50,0.83,0,4.40,0.60,0,9,2,58945,1,186,12,0.221506293,3.22555E-05
los,loose,van Loon - Vervoorn (1985),5.20,1.64,0,4.15,1.04,0,3.40,1.73,0,2.95,1.36,0,4.75,1.89,0,5.35,1.46,0,5.05,1.32,0,3,1,8623,23,7936,7945,2.17420518,0.000538863
louter,sheer,van Loon - Vervoorn (1985),11.70,2.25,0,2.95,1.08,0.05,3.16,1.46,0.05,3.00,1.19,0.1,1.85,0.93,0,2.05,1.36,0,3.55,0.60,0,6,2,71254,5,1116,104,0.025367712,3.08041E-05
luchtig,airy,van Loon - Vervoorn (1985),9.45,2.39,0,3.30,1.22,0,3.25,1.74,0,3.45,1.00,0,3.60,1.39,0,3.95,1.79,0,5.15,0.88,0,7,2,42581,2,736,80,0.793832185,0.000320745
lui,lazy,van Loon - Vervoorn (1985),6.50,1.79,0,1.60,0.75,0,5.40,1.57,0,2.50,1.32,0,5.30,1.59,0,5.45,1.50,0,2.70,1.08,0,3,1,9258,15,702,639,5.776258804,0.000918555
luid,loud,van Loon - Vervoorn (1985),4.95,1.88,0,6.00,0.46,0,4.50,1.36,0,5.65,0.81,0,5.85,1.04,0,6.05,1.47,0,4.15,1.18,0,4,1,15867,6,2448,633,5.320968966,0.000593215
lusteloos,listless,De Deyne et al. (2014),10.75,2.97,0,1.90,1.02,0,3.30,1.63,0,2.90,1.59,0,2.95,1.47,0,3.95,1.47,0,2.15,1.23,0,9,3,81656,1,229,11,0.358401585,0.000110447
luxe,luxury,van Loon - Vervoorn (1985),8.75,1.97,0,4.45,1.47,0,6.00,0.92,0,5.50,1.05,0,4.40,1.50,0,5.65,1.84,0,5.70,0.86,0,4,2,2481,0,180,146,3.481934721,0.000484688
maatschappelijk,social,Berrian et al. (1979),11.80,2.31,0,4.10,1.33,0,4.35,1.57,0,4.25,1.07,0,4.40,1.60,0,3.75,1.71,0,3.75,1.07,0,15,4,119060,0,7558,108,0.13607737,6.82207E-05
machtig,huge,van Loon - Vervoorn (1985),8.30,1.87,0,6.00,0.65,0,4.40,1.43,0,6.20,0.77,0,5.05,1.36,0,5.30,1.75,0,3.65,1.18,0,7,2,48796,2,1452,1412,0.767839339,0.000240416
magenta,magenta,De Deyne et al. (2014),11.69,1.84,0.35,3.80,1.48,0.5,6.00,1.22,0.35,4.14,1.61,0.3,1.94,1.44,0.2,5.43,2.10,0.3,3.75,1.18,0.2,7,3,71983,0,0,0,0.003846154,8.13546E-07
mager,skinny,van Loon - Vervoorn (1985),6.15,1.81,0,3.30,0.80,0,5.70,1.42,0,2.95,1.36,0,5.75,1.37,0,6.40,0.99,0,3.45,1.36,0,5,2,64032,8,2032,699,4.259490572,0.000465859
magisch,magic,van Loon - Vervoorn (1985),6.35,2.32,0,5.35,1.23,0,4.55,1.82,0,4.80,1.24,0,4.25,1.29,0,4.75,2.12,0,5.80,0.89,0,7,2,44693,1,947,1149,0.349779442,0.000184122
mal,silly,van Loon - Vervoorn (1985),10.21,3.33,0.05,4.13,1.20,0.2,3.26,1.37,0.05,3.40,1.40,0.25,1.55,0.60,0,2.41,1.46,0.15,4.10,1.12,0,3,1,13073,22,451,150,0.247877876,6.35347E-05
marginaal,marginal,De Deyne et al. (2014),11.35,2.30,0,4.26,1.45,0.05,4.10,1.25,0,4.10,2.02,0,5.45,1.39,0,5.00,1.78,0,2.45,1.47,0,9,3,67129,0,317,16,1.39704971,0.000388761
massaal,massive,De Deyne et al. (2014),9.35,2.32,0,5.75,1.12,0,3.80,1.47,0,5.95,1.10,0,3.95,1.67,0,4.85,1.73,0,3.55,1.00,0,7,2,38705,1,697,112,0.138281002,4.55878E-05
mat,mat,van Loon - Vervoorn (1985),7.35,2.66,0,2.55,0.89,0,4.30,1.72,0,3.05,1.10,0,3.80,1.82,0,4.63,2.22,0.05,3.05,1.15,0,3,1,14162,25,327,12,2.129308111,0.000340254
matig,moderate,van Loon - Vervoorn (1985),9.00,2.05,0,3.40,0.82,0,3.50,1.57,0,3.30,0.86,0,5.00,1.56,0,3.79,1.90,0.05,3.55,0.76,0,5,2,32597,1,464,73,0.495300005,0.000111771
maximaal,maximum,Berrian et al. (1979),9.90,2.10,0,5.70,1.03,0,5.40,1.57,0,5.70,0.98,0,5.40,0.88,0,4.90,1.80,0,4.70,1.34,0,8,3,35697,0,673,367,0.365713878,4.43805E-05
medisch,medical,van Loon - Vervoorn (1985),9.40,2.09,0,4.50,0.89,0,4.80,1.67,0,5.05,1.19,0,4.00,1.72,0,5.45,1.79,0,3.68,1.49,0.05,7,2,51730,1,2961,1764,0.881493488,0.000114456
melancholisch,melancholic,De Deyne et al. (2014),13.74,1.73,0.05,3.37,1.16,0.05,3.63,1.64,0.05,3.74,1.91,0.05,2.30,1.26,0,3.41,1.23,0.15,3.39,1.58,0.1,13,4,122415,0,75,13,0.143520707,1.82755E-05
melig,corny,De Deyne et al. (2014),11.00,2.75,0,2.85,1.14,0,3.95,1.36,0,3.25,1.21,0,4.35,1.66,0,3.50,1.70,0,3.35,1.53,0,5,2,45461,4,37,18,0.25339596,9.65906E-05
menselijk,human,Berrian et al. (1979),7.75,2.17,0,4.20,0.89,0,5.35,1.04,0,4.45,1.05,0,5.25,1.33,0,4.45,1.79,0,5.25,0.72,0,9,3,98532,1,8077,2592,1.819102667,0.000466721
merkbaar,noticeable,van Loon - Vervoorn (1985),10.05,2.50,0,4.35,1.09,0,3.47,1.54,0.05,4.55,1.23,0,4.20,1.24,0,3.80,1.99,0,4.55,1.05,0,8,2,82069,1,549,15,0.062371991,1.31859E-05
merkwaardig,remarkable,van Loon - Vervoorn (1985),10.50,2.09,0,4.95,0.94,0,4.50,1.54,0,4.70,1.26,0,4.10,1.59,0,3.05,1.36,0,4.65,1.04,0,11,3,99223,0,2409,196,0.075261622,8.82534E-06
metalen,metal,van Loon - Vervoorn (1985),9.40,2.30,0,3.70,1.45,0,5.60,1.82,0,5.00,1.21,0,4.35,1.79,0,5.80,1.94,0,3.95,1.00,0,7,3,73309,1,532,241,0.098020422,1.68502E-05
middelmatig,average,De Deyne et al. (2014),8.55,1.76,0,3.50,0.89,0,3.30,1.78,0,3.30,0.86,0,4.65,1.39,0,2.60,1.35,0,3.05,1.00,0,11,4,78184,0,236,94,0.380616819,0.000130076
miezerig,drizzly,De Deyne et al. (2014),10.05,2.78,0,2.75,1.02,0,3.95,1.70,0,2.70,0.92,0,2.35,1.27,0,4.90,1.74,0,2.50,1.32,0,8,3,86025,0,105,135,0.308205085,0.000153487
mild,generous,van Loon - Vervoorn (1985),9.60,2.33,0,2.50,0.83,0,4.35,1.53,0,2.75,0.85,0,3.40,1.27,0,4.10,1.29,0,4.50,1.43,0,4,1,9878,3,909,172,0.263559729,0.000134437
minderjarig,minor,Berrian et al. (1979),9.85,1.87,0,3.75,1.52,0,6.30,1.26,0,2.85,1.31,0,3.95,1.47,0,5.55,1.61,0,3.50,0.69,0,11,4,119057,0,235,300,0.02594029,4.80643E-06
minderwaardig,base,Berrian et al. (1979),10.65,2.13,0,2.65,0.99,0,3.95,1.85,0,2.75,1.59,0,4.10,1.37,0,4.60,1.98,0,2.45,1.00,0,13,4,135903,0,128,77,0.955529127,0.000248203
miniem,minute,Berrian et al. (1979),11.40,1.90,0,3.10,1.52,0,4.26,1.56,0.05,2.90,1.74,0,3.50,1.28,0,4.37,2.14,0.05,3.00,0.86,0,6,2,50244,0,166,50,0.557608912,9.88848E-05
minimaal,minimum,Berrian et al. (1979),10.40,2.09,0,2.20,1.06,0,3.35,1.50,0,2.65,1.35,0,3.75,1.59,0,3.10,1.71,0,2.85,1.14,0,8,3,58352,0,512,276,0.356665179,0.000137157
minuscuul,minuscule,De Deyne et al. (2014),11.85,2.16,0,2.70,1.30,0,4.55,1.28,0,2.55,1.67,0,2.90,1.45,0,5.60,1.14,0,3.15,1.27,0,9,3,39456,0,165,37,0.17049147,1.96357E-05
minzaam,bland,Berrian et al. (1979),12.56,2.99,0.1,3.21,1.05,0.3,4.05,1.22,0.05,3.00,1.15,0.2,2.53,1.65,0.05,3.32,1.86,0.05,3.53,1.71,0.05,7,2,44731,0,210,13,0.067451978,9.45991E-06
mis,out,van Loon - Vervoorn (1985),5.45,3.41,0,2.75,1.21,0,3.80,2.33,0,3.15,1.14,0,4.55,1.32,0,3.70,1.95,0,2.50,0.95,0,3,1,12583,22,1410,6809,3.490530406,0.000560221
misselijk,sick,van Loon - Vervoorn (1985),6.50,2.19,0,3.55,1.70,0,5.50,1.50,0,3.35,1.39,0,4.65,1.23,0,5.85,1.27,0,1.85,0.81,0,9,3,66578,1,548,684,2.103149184,0.000275297
mistig,foggy,De Deyne et al. (2014),7.20,2.04,0,2.80,1.11,0,5.25,1.29,0,3.00,1.08,0,3.55,1.57,0,6.35,1.23,0,2.45,0.89,0,6,2,49646,1,158,79,0.672870503,9.94478E-05
modern,modern,Berrian et al. (1979),8.50,2.21,0,4.30,1.13,0,5.20,1.28,0,4.75,1.02,0,5.15,1.39,0,5.55,1.73,0,5.65,0.81,0,6,2,60275,0,4494,971,3.73404819,0.000455937
modieus,fashionable,De Deyne et al. (2014),10.70,2.43,0,4.40,1.57,0,4.00,1.17,0,5.15,1.09,0,3.75,1.48,0,5.65,1.14,0,4.95,1.19,0,7,3,34248,0,203,65,0.754936841,7.89367E-05
moe,tired,van Loon - Vervoorn (1985),4.20,2.19,0,1.95,1.00,0,4.55,1.50,0,2.40,1.19,0,6.55,0.83,0,5.90,1.33,0,2.70,0.92,0,3,1,12072,18,2391,3772,12.96358564,0.001198354
moedig,courageous,van Loon - Vervoorn (1985),7.15,3.17,0,5.50,0.69,0,4.00,1.49,0,5.55,0.83,0,5.15,1.42,0,4.90,2.10,0,5.60,0.75,0,6,2,29796,3,519,1085,1.395747684,0.000220982
moeilijk,difficult,Berrian et al. (1979),4.40,1.64,0,4.70,1.59,0,3.60,1.67,0,4.25,1.12,0,6.45,0.60,0,4.15,1.98,0,2.90,0.85,0,8,2,49131,0,12122,11478,25.00775635,0.003131285
mollig,plump,De Deyne et al. (2014),8.05,2.63,0,2.90,0.91,0,5.15,1.31,0,3.30,1.03,0,4.35,1.42,0,6.45,0.89,0,2.35,1.04,0,6,2,28819,5,308,99,0.404086865,5.34174E-05
mondig,articulate,De Deyne et al. (2014),10.20,2.69,0,5.35,1.27,0,4.50,1.43,0,5.50,1.05,0,3.00,1.49,0,4.00,1.62,0,4.20,1.51,0,6,2,37532,3,82,2,0.287636052,3.90404E-05
monter,lively,van Loon - Vervoorn (1985),10.84,2.52,0.05,5.25,0.97,0.4,3.57,1.34,0.3,4.67,1.35,0.25,2.05,1.27,0.05,3.47,2.12,0.05,4.78,1.26,0.1,6,2,82456,3,80,14,0.110468332,2.02866E-05
mooi,beautiful,van Loon - Vervoorn (1985),3.55,1.23,0,5.00,1.30,0,3.45,1.90,0,4.55,1.57,0,6.05,0.83,0,6.20,1.11,0,6.25,0.72,0,4,1,14099,14,15065,41658,41.90046289,0.004687575
mottig,queasy,van Loon - Vervoorn (1985),8.00,3.34,0,3.80,1.40,0,3.40,1.19,0,3.15,1.39,0,4.35,1.98,0,5.20,2.14,0,2.20,0.77,0,6,2,26746,2,19,7,0.370259681,7.17092E-05
muzikaal,musical,van Loon - Vervoorn (1985),7.10,2.10,0,5.45,0.89,0,4.70,1.63,0,4.85,1.31,0,4.00,1.59,0,5.35,1.76,0,6.05,0.94,0,8,3,32395,0,666,236,0.103714439,1.29289E-05
naakt,naked,van Loon - Vervoorn (1985),7.75,2.59,0,4.55,1.23,0,6.05,1.23,0,4.05,1.67,0,5.25,1.59,0,6.50,1.00,0,4.75,1.29,0,5,1,24039,1,2181,1588,2.559223168,0.000284689
naar,nasty,van Loon - Vervoorn (1985),5.15,2.78,0,3.75,1.59,0,3.05,1.57,0,3.60,1.47,0,4.35,2.37,0,3.60,2.11,0,2.70,1.22,0,4,1,29785,16,389,786,2.122548134,0.000432562
nagemaakt,imitated,van Loon - Vervoorn (1985),7.05,1.90,0,3.25,1.21,0,5.00,1.34,0,2.95,0.76,0,4.25,1.52,0,5.55,1.36,0,2.60,0.88,0,9,3,52004,0,0,7,0.02896457,1.40581E-06
naïef,naïve,De Deyne et al. (2014),10.50,2.04,0,3.70,1.69,0,4.25,1.80,0,3.25,1.86,0,4.80,1.54,0,3.90,1.68,0,3.05,1.23,0,5,2,6215,1,610,323,0.742467403,0.000320657
nasaal,nasal,De Deyne et al. (2014),12.76,2.75,0.15,3.06,1.48,0.15,4.41,1.94,0.15,3.44,1.25,0.1,2.22,1.22,0.1,3.37,2.03,0.05,2.82,0.95,0.15,6,2,33480,2,70,5,0.029522435,1.0153E-05
nat,wet,van Loon - Vervoorn (1985),4.90,1.29,0,3.80,1.36,0,5.65,1.27,0,3.90,0.91,0,5.75,1.45,0,6.63,0.68,0.05,3.85,0.99,0,3,1,12389,17,2572,1562,13.05016789,0.001025081
nationaal,national,Berrian et al. (1979),8.95,2.48,0,3.85,0.93,0,6.25,1.25,0,4.40,1.19,0,3.45,1.47,0,4.55,2.04,0,4.30,1.34,0,9,3,63635,1,3841,1054,0.231505583,4.24801E-05
natuurlijk,natural,Berrian et al. (1979),7.10,1.68,0,3.65,1.23,0,4.30,1.84,0,4.00,1.45,0,5.65,1.35,0,3.70,1.95,0,5.35,1.14,0,10,3,48009,0,21418,25218,2.013733703,0.000555199
nauw,close-fitting,van Loon - Vervoorn (1985),9.05,2.04,0,3.95,1.15,0,4.35,1.27,0,3.55,1.39,0,4.25,1.77,0,4.70,1.72,0,3.30,1.38,0,4,1,7347,8,2438,323,0.842251026,0.000159377
nauwelijks,not very,De Deyne et al. (2014),8.90,1.92,0,2.35,0.99,0,3.15,1.46,0,2.25,0.85,0,5.15,1.53,0,2.15,0.99,0,2.80,1.15,0,10,3,59490,1,0,1,0.341677362,2.59358E-05
nauwgezet,particular,Berrian et al. (1979),10.37,2.79,0.05,3.60,1.47,0,3.21,1.65,0.05,4.30,1.08,0,2.90,1.52,0,4.20,2.17,0,4.25,1.37,0,9,3,34211,0,288,69,0.597771701,4.14876E-05
nauwkeurig,truthful,Berrian et al. (1979),8.90,1.74,0,4.05,1.47,0,4.05,1.50,0,4.65,1.27,0,4.80,1.40,0,5.50,1.67,0,4.60,1.14,0,10,3,42863,0,1993,243,1.484048096,0.000144001
nederig,humble,van Loon - Vervoorn (1985),9.90,1.92,0,2.80,0.89,0,4.20,1.47,0,2.80,1.44,0,3.70,1.56,0,4.05,1.50,0,3.75,1.37,0,7,3,84740,0,319,336,0.681414944,0.000129429
neerslachtig,blue,Berrian et al. (1979),12.55,2.48,0,2.65,1.39,0,4.37,1.46,0.05,3.53,1.81,0.05,2.63,1.89,0.05,4.50,1.82,0,2.15,0.67,0,12,3,117682,1,151,46,0.748557104,5.2503E-05
negatief,negative,Berrian et al. (1979),7.40,2.96,0,3.15,1.50,0,4.75,1.89,0,3.60,1.76,0,4.70,1.30,0,3.95,2.21,0,2.20,0.70,0,8,3,53650,0,2270,921,13.78420723,0.002416423
net,neat,van Loon - Vervoorn (1985),6.10,2.29,0,3.75,1.45,0,4.00,1.45,0,4.20,1.15,0,5.25,1.29,0,5.65,1.73,0,4.80,1.11,0,3,1,13586,19,984,416,4.495839268,0.001087769
neurotisch,neurotic,De Deyne et al. (2014),13.68,2.43,0.05,5.00,1.17,0.15,4.00,1.65,0,4.35,1.69,0.15,3.35,1.46,0,3.50,1.64,0,2.45,0.94,0,10,3,71710,1,305,92,0.145813624,2.71334E-05
nietig,small,Berrian et al. (1979),10.63,2.06,0.05,3.56,1.25,0.1,3.25,1.21,0,3.26,1.56,0.05,2.85,1.46,0,3.00,1.75,0,2.90,1.12,0,6,2,48187,1,288,153,0.460945536,0.000162677
nieuw,new,van Loon - Vervoorn (1985),4.40,1.64,0,5.45,1.23,0,6.05,0.94,0,5.15,1.27,0,5.60,1.14,0,5.60,1.57,0,5.45,0.94,0,5,1,28489,1,32729,23664,7.663143997,0.001452169
nodig,necessary,van Loon - Vervoorn (1985),4.90,2.02,0,4.70,1.03,0,3.65,1.57,0,4.25,1.62,0,6.20,0.89,0,4.05,1.85,0,4.55,0.89,0,5,2,16888,0,18148,45421,7.382763326,0.001712514
nonchalant,nonchalant,De Deyne et al. (2014),9.90,2.25,0,3.65,1.53,0,4.10,1.41,0,2.85,0.81,0,4.15,1.42,0,4.10,1.52,0,3.15,1.35,0,10,3,74887,0,405,54,0.695489525,0.000159387
noodzakelijk,necessary,Berrian et al. (1979),9.10,2.05,0,4.45,1.43,0,4.35,1.66,0,5.00,1.34,0,4.85,1.50,0,4.80,2.12,0,4.60,0.99,0,12,4,73833,0,4429,555,3.336066497,0.000829898
normaal,normal,van Loon - Vervoorn (1985),5.30,1.72,0,3.65,0.81,0,2.75,1.80,0,3.85,0.99,0,6.05,1.50,0,4.20,2.07,0,5.00,1.30,0,7,2,42874,0,5578,6542,2.887426922,0.00048283
nors,surly,van Loon - Vervoorn (1985),10.15,2.96,0,3.19,1.52,0.2,4.45,1.73,0,5.06,1.16,0.1,2.10,1.17,0,5.20,1.70,0,2.45,0.83,0,4,1,17047,9,484,62,2.036177379,0.00026298
nutteloos,useless,De Deyne et al. (2014),8.40,1.96,0,2.60,1.43,0,3.75,1.45,0,2.30,1.08,0,4.70,1.42,0,2.85,1.66,0,2.00,0.86,0,9,3,63347,0,636,517,2.244727704,0.000559583
nuttig,useful,van Loon - Vervoorn (1985),6.80,2.19,0,4.25,1.65,0,4.30,1.66,0,4.80,1.24,0,5.15,1.31,0,4.30,2.11,0,5.00,1.03,0,6,2,23410,3,1687,790,3.50704986,0.000888822
objectief,objective,Berrian et al. (1979),11.90,2.25,0,3.75,1.07,0,5.42,1.02,0.05,3.95,1.23,0,4.30,1.59,0,3.55,2.04,0,4.55,1.19,0,9,3,40276,0,1494,160,0.768616923,0.000112562
ochtendlijk,morning,Berrian et al. (1979),12.86,3.06,0.3,2.93,1.82,0.3,3.00,1.70,0.15,4.50,1.41,0.2,1.70,0.98,0,4.00,2.26,0.05,4.10,1.12,0,11,3,111520,0,24,1,NaN,NaN
oeroud,ancient,van Loon - Vervoorn (1985),8.65,2.13,0,2.40,1.35,0,4.85,1.50,0,3.90,1.89,0,2.85,1.73,0,5.75,1.62,0,3.10,0.85,0,6,2,63451,0,302,48,0.046557228,1.07974E-05
officieel,official,van Loon - Vervoorn (1985),10.65,2.13,0,3.75,0.91,0,5.30,1.66,0,4.40,1.47,0,5.10,1.12,0,4.00,1.72,0,4.45,1.00,0,9,3,56833,0,2868,1785,1.593822911,0.000368178
oker,ochreous,De Deyne et al. (2014),10.21,3.36,0.05,3.50,1.47,0.1,5.37,1.86,0.05,3.68,1.00,0.05,1.89,1.24,0.05,6.25,1.37,0,3.39,0.78,0.1,4,2,50403,5,0,0,0.194561004,8.95323E-05
omvangrijk,large,Berrian et al. (1979),10.80,1.99,0,5.00,1.38,0,4.75,1.55,0,5.11,0.99,0.05,3.42,1.68,0.05,5.60,1.88,0,3.80,0.89,0,10,3,65212,0,655,32,0.259518158,4.37102E-05
omvangrijker,larger,Berrian et al. (1979),11.15,2.78,0,4.79,0.85,0.05,4.10,1.83,0,4.90,0.79,0,3.15,1.46,0,4.40,2.01,0,5.00,0.73,0,12,4,113951,0,655,0,NaN,NaN
omvangrijkst,largest,Berrian et al. (1979),10.40,2.56,0,4.58,1.43,0.05,3.50,1.88,0,5.50,1.32,0,2.40,1.31,0,4.55,2.06,0,4.90,1.12,0,12,3,85572,0,655,0,NaN,NaN
onaangenaam,unpleasant,De Deyne et al. (2014),8.25,2.12,0,3.85,1.31,0,4.05,1.19,0,3.70,1.59,0,4.55,1.50,0,3.50,1.70,0,1.90,1.12,0,11,4,130406,0,993,244,4.589528918,0.000662093
onaardig,unpleasant,van Loon - Vervoorn (1985),6.45,1.99,0,4.45,1.32,0,4.70,1.63,0,4.15,1.76,0,3.90,1.59,0,4.25,2.22,0,2.00,0.79,0,8,3,58203,0,165,188,0.73146,0.000114153
onafhankelijk,independent,Berrian et al. (1979),10.50,2.14,0,4.70,1.34,0,5.50,1.36,0,5.45,1.36,0,5.30,1.17,0,3.45,1.61,0,5.15,1.18,0,13,5,94138,0,1378,402,0.621397594,8.78174E-05
onbelangrijk,unimportant,De Deyne et al. (2014),7.30,1.63,0,2.45,0.94,0,3.25,1.33,0,2.55,1.05,0,5.25,1.25,0,2.60,1.39,0,2.60,0.99,0,12,4,108706,0,656,356,1.833308411,0.000323358
onbeperkt,unrestricted,De Deyne et al. (2014),9.35,2.60,0,4.00,1.84,0,3.55,1.88,0,4.75,1.71,0,4.15,1.42,0,2.40,1.70,0,4.30,1.17,0,9,3,76315,2,372,107,0.146799088,7.71371E-05
onbetrouwbaar,unreliable,De Deyne et al. (2014),8.40,2.33,0,3.75,1.37,0,3.75,1.21,0,3.45,1.64,0,5.30,1.22,0,3.05,1.50,0,1.80,1.47,0,13,4,79121,0,274,223,2.235001759,0.000354192
onbewoond,empty,Berrian et al. (1979),7.05,1.96,0,2.00,0.79,0,6.20,1.40,0,3.25,1.33,0,3.68,1.57,0.05,6.05,1.36,0,3.30,1.30,0,9,3,56855,0,137,66,0.100828245,2.05729E-05
onbewust,subconscious,van Loon - Vervoorn (1985),9.55,2.33,0,2.75,1.37,0,4.20,1.77,0,2.90,1.33,0,4.95,1.28,0,4.25,2.15,0,3.90,0.85,0,8,3,43892,0,1513,163,0.489564365,0.000155029
ondeelbaar,one,Berrian et al. (1979),8.80,1.99,0,3.11,1.29,0.05,5.05,1.79,0,3.95,1.50,0,3.00,1.34,0,3.45,2.42,0,3.35,0.81,0,10,3,96927,1,108,13,0.047535296,1.02637E-05
ondergeschikt,subordinate,van Loon - Vervoorn (1985),12.45,1.79,0,2.80,1.36,0,4.25,1.55,0,2.50,1.61,0,2.90,1.21,0,4.00,1.59,0,2.25,1.07,0,13,4,129555,0,519,94,0.531007415,7.26334E-05
ondermaats,inferior,De Deyne et al. (2014),11.00,2.34,0,2.40,1.14,0,3.35,1.53,0,2.50,1.54,0,3.10,1.37,0,2.35,1.23,0,2.10,1.07,0,10,3,112404,1,48,21,0.139079422,4.17381E-05
