word_dutch,translate_word_english,origin,aoa_mean,aoa_sd,aoa_unknown,arousal_mean,arousal_sd,arousal_unknown,concrete_mean,concrete_sd,concrete_unknown,dominance_mean,dominance_sd,dominance_unknown,familiar_mean,familiar_sd,familiar_unknown,imagine_mean,imagine_sd,imagine_unknown,valence_mean,valence_sd,valence_unknown,length,syllables,bigram,neighbors,freq_celex,freq_subtlex,instrength,betweenness
federaal,federal,Berrian et al. (1979),11.95,3.20,0,3.75,1.65,0,5.10,2.07,0,4.70,1.30,0,4.20,1.58,0,3.90,1.94,0,3.47,1.02,0.05,8,3,94112,0,273,692,0.133357352,1.51515E-05
feeëriek,fairylike,De Deyne et al. (2014),12.75,1.77,0.2,4.00,2.04,0.3,4.23,1.88,0.35,4.43,1.45,0.3,2.06,1.34,0.15,4.87,2.10,0.25,5.22,1.48,0.1,8,3,48834,1,20,1,1.52E-01,2.26E-05
fel,fierce,van Loon - Vervoorn (1985),6.80,2.76,0,6.35,0.67,0,4.00,1.34,0,5.95,1.05,0,3.90,1.94,0,4.40,1.88,0,4.85,0.93,0,3,1,22083,17,2585,444,2.707492133,0.000533103
ferm,firm,van Loon - Vervoorn (1985),8.00,3.18,0.05,5.00,1.33,0.05,3.05,1.61,0.05,5.00,1.08,0,4.75,1.80,0,4.15,2.25,0,4.80,1.24,0,4,1,45376,4,196,32,0.385634861,9.74693E-05
fier,proud,van Loon - Vervoorn (1985),5.65,2.11,0,5.25,0.55,0,4.25,1.52,0,5.20,0.95,0,5.15,1.27,0,5.10,1.74,0,5.55,0.76,0,4,1,59552,15,287,103,1.680568623,0.000303592
fijn,fine,van Loon - Vervoorn (1985),4.85,1.87,0,4.55,1.54,0,3.40,1.57,0,4.10,1.55,0,5.45,1.43,0,5.35,1.79,0,6.25,0.55,0,4,1,14331,10,3890,10572,8.036263651,0.001444314
fiks,sturdy,van Loon - Vervoorn (1985),10.69,2.75,0.2,4.77,0.83,0.35,3.11,1.37,0.1,4.78,1.00,0.1,1.95,0.91,0.05,3.56,1.90,0.2,4.06,1.30,0.15,4,1,5609,4,208,49,0.025033358,1.17997E-05
filosofisch,philosophical,van Loon - Vervoorn (1985),12.30,2.11,0,3.45,1.76,0,3.25,1.71,0,4.25,1.07,0,5.05,1.28,0,4.00,1.95,0,4.90,0.97,0,11,4,52042,0,781,97,0.104279937,1.51319E-05
fiscaal,fiscal,Berrian et al. (1979),14.55,2.14,0,4.06,1.43,0.1,4.58,1.71,0.05,4.33,1.03,0.1,3.00,1.45,0.05,3.55,1.88,0,3.25,1.33,0,7,2,43457,0,345,52,0.046338166,1.11749E-05
fit,fit,van Loon - Vervoorn (1985),8.65,2.46,0,6.25,0.64,0,4.45,1.36,0,5.55,1.00,0,3.90,1.62,0,5.00,1.97,0,5.90,0.79,0,3,1,8082,17,144,255,1.086413718,0.000116181
flagrant,gross,Berrian et al. (1979),12.77,3.39,0.35,5.30,0.82,0.5,3.43,1.55,0.3,4.80,1.48,0.5,2.18,1.01,0.15,2.50,1.37,0.2,4.25,1.34,0.2,8,2,49667,0,61,12,NaN,NaN
flauw,bland,van Loon - Vervoorn (1985),6.00,2.29,0,2.60,0.99,0,4.50,1.57,0,2.50,1.05,0,5.65,0.99,0,3.95,1.70,0,2.65,1.04,0,5,1,13706,3,1001,1063,4.532423747,0.000882297
flets,wan,van Loon - Vervoorn (1985),9.37,3.58,0.05,3.42,1.92,0.05,3.79,1.65,0.05,3.21,1.72,0.05,3.30,2.00,0,5.06,2.35,0.2,2.90,0.79,0,5,1,22721,5,146,12,0.560382275,0.000102074
fleurig,colourful,De Deyne et al. (2014),9.15,2.25,0,4.75,1.62,0,4.55,1.50,0,4.80,1.28,0,3.20,1.67,0,5.75,1.45,0,5.45,1.64,0,7,2,38675,2,95,15,0.423190092,9.14751E-05
flink,robust,van Loon - Vervoorn (1985),3.90,1.65,0,4.85,0.88,0,3.50,1.47,0,4.65,1.14,0,5.40,1.27,0,4.80,1.54,0,5.55,0.89,0,5,1,34629,3,2908,2499,1.34878212,0.000180314
fors,burly,van Loon - Vervoorn (1985),9.75,2.88,0,5.45,0.83,0,3.60,1.14,0,5.63,1.16,0.05,3.45,1.57,0,5.42,1.80,0.05,3.70,1.22,0,4,1,15941,8,805,100,0.435044792,4.19887E-05
forser,bigger,Berrian et al. (1979),9.56,2.66,0.1,4.89,1.28,0.1,3.89,1.85,0.05,5.53,1.12,0.05,2.16,1.21,0.05,4.10,2.20,0,3.85,1.04,0,6,2,62130,2,805,0,0.018195352,7.48462E-07
forst,biggest,Berrian et al. (1979),10.80,1.75,0.5,4.14,1.57,0.65,3.40,1.90,0.5,5.20,1.30,0.75,1.57,0.85,0.3,2.55,2.16,0.45,3.43,1.40,0.3,5,1,34569,6,805,0,NaN,NaN
fout,wrong,van Loon - Vervoorn (1985),3.40,1.27,0,3.60,1.31,0,4.95,1.67,0,4.10,1.77,0,6.05,1.28,0,4.60,2.14,0,2.20,0.62,0,4,1,6976,11,919,4779,12.75135437,0.001307814
fraai,pretty,van Loon - Vervoorn (1985),9.95,2.95,0,4.00,1.29,0.05,3.79,1.27,0.05,4.30,1.13,0,1.85,0.81,0,3.70,1.92,0,4.80,1.36,0,5,1,27154,4,1660,467,0.180353422,3.79731E-05
Frans,french,Berrian et al. (1979),7.65,2.35,0,4.15,1.46,0,6.05,1.36,0,3.95,1.36,0,5.85,0.99,0,5.45,1.79,0,4.30,1.75,0,5,1,31223,6,5139,1257,NaN,NaN
frequent,frequent,Berrian et al. (1979),11.85,1.79,0,5.10,1.17,0,4.40,1.73,0,4.40,0.82,0,4.80,1.64,0,3.55,2.01,0,4.05,1.19,0,8,2,57954,0,346,10,0.314716852,5.87966E-05
frigide,cold,Berrian et al. (1979),13.58,2.24,0.05,3.38,1.41,0.6,3.07,1.28,0.25,3.25,1.60,0.4,2.05,1.15,0,5.05,1.65,0.05,3.06,1.25,0.15,7,3,42263,0,37,55,0.044549292,6.02024E-06
fris,airy,van Loon - Vervoorn (1985),4.95,1.36,0,5.10,0.91,0,4.25,1.71,0,4.55,1.54,0,4.80,1.28,0,4.10,2.02,0,5.45,0.89,0,4,1,22117,3,1558,1253,6.346243505,0.000847451
functioneel,functional,van Loon - Vervoorn (1985),11.45,2.80,0,4.25,1.48,0,3.75,1.74,0,4.65,1.23,0,3.40,1.54,0,4.55,2.28,0,4.90,0.85,0,11,3,67449,0,963,44,0.158926343,8.11398E-05
fundamenteel,fundamental,Berrian et al. (1979),12.20,2.80,0,3.80,1.44,0,4.40,1.73,0,4.95,1.47,0,3.60,1.67,0,3.05,1.79,0,4.35,0.99,0,12,4,119636,0,2107,130,0.118680246,1.91216E-05
gaaf,whole,van Loon - Vervoorn (1985),9.68,3.00,0.05,4.74,1.56,0.05,3.11,1.41,0.05,4.50,1.50,0,2.70,1.66,0,4.80,1.79,0,5.10,1.02,0,4,1,20473,12,425,2041,0.473637852,0.000169039
gaar,done,van Loon - Vervoorn (1985),8.65,3.88,0,3.65,1.31,0,5.05,1.73,0,4.15,1.35,0,3.75,1.59,0,4.70,1.38,0,4.70,1.08,0,4,1,28423,19,234,187,0.196431107,4.85589E-05
gans,whole,Berrian et al. (1979),5.35,2.50,0,4.37,1.46,0.05,4.20,2.19,0,4.30,1.59,0,4.15,2.23,0,5.75,1.71,0,4.40,1.35,0,4,1,22794,10,796,533,0.760061848,0.000164056
gebloemd,floral,van Loon - Vervoorn (1985),9.10,2.59,0,4.56,1.25,0.1,4.25,2.02,0,3.89,1.53,0.1,2.47,1.47,0.05,5.16,2.36,0.05,5.15,1.27,0,8,2,37731,1,174,4,0.015822941,2.12498E-06
gebrekkig,faulty,De Deyne et al. (2014),10.84,2.19,0.05,3.05,1.39,0,3.65,1.50,0,2.30,0.66,0,3.35,1.42,0,2.95,1.28,0,2.40,0.82,0,9,3,49704,0,599,59,0.25850765,3.48198E-05
gebruikelijk,usual,Berrian et al. (1979),9.85,2.85,0,3.55,1.05,0,3.95,1.90,0,4.05,1.36,0,3.05,1.64,0,2.90,1.83,0,4.15,1.23,0,12,4,84071,0,1982,550,0.262599054,5.12208E-05
gebruind,brown,Berrian et al. (1979),7.55,2.58,0,4.25,1.29,0,5.60,1.73,0,4.35,1.35,0,4.30,1.78,0,6.45,0.83,0,5.15,1.39,0,8,2,59177,0,166,4,0.100019718,2.00588E-05
gedempt,soft,Berrian et al. (1979),10.55,2.74,0,2.55,1.23,0,4.15,1.66,0,2.65,0.99,0,3.11,1.49,0.05,4.55,2.09,0,3.50,1.05,0,7,2,39807,0,316,6,0.0587522,7.10063E-06
gedetailleerd,detailed,Berrian et al. (1979),9.50,1.85,0,4.65,1.50,0,4.95,1.36,0,4.80,1.24,0,4.80,1.58,0,4.55,1.85,0,4.60,0.94,0,13,4,119992,0,347,93,0.311929169,3.94439E-05
gedrongen,thick,Berrian et al. (1979),11.50,2.55,0.1,4.40,1.12,0.25,3.78,1.26,0.1,3.82,1.29,0.15,3.06,1.73,0.1,3.05,1.54,0.05,2.74,0.81,0.05,9,3,105795,2,193,35,0.041128718,9.74302E-06
geduldig,patient,van Loon - Vervoorn (1985),7.50,2.16,0,3.20,1.54,0,4.70,1.42,0,4.30,1.17,0,5.10,1.41,0,5.05,1.93,0,5.05,1.15,0,8,3,37665,0,819,323,0.302907874,5.22003E-05
geel,yellow,van Loon - Vervoorn (1985),3.63,1.37,0,4.75,1.48,0,6.50,1.57,0,3.75,1.52,0,4.50,1.50,0,6.70,0.73,0,4.75,1.07,0,4,1,44621,18,2425,1124,16.90230974,0.002171669
geestelijk,spiritual,Berrian et al. (1979),9.95,2.19,0,3.65,1.50,0,4.20,1.44,0,3.30,1.49,0,3.65,1.53,0,4.10,2.20,0,4.00,1.38,0,10,3,114854,2,2852,426,0.995489516,0.000207055
geestig,witty,van Loon - Vervoorn (1985),10.15,2.70,0,5.10,0.79,0,4.50,1.40,0,4.90,1.25,0,3.05,1.50,0,4.20,1.91,0,5.65,1.23,0,7,2,69149,1,307,240,0.345155354,2.59098E-05
geheel,entire,van Loon - Vervoorn (1985),9.35,1.95,0,3.90,0.85,0,4.65,2.01,0,4.45,1.43,0,4.95,1.47,0,3.80,1.64,0,4.90,0.91,0,6,2,53657,0,11604,865,2.694934612,0.000393349
geheim,secret,van Loon - Vervoorn (1985),5.50,1.85,0,3.90,1.37,0,4.70,1.66,0,4.80,1.40,0,4.65,1.39,0,4.65,2.21,0,4.55,1.32,0,6,2,33590,1,2600,3699,5.529734623,0.000922932
geïnformeerd,knowledgeable,Berrian et al. (1979),10.15,1.79,0,3.90,1.52,0,4.30,1.17,0,4.60,0.99,0,4.50,1.85,0,4.35,1.98,0,5.00,0.97,0,12,4,91644,0,0,0,NaN,NaN
gek,crazy,van Loon - Vervoorn (1985),4.60,1.60,0,5.65,0.99,0,3.45,1.76,0,3.90,1.68,0,5.80,1.32,0,5.60,1.93,0,3.95,1.28,0,3,1,20775,17,4838,22336,8.15805889,0.001067437
gekarteld,jagged,Berrian et al. (1979),8.78,2.07,0.1,3.67,1.50,0.1,5.21,1.58,0.05,3.79,0.92,0.05,2.40,1.47,0,5.39,2.15,0.1,4.15,0.88,0,9,3,81695,0,37,6,0.078067725,1.70454E-05
gekromd,round,Berrian et al. (1979),8.25,2.67,0,3.74,1.15,0.05,4.32,1.45,0.05,3.47,1.07,0.05,2.10,1.29,0,5.60,1.35,0,3.00,0.73,0,7,2,36811,0,84,0,0.020842893,4.53633E-06
gekruid,salty,Berrian et al. (1979),8.15,1.95,0,5.20,0.95,0,4.89,1.41,0.05,4.90,1.25,0,4.50,1.64,0,5.58,1.68,0.05,4.90,1.17,0,7,2,39990,2,105,3,0.242998859,1.73708E-05
geldig,valid,van Loon - Vervoorn (1985),8.90,1.92,0,3.90,0.91,0,4.05,1.28,0,4.50,1.15,0,4.65,1.39,0,3.40,2.01,0,5.00,0.86,0,6,2,49108,0,484,211,0.261282076,4.36907E-05
geleidelijk,gradual,Berrian et al. (1979),8.70,2.64,0,3.15,1.04,0,3.95,1.05,0,3.70,1.30,0,4.60,1.39,0,3.50,2.04,0,4.15,0.93,0,11,4,118310,0,2184,80,0.122293049,0.000100216
geliefd,dear,Berrian et al. (1979),8.00,2.32,0,5.15,1.35,0,3.75,1.59,0,5.25,1.74,0,4.90,1.68,0,5.30,1.87,0,6.45,0.60,0,7,2,65928,0,483,803,0.686308035,7.32419E-05
gelijk,equal,Berrian et al. (1979),5.45,1.15,0,3.75,0.64,0,4.25,1.83,0,4.40,1.14,0,5.55,1.15,0,3.90,1.97,0,4.90,0.85,0,6,2,59047,1,5809,11509,6.781794994,0.000846423
gelukkig,lucky,van Loon - Vervoorn (1985),5.30,1.95,0,5.85,0.99,0,4.50,1.10,0,5.65,1.27,0,5.90,1.12,0,5.35,1.69,0,6.35,0.81,0,8,3,48506,0,7396,10396,5.595574098,0.0006478
gemakkelijk,easy,Berrian et al. (1979),4.95,2.50,0,3.30,1.26,0,3.20,1.67,0,3.80,1.44,0,6.35,0.75,0,4.10,2.22,0,5.15,0.88,0,11,4,83275,0,7535,2085,5.798967855,0.001009616
gemeen,nasty,De Deyne et al. (2014),5.80,1.99,0,4.50,1.54,0,3.80,1.47,0,4.60,1.54,0,5.10,1.45,0,4.85,1.87,0,2.00,0.92,0,6,2,70993,1,1691,2732,5.252563627,0.000821151
gemeenschappelijk,common,Berrian et al. (1979),9.20,2.38,0,4.40,0.99,0,5.45,1.28,0,3.50,1.10,0,4.70,1.26,0,3.45,2.09,0,4.75,1.25,0,17,5,162739,0,1997,223,0.310359347,5.60045E-05
gemengd,mixed,van Loon - Vervoorn (1985),7.05,2.37,0,3.95,1.23,0,3.70,1.42,0,3.75,1.25,0,4.15,1.69,0,5.45,1.67,0,4.75,1.07,0,7,2,75586,0,463,22,0.194079527,0.000135218
gemiddeld,average,Berrian et al. (1979),9.20,1.44,0,3.70,0.80,0,4.85,1.53,0,3.70,0.57,0,4.35,1.46,0,3.75,1.97,0,4.10,0.55,0,9,3,66108,1,900,427,0.788410319,0.000127164
geneeskundig,medical,Berrian et al. (1979),11.00,2.49,0,4.05,1.79,0,5.20,1.70,0,4.40,1.85,0,3.45,1.64,0,5.25,1.59,0,4.35,1.50,0,12,4,100411,0,158,18,0.044870997,5.5256E-06
geniaal,briljant,De Deyne et al. (2014),9.75,3.04,0,5.45,0.94,0,3.50,1.24,0,6.30,0.86,0,4.80,1.32,0,3.80,2.02,0,5.25,1.52,0,7,3,77515,0,417,730,0.316432761,4.85003E-05
genoeg,enough,De Deyne et al. (2014),4.70,2.20,0,3.60,1.31,0,2.90,1.45,0,3.89,1.05,0.05,5.75,1.29,0,3.10,1.71,0,4.15,1.09,0,6,2,64482,1,0,76,2.482421291,0.000332965
genotypisch,genotypical,van Loon - Vervoorn (1985),15.39,1.85,0.1,4.00,1.21,0.4,4.94,1.78,0.15,3.89,1.76,0.55,1.86,1.35,0.3,3.29,2.02,0.3,4.18,0.98,0.45,11,4,90064,0,7,0,NaN,NaN
gerespecteerd,respected,Berrian et al. (1979),9.60,1.96,0,4.05,1.39,0,4.60,1.54,0,5.25,1.52,0,4.25,1.55,0,4.75,2.15,0,5.85,0.88,0,13,4,167692,0,0,0,NaN,NaN
gering,little,van Loon - Vervoorn (1985),10.95,2.87,0,3.22,1.06,0.1,3.61,1.46,0.1,2.89,1.49,0.05,3.30,1.56,0,3.16,1.92,0.05,3.11,1.15,0.05,6,2,101142,8,3539,120,0.198201638,4.44782E-05
geringer,smaller,Berrian et al. (1979),11.65,2.66,0,2.87,0.74,0.25,3.60,1.70,0,3.00,1.17,0.15,2.37,1.21,0.05,3.76,1.89,0.15,3.25,0.79,0,8,3,155835,0,3539,0,0.004484305,2.8767E-06
geringst,smallest,Berrian et al. (1979),12.21,2.30,0.05,3.43,1.79,0.3,3.00,1.45,0,2.76,1.44,0.15,2.45,1.79,0,3.26,1.88,0.05,3.15,0.67,0,8,2,123775,0,3539,0,NaN,NaN
gesloten,closed,Berrian et al. (1979),5.80,1.99,0,2.45,1.28,0,4.50,1.32,0,3.50,1.43,0,5.60,1.39,0,6.40,0.88,0,2.90,0.64,0,8,3,86995,1,1927,84,2.353197405,0.000381888
gestorven,dead,Berrian et al. (1979),5.75,2.63,0,1.90,1.33,0,6.05,1.54,0,3.35,1.57,0,4.47,1.74,0.05,6.70,0.47,0,1.30,0.57,0,9,3,102103,1,0,0,0.202329364,1.83015E-05
geurig,fragrant,van Loon - Vervoorn (1985),8.84,2.91,0.05,4.90,1.17,0,4.40,1.60,0,4.05,1.51,0.05,3.85,1.76,0,4.75,1.83,0,5.20,1.51,0,6,2,41385,2,371,29,0.727697119,5.59459E-05
gevoelig,sensitive,Berrian et al. (1979),7.15,2.08,0,4.40,1.54,0,3.85,1.73,0,4.05,1.73,0,5.65,0.99,0,5.60,1.50,0,4.95,1.15,0,8,3,68174,0,1547,1278,2.842128978,0.000419225
gevorderd,advanced,Berrian et al. (1979),9.70,2.36,0,5.15,0.75,0,5.00,1.08,0,5.45,0.69,0,3.00,1.45,0,3.75,2.00,0,5.30,0.80,0,9,3,94079,0,201,2,0.004761905,9.69746E-07
gevuld,full,Berrian et al. (1979),6.20,2.88,0,3.80,1.64,0,4.60,1.96,0,4.20,1.15,0,4.05,1.61,0,5.90,1.21,0,4.68,0.89,0.05,6,2,22221,1,684,13,0.264969196,9.22268E-05
geweldig,great,Berrian et al. (1979),6.30,2.34,0,5.95,1.28,0,4.55,1.79,0,5.55,0.89,0,6.00,1.62,0,4.20,1.70,0,6.30,0.57,0,8,3,56015,0,2080,20808,2.844943585,0.000435315
gewichtig,significant,Berrian et al. (1979),11.05,2.20,0.05,3.63,1.30,0.05,3.25,1.37,0,4.79,1.40,0.05,2.75,1.59,0,2.95,1.61,0,4.10,1.17,0,9,3,60791,0,354,59,0.205153121,5.24704E-05
gewoon,ordinary,Berrian et al. (1979),5.10,1.71,0,3.25,1.16,0,3.50,1.61,0,3.50,0.89,0,6.25,0.85,0,3.40,1.47,0,4.20,1.15,0,6,2,38741,1,13509,46312,4.279057454,0.000502254
gezellig,enjoyable,van Loon - Vervoorn (1985),7.05,2.48,0,4.65,1.39,0,4.30,1.75,0,4.50,1.36,0,5.95,1.23,0,5.75,1.48,0,6.25,0.79,0,8,3,60152,1,1718,1279,21.0682432,0.001668449
gezond,able-bodied,van Loon - Vervoorn (1985),6.15,1.90,0,5.10,1.21,0,4.15,1.46,0,4.65,0.81,0,6.00,1.03,0,5.60,1.54,0,6.00,1.17,0,6,2,39502,3,3380,1905,13.20755544,0.001683392
gierig,miserly,van Loon - Vervoorn (1985),8.75,2.17,0,4.20,1.36,0,4.80,1.36,0,4.45,1.54,0,4.85,1.31,0,4.85,1.66,0,2.05,0.76,0,6,2,79439,2,100,117,2.242178241,0.000422683
gigantisch,gigantic,Berrian et al. (1979),8.50,2.06,0,5.65,1.50,0,4.70,1.53,0,5.80,0.52,0,4.50,1.43,0,5.90,1.68,0,4.70,1.30,0,10,3,78798,0,553,642,0.548654902,3.6154E-05
glad,slippery,van Loon - Vervoorn (1985),5.90,1.92,0,4.30,1.26,0,4.75,1.68,0,3.40,1.39,0,4.75,1.80,0,5.30,1.26,0,3.60,1.14,0,4,1,13587,3,1565,499,5.059951981,0.000785625
glibberig,slippery,De Deyne et al. (2014),6.90,2.00,0,4.00,1.62,0,5.00,1.45,0,4.10,1.48,0,3.20,1.11,0,5.95,0.94,0,2.75,1.16,0,9,3,81212,1,201,79,1.845291221,0.0001754
glooiend,sloping,De Deyne et al. (2014),12.27,3.63,0.25,4.50,1.72,0.5,4.00,1.62,0.3,3.78,1.64,0.55,1.57,0.65,0.3,5.23,1.69,0.35,4.07,1.21,0.3,8,2,80209,1,75,1,0.190632487,2.81422E-05
godsdienstig,religious,Berrian et al. (1979),8.35,1.63,0,3.30,1.34,0,5.15,1.53,0,3.20,1.20,0,4.35,1.50,0,4.15,2.13,0,3.50,1.24,0,12,3,107754,0,1245,65,0.267168164,2.79176E-05
goed,good,van Loon - Vervoorn (1985),3.60,1.79,0,4.60,1.14,0,3.35,1.66,0,4.70,0.98,0,6.25,0.97,0,4.65,1.98,0,6.00,0.92,0,4,1,16052,5,79308,219507,21.43040438,0.00225495
goedkoop,cheap,De Deyne et al. (2014),6.00,2.05,0,3.05,1.15,0,4.45,1.82,0,3.55,1.19,0,5.60,1.31,0,4.60,1.64,0,3.90,1.25,0,8,2,34559,0,1880,1655,4.384388434,0.00080844
golvend,undulating,De Deyne et al. (2014),7.16,1.98,0.05,4.35,1.87,0,5.15,1.31,0,4.35,1.18,0,3.30,1.08,0,6.20,1.06,0,4.10,1.25,0,7,2,63922,0,0,2,0.21868001,4.3375E-05
goor,filthy,van Loon - Vervoorn (1985),11.00,3.29,0,3.95,1.54,0.05,4.11,1.66,0.05,3.50,1.67,0,4.40,1.60,0,5.45,1.99,0,2.30,1.03,0,4,1,21332,12,254,447,0.397414931,0.000138661
goud,gold,De Deyne et al. (2014),5.90,1.25,0,4.20,1.88,0,6.30,1.08,0,4.95,1.47,0,4.30,1.26,0,6.70,0.80,0,4.75,1.07,0,4,1,6156,6,31,2,7.27930536,0.001021846
gouden,golden,Berrian et al. (1979),6.60,2.46,0,4.15,1.42,0,5.50,1.61,0,4.74,1.82,0.05,3.65,2.06,0,6.30,1.26,0,5.15,0.93,0,6,2,53724,2,2571,1400,0.308857867,8.04401E-05
graag,glad,van Loon - Vervoorn (1985),4.65,2.08,0,4.70,1.53,0,2.85,1.93,0,4.40,1.47,0,6.25,0.79,0,4.80,2.21,0,5.90,0.85,0,5,1,32038,10,6,23,2.431725389,0.000429796
grandioos,grandiose,van Loon - Vervoorn (1985),10.75,2.38,0,5.84,0.90,0.05,4.80,1.85,0,6.10,1.17,0,2.35,1.31,0,4.25,2.12,0,5.90,1.25,0,9,3,58778,0,209,99,0.090962569,6.11135E-06
grappig,funny,van Loon - Vervoorn (1985),5.20,2.63,0,5.45,1.10,0,5.45,1.47,0,5.10,1.21,0,6.20,1.01,0,4.95,1.73,0,6.30,0.66,0,7,2,27382,0,658,6252,7.280832024,0.000677195
grasgroen,grass-green,van Loon - Vervoorn (1985),7.75,2.84,0,4.47,2.01,0.05,6.30,1.03,0,4.53,1.12,0.05,3.37,1.83,0.05,6.80,0.52,0,5.20,1.58,0,9,2,74217,0,31,0,0.020639771,9.76255E-07
gratis,free,van Loon - Vervoorn (1985),6.40,1.76,0,3.95,1.57,0,6.60,0.82,0,4.40,1.60,0,5.80,1.40,0,4.25,2.17,0,6.10,0.97,0,6,2,42582,2,604,1977,1.452990306,0.000355057
grauw,grey,Berrian et al. (1979),10.15,2.89,0,2.37,1.01,0.05,3.65,1.53,0,3.44,1.62,0.1,2.84,1.46,0.05,4.95,1.88,0,2.75,1.21,0,5,1,16718,2,1029,34,0.774354226,0.000108267
grijs,gray,van Loon - Vervoorn (1985),4.75,1.74,0,2.25,1.37,0,6.00,1.26,0,2.90,1.29,0,4.90,1.65,0,6.40,1.23,0,3.50,1.10,0,5,1,27760,5,3508,786,10.31831691,0.001536436
groen,green,van Loon - Vervoorn (1985),3.85,1.23,0,3.70,1.72,0,6.10,1.55,0,4.05,1.28,0,6.40,0.68,0,6.95,0.22,0,5.20,1.01,0,5,1,55440,6,2149,2494,34.17895971,0.004178726
grof,coarse,van Loon - Vervoorn (1985),8.20,2.12,0,4.80,1.44,0,4.30,1.34,0,5.53,1.26,0.05,5.40,1.90,0,5.15,1.81,0,1.90,0.55,0,4,1,13972,8,1214,667,2.014139447,0.000413437
groot,big,van Loon - Vervoorn (1985),3.40,1.27,0,4.35,1.23,0,5.35,1.98,0,5.20,1.24,0,6.05,1.43,0,6.40,0.94,0,4.90,0.79,0,5,1,25852,2,51661,38846,24.91420562,0.004224576
groots,grand,van Loon - Vervoorn (1985),7.80,2.19,0,5.20,0.95,0,4.40,1.60,0,5.70,1.03,0,4.80,1.77,0,5.10,1.77,0,5.05,1.00,0,6,1,29928,1,836,997,4.085026574,0.000755695
grootst,greatest,Berrian et al. (1979),7.10,2.94,0,5.30,1.34,0,3.68,1.89,0.05,5.45,1.85,0,4.50,2.04,0,5.35,1.69,0,5.15,0.93,0,7,1,48556,0,52497,0,0.22475504,5.58743E-05
groter,greater,Berrian et al. (1979),3.95,1.57,0,4.85,0.93,0,5.10,1.59,0,5.65,1.04,0,6.10,1.07,0,6.20,1.11,0,4.35,0.88,0,6,2,75200,1,51661,0,1.227983162,0.000181186
gul,cordial,van Loon - Vervoorn (1985),9.53,2.01,0.05,4.79,1.18,0.05,3.88,1.80,0.15,4.45,1.28,0,3.30,1.22,0,5.35,1.31,0,5.25,1.16,0,3,1,2227,17,269,311,0.960770439,9.73456E-05
gunstig,favourable,van Loon - Vervoorn (1985),9.65,2.60,0,4.35,1.23,0,3.85,1.35,0,4.35,1.18,0,4.75,1.48,0,3.95,2.21,0,5.20,1.11,0,7,2,45660,1,2349,294,0.293990344,8.30012E-05
guur,bleak,van Loon - Vervoorn (1985),10.95,3.00,0,4.18,1.33,0.45,3.39,1.29,0.1,4.17,1.59,0.4,2.53,1.47,0.05,4.22,2.02,0.1,2.32,1.00,0.05,4,1,6785,11,92,13,0.386502533,5.62062E-05
haastig,hasty,van Loon - Vervoorn (1985),7.90,2.31,0,6.20,0.77,0,4.35,1.31,0,4.40,1.47,0,4.95,1.28,0,4.95,1.64,0,3.05,0.60,0,7,2,62045,0,1490,104,0.51197083,2.95968E-05
half,half,van Loon - Vervoorn (1985),4.75,1.33,0,2.95,0.89,0,4.70,2.20,0,3.20,1.06,0,5.10,1.41,0,5.35,1.90,0,3.55,0.83,0,4,1,13606,8,10588,4586,0.900673825,0.000134577
handig,skilful,van Loon - Vervoorn (1985),7.45,1.96,0,4.55,1.54,0,4.60,1.73,0,4.90,1.21,0,5.40,1.19,0,5.53,1.58,0.05,5.55,0.76,0,6,2,42677,2,1146,724,7.134327494,0.001555958
hangend,hanging,Berrian et al. (1979),6.90,2.53,0,3.15,1.27,0,4.35,1.95,0,2.95,1.32,0,3.70,1.78,0,5.25,1.86,0,3.15,1.09,0,7,2,93223,0,206,0,0.118152319,7.00625E-05
hangerig,listless,van Loon - Vervoorn (1985),9.15,2.89,0,2.53,1.22,0.05,3.50,1.24,0,2.35,0.88,0,2.20,1.24,0,4.11,2.21,0.05,2.70,1.08,0,8,3,107692,2,27,0,0.050535058,8.20054E-06
hard,hard,van Loon - Vervoorn (1985),4.40,1.19,0,4.95,1.10,0,4.65,1.60,0,5.60,1.23,0,5.35,1.35,0,4.35,1.90,0,3.45,1.23,0,4,1,20831,12,9760,10089,12.73594333,0.002140725
harig,hairy,De Deyne et al. (2014),6.60,1.96,0,3.21,1.36,0.05,5.40,1.47,0,4.40,1.23,0,4.00,1.21,0,6.65,0.67,0,2.50,0.89,0,5,2,35126,8,216,282,0.858248242,0.000155586
hartelijk,warm,Berrian et al. (1979),8.85,2.87,0,4.80,1.11,0,3.80,1.44,0,4.45,1.47,0,4.40,1.73,0,4.05,1.47,0,6.05,1.05,0,9,3,84723,0,1066,1699,0.553449377,0.000197015
hartig,tasty,van Loon - Vervoorn (1985),9.05,2.63,0,4.65,1.14,0,3.75,1.55,0,4.45,1.50,0,3.00,1.38,0,3.40,1.50,0,5.80,1.06,0,6,2,39018,2,58,30,0.160757151,3.44781E-05
hecht,solid,van Loon - Vervoorn (1985),8.80,3.04,0,5.00,1.30,0,3.74,1.56,0.05,4.25,1.45,0,3.55,1.79,0,5.10,2.20,0,5.15,1.18,0,5,1,31776,2,555,191,0.180889067,4.32318E-05
