word_chinese-gsdsimp,word_zhuyin,frequency,familiar_mean,ambiguity_mean,naming_accuracy,naming_rt
退,ㄊㄨㄟˋ,4768,5.825,2.6154,1,617
逃,ㄊㄠˊ,3374,5.5,1.6154,0.9,663
逅,ㄍㄡˋ,8,3.675,1.3077,0.45,744
邕,ㄩㄥ,1,2.275,1.2308,0.15,973
郡,ㄐㄩㄣˋ,114,3.8,1.5385,0.9,784
酌,ㄓㄨㄛˊ,382,3.8,2,0.7,859
配,ㄆㄟˋ,7682,5.25,2.9231,0.85,577
釘,ㄉㄧㄥ,188,5.075,1.6923,0.9,693
釜,ㄈㄨˇ,31,3.775,1.3077,1,827
陡,ㄉㄡˇ,84,4.025,1.4615,0.85,849
院,ㄩㄢˋ,20539,5.225,2.2308,0.85,665
除,ㄔㄨˊ,13713,5.9,2.3846,0.9,669
飢,ㄐㄧ,127,5.275,1.3846,0.6,706
偃,ㄧㄢˇ,7,2.95,1.3077,0.9,958
偈,ㄐㄧˋ,4,2.1,1.0769,0.35,1002
偉,ㄨㄟˇ,898,5.425,2.2308,0.9,693
偌,ㄖㄨㄛˋ,29,3.975,1.3846,0.75,771
偎,ㄨㄟ,17,3.9,1.2308,0.95,801
偏,ㄆㄧㄢ,1813,5.2,1.8462,0.95,594
停,ㄊㄧㄥˊ,6777,6.05,1.6923,0.85,635
健,ㄐㄧㄢˋ,3232,5.6,2.4615,0.95,733
側,ㄘㄜˋ,871,5.45,1.9231,0.85,638
偵,ㄓㄣ,5068,4.675,1.3846,0.85,708
偶,ㄡˇ,794,5.55,3,0.9,714
偷,ㄊㄡ,1797,5.425,1.7692,0.9,621
冕,ㄇㄧㄢˇ,97,3.6,1.7692,0.9,703
凰,ㄏㄨㄤˊ,118,3.975,1,0.7,718
剪,ㄐㄧㄢˇ,590,5.275,1.5385,0.95,657
剮,ㄍㄨㄚˇ,1,2.375,1.0769,0.4,793
副,ㄈㄨˋ,4886,5.525,2.2308,0.95,704
動,ㄉㄨㄥˋ,32021,6.275,3.6923,0.9,618
務,ㄨˋ,20257,5.75,3.0769,0.95,675
匏,ㄆㄠˊ,7,2.125,1.1538,0.75,910
匐,ㄈㄨˊ,3,3.3,1.0769,0.5,829
匾,ㄅㄧㄢˇ,74,3.65,1.3077,0.9,834
匿,ㄋㄧˋ,358,4.525,1.5385,0.75,718
唪,ㄈㄥˇ,7,1.375,1.1538,0.7,951
唬,ㄏㄨˇ,14,4.55,1.5385,0.85,684
唱,ㄔㄤˋ,2410,5.95,1.8462,0.9,656
唳,ㄌㄧˋ,36,3.65,1.3077,0.7,909
唸,ㄋㄧㄢˋ,242,5.55,1.3077,0.75,633
啄,ㄓㄨㄛˊ,15,4.25,1.0769,0.85,773
啐,ㄘㄨㄟˋ,3,3.125,1.3077,0.4,888
啕,ㄊㄠˊ,8,3.1,1.1538,0.7,775
啖,ㄉㄢˋ,7,2.675,1,0.6,932
啜,ㄔㄨㄛˋ,19,3.875,1.5385,0.7,839
啟,ㄑㄧˇ,2480,5.075,2.8462,0.85,679
啡,ㄈㄟ,583,5.6,1.2308,0.95,801
啤,ㄆㄧˊ,136,4.675,1.3077,0.9,757
啥,ㄕㄚˊ,16,5.775,1.0769,0.85,710
圇,ㄌㄨㄣˊ,5,2.9,1,1,935
圊,ㄑㄧㄥ,1,1.675,1.0769,0.4,910
域,ㄩˋ,2275,5.125,1.2308,0.95,699
埤,ㄅㄧˋ,248,3.1,1.2308,0.15,964
埴,ㄓˊ,2,1.675,1.0769,0.75,846
埸,ㄔㄤˊ,13,2.425,1.5385,0.35,1072
培,ㄆㄟˊ,1681,4.875,2.0769,1,628
基,ㄐㄧ,13269,5.75,2.6154,0.8,668
堀,ㄎㄨ,26,3.25,1.3077,0.8,838
堊,ㄜˋ,4,2.15,1.0769,0.55,900
堵,ㄉㄨˇ,547,4.425,1.6923,0.85,758
夠,ㄍㄡˋ,2406,6.125,1.3077,0.95,678
奢,ㄕㄜ,122,4.225,1.3077,0.95,769
娶,ㄑㄩˇ,150,4.875,1.2308,0.8,724
娼,ㄔㄤ,108,3.975,1.0769,0.85,692
婆,ㄆㄛˊ,587,5.35,2.7692,0.95,607
婉,ㄨㄢˇ,475,4.55,1.7692,0.9,676
婊,ㄅㄧㄠˇ,1,3.175,1.3846,0.8,719
婕,ㄐㄧㄝˊ,25,3.25,1.5385,0.95,785
婚,ㄏㄨㄣ,2326,5.5,1.6923,0.9,589
婢,ㄅㄧˋ,5,3.95,1.1538,0.55,942
婦,ㄈㄨˋ,3626,5.275,1.8462,0.95,702
寂,ㄐㄧˊ,246,5.425,2.0769,0.8,761
寄,ㄐㄧˋ,1212,5.525,2.1538,0.95,695
密,ㄇㄧˋ,3605,5.625,2.0769,0.95,609
屠,ㄊㄨˊ,230,4.375,1.8462,0.95,717
崆,ㄎㄨㄥ,1,2.225,1,0.75,965
崇,ㄔㄨㄥˊ,707,4.625,1.9231,0.8,662
崎,ㄑㄧˊ,242,4.075,1.2308,0.75,768
崑,ㄎㄨㄣ,253,3.575,1.2308,0.9,740
崖,ㄧㄞˊ,125,4.225,1.2308,0.6,794
崙,ㄌㄨㄣˊ,569,3.675,1.6923,0.95,759
崛,ㄐㄩㄝˊ,73,3.475,1.6154,0.75,850
崢,ㄓㄥ,6,3.075,1.5385,0.8,972
崧,ㄙㄨㄥ,18,2.75,1,0.95,738
崩,ㄅㄥ,334,4.45,1.9231,0.85,726
巢,ㄔㄠˊ,220,4.375,1.5385,0.75,720
帳,ㄓㄤˋ,1403,5.025,2.3077,0.85,699
常,ㄔㄤˊ,11207,6.45,2.6154,0.75,729
庵,ㄢ,15,3.6,1.3077,0.15,1053
庾,ㄩˇ,7,3.875,1.3846,0.85,795
張,ㄓㄤ,14591,6.025,3.1538,1,675
彩,ㄘㄞˇ,3615,5.25,3.0769,1,653
彪,ㄅㄧㄠ,33,3.3,1.4615,0.9,802
彫,ㄉㄧㄠ,11,2.775,1.0769,0.45,1000
徘,ㄆㄞˊ,128,3.75,1.2308,0.4,870
徜,ㄔㄤˊ,10,4.275,1.3846,0.5,970
徠,ㄌㄞˊ,63,2.4,1,0.95,764
恿,ㄩㄥˇ,23,3.725,1.3846,0.7,933
悱,ㄈㄟˇ,1,2.95,1.1538,0.85,881
悴,ㄘㄨㄟˋ,16,3.8,1.4615,0.8,833
悵,ㄔㄤˋ,23,3.775,1.2308,0.5,898
悻,ㄒㄧㄥˋ,31,3.775,1.3077,0.9,749
悼,ㄉㄠˋ,116,3.925,1.1538,0.5,831
悽,ㄑㄧ,34,3.725,1.6923,0.9,764
情,ㄑㄧㄥˊ,22390,6.25,2.9231,0.95,677
惆,ㄔㄡˊ,10,3.8,1.0769,0.9,806
惇,ㄉㄨㄣ,6,3.225,1,0.2,730
惋,ㄨㄢˋ,52,3.95,1.3846,0.9,835
惕,ㄊㄧˋ,58,4.25,1.2308,0.8,717
惘,ㄨㄤˇ,22,3.9,1.3077,0.95,681
惜,ㄒㄧˊ,1098,5.65,1.7692,0.75,722
惝,ㄊㄤˇ,1,2.85,1.0769,0.6,992
惦,ㄉㄧㄢˋ,8,3.725,1.1538,0.8,848
扈,ㄏㄨˋ,7,3.225,1.8462,0.8,826
捧,ㄆㄥˇ,188,4.575,2,0.85,762
捨,ㄕㄜˇ,379,5.375,1.8462,0.95,733
捩,ㄌㄟˋ,28,2.975,1.4615,0.05,843
捫,ㄇㄣˊ,6,2.875,1.1538,0.9,867
捱,ㄞˊ,17,4.475,1.0769,0.4,863
捲,ㄐㄩㄢˇ,465,4.775,2.0769,0.95,670
捷,ㄐㄧㄝˊ,1964,5.5,2,0.95,749
捻,ㄋㄧㄢˇ,12,3.15,1.2308,0.75,755
掂,ㄉㄧㄢ,1,3.35,1.3846,0.75,868
掄,ㄌㄨㄣ,12,2.375,1,0.9,778
授,ㄕㄡˋ,2502,4.925,2.3077,0.95,661
掉,ㄉㄧㄠˋ,1554,5.85,1.7692,0.75,685
掏,ㄊㄠ,223,4.875,1.3077,1,677
掐,ㄑㄧㄚ,15,3.9,1.2308,0.85,899
排,ㄆㄞˊ,5727,5.55,3.3846,0.8,680
掖,ㄧˋ,2,2.95,1.1538,0.45,879
掘,ㄐㄩㄝˊ,262,4.35,1.6154,0.8,789
掛,ㄍㄨㄚˋ,1262,5.5,2.9231,0.75,627
掠,ㄌㄩㄝˋ,91,4.1,1.4615,0.9,819
採,ㄘㄞˇ,7005,5.225,1.6923,0.95,626
接,ㄐㄧㄝ,13920,6.2,2.6154,0.85,741
控,ㄎㄨㄥˋ,3082,5.125,1.6154,0.95,680
掩,ㄧㄢˇ,954,4.9,2.2308,0.8,637
措,ㄘㄨㄛˋ,2709,4.225,1.6923,0.85,835
掬,ㄐㄩˊ,20,3.65,1.4615,0.9,902
敏,ㄇㄧㄣˇ,1438,5.375,2.4615,0.85,618
救,ㄐㄧㄡˋ,4252,5.75,1.4615,0.9,684
敕,ㄔˋ,3,2.55,1.1538,0.1,509
敘,ㄒㄩˋ,453,5.425,2.2308,0.95,787
斛,ㄏㄨˊ,29,3.125,1.2308,0.6,935
旌,ㄐㄧㄥ,6,2.9,1.1538,0.15,1014
晚,ㄨㄢˇ,5659,6.15,2.2308,0.85,629
晞,ㄒㄧ,6,2.85,1.2308,0.75,814
晡,ㄅㄨ,1,3,1.1538,0.4,846
晤,ㄨˋ,224,4.15,1.4615,0.8,698
晦,ㄏㄨㄟˋ,23,3.325,1.4615,0.6,764
晨,ㄔㄣˊ,3263,4.925,1.5385,0.95,756
望,ㄨㄤˋ,11553,5.975,2.6154,0.85,646
桶,ㄊㄨㄥˇ,655,4.8,1.5385,0.9,670
桿,ㄍㄢ,728,4.825,1.6154,0.7,754
梅,ㄇㄟˊ,1607,4.775,1.7692,0.9,629
梆,ㄅㄤ,10,3.225,1.3077,0.85,662
梏,ㄍㄨˋ,12,2.6,1.2308,0.15,946
梓,ㄗˇ,373,3.65,1.3846,0.5,894
梗,ㄍㄥˇ,85,3.65,1.3846,0.95,781
梢,ㄕㄠ,42,4.1,1.3077,0.65,833
梧,ㄨˋ,249,3.475,1.0769,0.8,889
梨,ㄌㄧˊ,256,4.5,1.5385,0.95,666
梭,ㄙㄨㄛ,137,3.975,2,0.75,811
梯,ㄊㄧ,690,4.7,1.6923,0.8,751
梵,ㄈㄢˋ,63,3.55,1.3077,0.85,802
欲,ㄩˋ,2334,5.775,1.6923,0.9,665
毬,ㄑㄧㄡˊ,8,3.2,1.2308,0.85,801
氫,ㄑㄧㄥ,36,3.75,1,0.9,838
涎,ㄒㄧㄢˊ,35,3.7,1.3846,0.2,867
涯,ㄧㄚˊ,259,4.825,2,0.55,731
液,ㄧˋ,585,5.525,1.4615,0.85,796
涸,ㄏㄜˊ,21,3.375,1.0769,0.25,735
涼,ㄌㄧㄤˊ,319,5.5,2.2308,0.9,628
涿,ㄓㄨㄛ,1,2.65,1.1538,0.5,964
淀,ㄉㄧㄢˋ,11,2.3,1.1538,0.1,748
淅,ㄒㄧ,2,3.75,1.3077,0.7,841
淇,ㄑㄧˊ,72,3.575,1,1,726
淌,ㄊㄤˇ,11,3.55,1.3077,0.8,787
淑,ㄕㄨˊ,1039,5.075,1.5385,0.9,773
淒,ㄑㄧ,78,4.275,1.5385,0.8,735
淘,ㄊㄠ,334,4.375,3,0.95,737
淙,ㄘㄨㄥˊ,21,3.45,1.1538,0.35,860
淚,ㄌㄟˋ,385,5.7,1.3846,0.95,623
淞,ㄙㄨㄥ,23,2.15,1,0.95,792
淡,ㄉㄢˋ,1691,5.8,2.5385,0.9,648
淤,ㄩ,128,3.625,1.5385,0.7,754
淨,ㄐㄧㄥˋ,1033,5.325,2.1538,0.85,696
淪,ㄌㄨㄣˊ,360,3.9,1.5385,0.95,671
淬,ㄘㄨㄟˋ,7,3.225,1.1538,0.5,872
深,ㄕㄣ,7201,5.5,2.2308,0.9,661
淳,ㄔㄨㄣˊ,114,3.875,1.8462,0.8,814
淶,ㄌㄞˊ,4,2.025,1.0769,0.9,683
淹,ㄧㄢ,162,4.6,1.5385,0.95,774
淺,ㄑㄧㄢˇ,360,5.325,2,0.95,676
添,ㄊㄧㄢ,1305,5,1.8462,0.85,569
清,ㄑㄧㄥ,11820,5.675,2.7692,0.8,646
渚,ㄓㄨˇ,2,2.65,1.2308,0.3,959
烴,ㄐㄧㄥˇ,10,2.65,1.3077,0.8,846
烷,ㄨㄢˊ,17,3.1,1,0.85,807
烽,ㄈㄥ,22,4.175,1.3846,0.85,675
焊,ㄏㄢˋ,63,3.325,1.3846,0.9,805
犁,ㄌㄧˊ,22,4.075,1.3846,0.9,747
猖,ㄔㄤ,138,3.375,1.3846,0.85,800
猙,ㄓㄥ,16,3.325,1.1538,0.95,869
猛,ㄇㄥˇ,654,5.225,1.9231,1,628
猜,ㄘㄞ,246,5.675,1.3846,0.85,636
猝,ㄘㄨˋ,57,4.3,1.6154,0.4,911
現,ㄒㄧㄢˋ,32047,6.1,3,0.95,694
球,ㄑㄧㄡˊ,8099,5.65,1.4615,0.95,690
琅,ㄌㄤˊ,25,2.975,1.4615,0.75,822
理,ㄌㄧˇ,36642,5.925,3.3077,0.95,622
琇,ㄒㄧㄡˋ,10,3.5,1.2308,0.9,738
瓠,ㄏㄨˋ,18,2.675,1.2308,0.4,864
瓶,ㄆㄧㄥˊ,1590,5.2,1.1538,0.8,707
瓷,ㄘˊ,189,4.05,1.3077,0.85,740
甜,ㄊㄧㄢˊ,320,5.725,2.0769,0.9,617
略,ㄌㄩㄝˋ,2380,5.275,2.4615,0.9,708
畦,ㄑㄧˊ,7,2.575,1,0.2,692
異,ㄧˋ,3168,5.75,2.1538,0.85,648
疏,ㄕㄨ,1086,4.65,2.0769,0.75,711
疵,ㄘ,121,3.85,1,0.55,883
痊,ㄑㄩㄢˊ,68,3.675,1.0769,0.8,800
痍,ㄧˊ,24,2.85,1.0769,0.9,759
痔,ㄓˋ,12,4.15,1.3077,0.85,869
痕,ㄏㄣˊ,392,4.825,1.5385,0.9,708
皎,ㄐㄧㄠˇ,9,3.5,1.3846,0.85,805
盒,ㄏㄜˊ,467,5.35,1.5385,0.85,578
盔,ㄎㄨㄟ,32,3.925,1.3077,0.8,884
眥,ㄗˋ,1,1.9,1.1538,0.55,1068
眶,ㄎㄨㄤ,40,4.825,1.1538,0.8,791
眷,ㄐㄩㄢˋ,498,4.225,2,0.9,754
眺,ㄊㄧㄠˋ,46,3.375,1.5385,0.65,834
眼,ㄧㄢˇ,3250,6.15,2.5385,0.85,685
硃,ㄓㄨ,18,2.6,1.2308,0.85,825
硫,ㄌㄧㄡˊ,116,3.85,1.1538,0.85,821
祥,ㄒㄧㄤˊ,291,4.775,1.9231,0.85,769
移,ㄧˊ,5705,5.275,2.1538,1,664
窒,ㄓˋ,144,4.475,1.1538,0.85,787
窕,ㄊㄧㄠˇ,6,3.8,1.2308,0.15,1034
笙,ㄕㄥ,71,3.525,1.3846,0.9,764
笛,ㄉㄧˊ,138,4.175,1.4615,0.85,800
笞,ㄔ,2,2.875,1.0769,0.1,996
笠,ㄌㄧˋ,26,3.7,1.3846,0.85,731
符,ㄈㄨˊ,1967,5.35,2.5385,1,804
笨,ㄅㄣˋ,144,5.95,1.5385,0.8,619
笳,ㄐㄧㄚ,1,3.175,1.1538,0.15,926
粒,ㄌㄧˋ,313,5.325,1.7692,0.95,626
粗,ㄘㄨ,403,5.475,2.8462,0.9,693
粘,ㄋㄧㄢˊ,400,3.725,1.2308,0.6,721
紬,ㄔㄡˊ,1,2.125,1.1538,0.1,1090
細,ㄒㄧˋ,2466,5.525,2.6154,0.8,748
紳,ㄕㄣ,112,4.1,1.6154,0.85,727
紹,ㄕㄠˋ,1036,4.45,2.0769,0.85,829
紺,ㄍㄢˋ,1,2.325,1.0769,0.6,1076
絀,ㄔㄨˋ,105,2.95,1.3846,0.15,1237
終,ㄓㄨㄥ,4540,6.025,2.2308,0.95,685
絃,ㄒㄧㄢˊ,22,4.175,1.4615,0.1,916
組,ㄗㄨˇ,15363,5.65,2.0769,0.9,698
絆,ㄅㄢˋ,46,4.025,1.9231,0.85,736
缽,ㄅㄛ,27,3.375,1.2308,0.85,797
羚,ㄌㄧㄥˊ,17,3.5,1.2308,0.9,712
羝,ㄉㄧ,1,1.9,1.1538,0.5,752
羞,ㄒㄧㄡ,198,5.15,1.7692,0.95,751
翊,ㄧˋ,22,3.3,1.3846,0.75,867
翌,ㄧˋ,194,4.225,1.3846,0.6,792
翎,ㄌㄧㄥˊ,78,3.1,1.1538,0.7,772
聆,ㄌㄧㄥˊ,138,4.325,1.1538,0.8,674
脖,ㄅㄛˊ,98,4.925,1,0.85,703
脛,ㄐㄧㄥˋ,32,3.075,1.1538,0.9,843
脣,ㄔㄨㄣˊ,1,3.825,1.1538,0.8,765
脫,ㄊㄨㄛ,2065,5.45,2.4615,0.9,656
舵,ㄉㄨㄛˋ,86,3.725,1.5385,0.55,810
舶,ㄅㄛˊ,178,3.125,1.2308,0.9,827
舷,ㄒㄧㄢˊ,9,2.875,1,0.15,834
船,ㄔㄨㄢˊ,6290,5.475,1.5385,0.85,705
舺,ㄐㄧㄚˊ,4,2.75,1.2308,0.7,957
荳,ㄉㄡˋ,9,3.975,1.4615,1,729
荸,ㄅㄛˊ,1,2.5,1.1538,0.65,1087
荼,ㄊㄨˊ,50,2.75,1.1538,0.65,847
莆,ㄆㄨˊ,10,1.8,1,0.5,788
莉,ㄌㄧˋ,439,4.475,1.2308,1,749
莒,ㄐㄩˇ,79,3.675,1.2308,0.4,952
莓,ㄇㄟˊ,61,4.625,1.1538,0.85,673
莖,ㄐㄧㄥ,69,4.675,1.5385,0.8,740
莞,ㄨㄢˇ,47,3.225,1.3077,0.9,748
莠,ㄧㄡˋ,32,3.225,1.4615,0.1,1128
莢,ㄐㄧㄚˊ,12,3.425,1.0769,1,769
莪,ㄜˊ,1,2,1,0.3,1027
蚯,ㄑㄧㄡ,6,3.8,1,0.85,728
蚱,ㄓㄚˋ,2,3.525,1,0.9,833
蚵,ㄎㄜ,136,4.4,1,0.8,751
蚶,ㄏㄢ,3,1.8,1,0.15,1043
蛀,ㄓㄨˋ,12,4.25,1.3846,0.9,692
蛆,ㄐㄩ,6,3.25,1.2308,0.65,867
術,ㄕㄨˋ,8065,5.2,3.1538,0.95,743
袈,ㄐㄧㄚ,5,3.325,1.4615,0.7,893
袋,ㄉㄞˋ,1071,5.525,1.3846,0.9,655
袍,ㄆㄠˋ,88,4.275,1.6154,0.95,640
袒,ㄊㄢˇ,59,3.6,1.5385,0.8,813
袖,ㄒㄧㄡˋ,732,5.025,1.5385,0.65,770
袪,ㄑㄩ,29,2.975,1.0769,0.45,835
規,ㄍㄨㄟ,13668,5.5,2.1538,1,689
覓,ㄇㄧˋ,309,4.3,1.2308,0.8,711
訛,ㄜˊ,27,3.175,1.1538,0.7,884
訝,ㄧㄚˋ,257,4.475,1.6154,0.9,815
訟,ㄙㄨㄥˋ,478,4.45,1.3846,0.9,743
訣,ㄐㄩㄝˊ,80,4.725,1.6923,0.95,802
訥,ㄋㄚˋ,17,4.15,1.5385,0.95,689
訪,ㄈㄤˇ,4176,5.15,1.6154,0.95,700
設,ㄕㄜˋ,21614,5.875,3,1,721
貧,ㄆㄧㄣˊ,527,5.125,2.0769,0.85,628
貨,ㄏㄨㄛˋ,7474,5.675,2.4615,0.65,690
販,ㄈㄢˋ,3223,4.675,1.8462,0.9,754
趺,ㄈㄨ,3,1.9,1,0.45,1065
趾,ㄓˇ,24,4.425,1.2308,0.7,721
跂,ㄑㄧˊ,1,2.65,1.2308,0.15,1089
軛,ㄜˋ,1,3.05,1.5385,0.85,772
逍,ㄒㄧㄠ,43,4.325,1.3077,0.8,804
透,ㄊㄡˋ,4247,5.125,2.2308,0.9,618
逑,ㄑㄧㄡˊ,2,2.525,1,0.95,815
途,ㄊㄨˊ,2477,5.325,2.1538,1,646
逕,ㄐㄧㄥˋ,493,3.5,1.3077,0.85,833
逗,ㄉㄡˋ,142,4.575,2.1538,0.85,713
通,ㄊㄨㄥ,20112,5.725,3,0.85,645
逛,ㄍㄨㄤˋ,147,5.7,1.1538,0.9,680
逝,ㄕˋ,314,4.55,2,0.85,803
逞,ㄔㄥˇ,308,4.5,1.7692,0.85,718
速,ㄙㄨˋ,6341,5.5,2.0769,0.8,680
造,ㄗㄠˋ,12164,5.55,2.9231,0.95,694
逢,ㄈㄥˊ,1124,4.8,1.3846,0.85,659
部,ㄅㄨˋ,35834,5.5,3.1538,0.95,663
郭,ㄍㄨㄛ,2111,5.275,1.6923,0.85,658
酗,ㄒㄩㄥˋ,55,4,1.0769,0.75,919
野,ㄧㄝˇ,2291,5.45,2.8462,0.8,607
釣,ㄉㄧㄠˋ,1550,4.8,1.5385,0.95,763
釦,ㄎㄡˋ,5,3.575,1.3846,1,692
釧,ㄔㄨㄢˋ,41,2.625,1.0769,0.75,853
釵,ㄔㄞ,10,3.25,1.4615,0.55,825
閉,ㄅㄧˋ,1038,5.525,2.7692,0.95,703
陪,ㄆㄟˊ,1249,5.8,1.3077,0.95,576
陳,ㄔㄣˊ,19179,6.125,2.5385,0.95,692
陵,ㄌㄧㄥˊ,256,4.075,1.6154,0.95,712
陶,ㄊㄠˊ,721,5.05,2,0.95,635
陷,ㄒㄧㄢˋ,1195,5.025,2.3077,0.9,731
頂,ㄉㄧㄥˇ,2006,5.425,2.5385,0.9,632
馗,ㄎㄨㄟˊ,45,1.95,1.1538,0.55,993
傅,ㄈㄨˋ,575,4.35,1.3846,0.8,785
傖,ㄘㄤ,1,2.525,1,0.6,820
傢,ㄐㄧㄚ,131,4.55,1.6923,0.85,830
凱,ㄎㄞˇ,657,5.275,2.2308,1,682
割,ㄍㄜ,639,5.375,2,0.95,682
剴,ㄎㄞˇ,8,2.05,1,0.5,971
勛,ㄒㄩㄣ,3,3.15,1.2308,0.45,955
博,ㄅㄛˊ,2244,5.55,2.4615,0.55,684
厥,ㄐㄩㄝˊ,48,3.575,1.6154,0.85,826
唾,ㄊㄨˋ,48,4.4,2.0769,0.8,778
啷,ㄌㄤ,2,2.55,1.2308,0.9,796
啻,ㄔˋ,74,2.8,1,0.25,959
啼,ㄊㄧˊ,87,4.475,1.4615,0.45,783
啾,ㄐㄧㄡ,6,4.025,1.1538,0.85,822
喂,ㄨㄟˋ,7,5.6,1,0.8,843
喃,ㄋㄢˊ,49,3.85,1.1538,0.95,689
喈,ㄐㄧㄝ,1,1.7,1,0.65,937
喉,ㄏㄡˊ,161,4.825,1.7692,0.9,750
喊,ㄏㄢˇ,679,5.575,1.5385,0.85,724
喋,ㄉㄧㄝˊ,118,4.05,1.1538,0.9,688
喔,ㄛ,39,6.05,1.0769,0.8,729
喘,ㄔㄨㄢˇ,117,4.9,1.2308,0.8,693
喙,ㄏㄨㄟˋ,28,3.25,1.3846,0.6,848
喚,ㄏㄨㄢˋ,423,5.075,1.4615,0.9,635
喟,ㄎㄨㄟˋ,5,3.425,1.0769,0.1,985
喧,ㄒㄩㄢ,144,5,1.5385,0.95,739
喻,ㄩˋ,228,4.475,1.8462,0.9,754
圍,ㄨㄟˊ,3524,4.825,2.5385,0.9,694
堝,ㄍㄨㄛ,1,2.525,1.0769,0.25,935
堡,ㄅㄠˇ,301,4.45,2,0.85,716
堤,ㄊㄧˊ,656,4.075,1.3077,0.95,660
堪,ㄎㄢ,1043,5.1,2.3846,0.9,751
堰,ㄧㄢˋ,39,3.175,1.1538,0.8,848
奠,ㄉㄧㄢˋ,171,3.9,2.0769,0.9,777
婷,ㄊㄧㄥˊ,200,5.35,1.5385,0.95,689
媒,ㄇㄟˊ,1408,4.875,2.3077,1,688
媚,ㄇㄟˋ,110,4.6,2,0.95,662
媧,ㄨㄚ,5,3.05,1,0.5,865
孳,ㄗ,99,3.675,1.1538,0.8,983
富,ㄈㄨˋ,3622,5.375,2,0.9,661
寒,ㄏㄢˊ,741,5.4,2.3077,0.9,642
寓,ㄩˋ,435,5,2.3846,0.85,740
尊,ㄗㄨㄣ,1532,5.05,2.3077,0.9,648
嵋,ㄇㄟˊ,15,3.85,1.0769,0.75,681
嵎,ㄩˊ,1,1.9,1,0.8,801
嵐,ㄌㄢˊ,56,4.075,1.4615,0.9,696
帽,ㄇㄠˋ,276,5.175,1.2308,0.8,643
幀,ㄓㄥˋ,22,2.625,1.0769,0.85,791
幄,ㄨㄛˋ,12,2.8,1.1538,0.85,891
幅,ㄈㄨˊ,4193,4.65,1.8462,0.8,725
廂,ㄒㄧㄤ,259,4.45,1.8462,0.8,798
廊,ㄌㄤˊ,648,4.45,1.8462,0.95,643
徨,ㄏㄨㄤˊ,24,4.325,1.3846,0.9,679
復,ㄈㄨˋ,5450,5.675,1.8462,0.9,692
循,ㄒㄩㄣˊ,1351,4.775,1.5385,0.95,754
悲,ㄅㄟ,780,5.55,2.3077,0.95,691
惑,ㄏㄨㄛˋ,278,5.05,1.5385,0.95,727
惰,ㄉㄨㄛˋ,10,4.65,1.6154,0.95,777
惱,ㄋㄠˇ,286,5.05,2,0.9,602
惲,ㄩㄣˋ,1,2.525,1.2308,0.05,1002
惶,ㄏㄨㄤˊ,215,4.475,1.2308,0.95,716
惺,ㄒㄧㄥ,38,3.625,1.1538,0.9,759
惻,ㄘㄜˋ,13,4,1.3846,1,728
愉,ㄩˊ,335,5.125,1.2308,0.85,738
愎,ㄅㄧˋ,3,3.075,1.0769,0.2,1164
愕,ㄜˋ,51,4,1.3077,0.8,724
愜,ㄑㄧㄝˋ,24,3.425,1.0769,0.4,984
愣,ㄌㄥˋ,19,3.875,1.3846,0.9,784
扉,ㄈㄟ,19,3.725,1.6154,0.85,745
捶,ㄔㄨㄟˊ,11,3.875,1.3077,0.9,809
掌,ㄓㄤˇ,2321,5.35,2,0.95,726
掣,ㄔㄜˋ,34,2.8,1.0769,0.15,1323
揀,ㄐㄧㄢˇ,25,4.05,1.4615,0.7,885
揄,ㄩˊ,16,3.225,1,0.95,873
揆,ㄎㄨㄟˊ,305,2.9,1.4615,0.95,734
揉,ㄖㄡˊ,49,4.55,1.6154,1,683
揍,ㄗㄡˋ,32,4.775,1.2308,0.95,693
描,ㄇㄧㄠˊ,406,5.05,2,0.85,799
提,ㄉㄧ,22044,5.475,2.9231,0.95,609
揖,ㄧ,9,3.875,1.5385,0.3,834
揚,ㄧㄤˊ,3355,4.95,2.4615,0.8,654
換,ㄏㄨㄢˋ,3006,5.6,1.6154,0.9,611
握,ㄨㄛˋ,1845,5.55,2.3846,0.95,652
揣,ㄔㄨㄞˇ,160,3.875,1.3077,0.8,847
揩,ㄎㄞ,8,3.4,1.3077,0.45,810
揪,ㄐㄧㄡ,65,3.5,1.3846,0.7,773
揭,ㄐㄧㄝ,653,4.675,1.4615,0.85,748
揮,ㄏㄨㄟ,2472,5.2,2.5385,0.9,619
援,ㄩㄢˊ,2237,4.75,1.8462,0.85,695
揶,ㄧㄝˊ,17,3.25,1.3077,0.85,677
揹,ㄅㄟ,36,3.675,1.0769,0.95,794
敞,ㄔㄤˇ,107,4.55,1.8462,0.8,817
斌,ㄅㄧㄣ,234,3.675,1.1538,0.8,790
斐,ㄈㄟˇ,158,3.55,1.5385,0.75,739
晰,ㄒㄧ,66,3.725,1.3846,0.75,820
晴,ㄑㄧㄥˊ,325,5.6,1.3846,0.85,780
智,ㄓˋ,2790,5.575,2,0.9,735
晾,ㄌㄧㄤˋ,8,3.875,1.3077,0.9,737
暑,ㄕㄨˇ,479,5.125,2.0769,0.75,731
棉,ㄇㄧㄢˊ,421,5.05,2.2308,0.9,660
棋,ㄑㄧˊ,325,4.775,1.5385,0.9,703
棍,ㄍㄨㄣˋ,275,4.95,2.0769,0.85,743
棒,ㄅㄤˋ,1899,5.6,2.5385,0.8,676
