word_chinese-gsdsimp,word_zhuyin,frequency,familiar_mean,ambiguity_mean,naming_accuracy,naming_rt
燭,ㄓㄨˊ,121,4.475,1.3077,0.9,682
燴,ㄏㄨㄟˋ,13,4.275,1.0769,0.5,764
獰,ㄋㄧㄥˊ,18,3.475,1.2308,0.95,786
獲,ㄏㄨㄛˋ,14858,5.4,1.3077,0.95,610
璐,ㄌㄨˋ,22,2.525,1,0.75,742
璦,ㄞˋ,9,2.125,1.0769,0.9,785
璨,ㄘㄢˋ,19,3.35,1.1538,1,749
環,ㄏㄨㄢˊ,10649,5.3,2.8462,0.9,783
療,ㄌㄧㄠˊ,2315,5.075,1.6923,1,692
癆,ㄌㄠˊ,12,3.075,1.1538,0.8,811
皤,ㄆㄛˊ,2,2.4,1.3077,0.05,1088
盪,ㄉㄤˋ,523,4.85,1.7692,0.95,740
瞧,ㄑㄧㄠˊ,152,5,1.0769,0.8,766
瞪,ㄉㄥˋ,61,4.85,1.3846,0.9,670
瞰,ㄎㄢˋ,20,3.9,1.0769,0.85,989
瞳,ㄊㄨㄥˊ,18,4.4,1,1,741
矯,ㄐㄧㄠˇ,153,4.175,1.6923,0.85,848
磯,ㄐㄧ,224,3.25,1.3077,0.8,802
磷,ㄌㄧㄣˊ,38,3.375,1,0.95,801
磺,ㄏㄨㄤˊ,65,3.3,1.0769,0.85,820
礁,ㄐㄧㄠ,286,3.625,1.3846,0.75,843
禧,ㄒㄧ,160,3.75,1.6154,0.7,839
禪,ㄔㄢˊ,180,4.1,1.6154,0.9,773
穗,ㄙㄨㄟˋ,125,3.725,1.1538,0.55,808
篷,ㄆㄥˊ,54,3.85,1.5385,0.75,727
簍,ㄌㄡˇ,41,3.45,1.5385,0.75,848
簏,ㄌㄨˋ,1,1.925,1.0769,0.8,849
糜,ㄇㄧˊ,14,3.8,1.5385,0.65,791
糞,ㄈㄣˋ,157,4.9,1.3846,0.75,806
糟,ㄗㄠ,123,5.4,1.7692,0.9,679
糠,ㄎㄤ,8,3.15,1.0769,0.85,705
糢,ㄇㄛˊ,5,2.2,1.0769,0.9,893
縭,ㄌㄧˊ,1,2.25,1,0.8,838
縷,ㄌㄩˇ,34,3.625,1.4615,0.5,977
縹,ㄆㄧㄠˇ,3,2.4,1.3077,0.55,874
總,ㄗㄨㄥˇ,17336,6.2,2.6154,0.9,737
績,ㄐㄧ,3915,5.575,2.0769,0.8,831
繃,ㄅㄥ,62,4.675,2,1,708
翳,ㄧˋ,2,2.5,1.2308,0.75,788
翼,ㄧˋ,269,4.45,1.7692,1,740
耬,ㄌㄡˊ,1,1.5,1.2308,0.7,980
聰,ㄘㄨㄥ,768,5.575,1.9231,1,676
聳,ㄙㄨㄥˇ,80,3.725,2,0.9,816
膺,ㄧㄥ,76,3.275,1.3077,0.4,802
膽,ㄉㄢˇ,452,4.9,2.2308,0.75,815
膿,ㄋㄨㄥˊ,28,3.775,1.3077,0.9,764
臀,ㄊㄨㄣˊ,21,4.25,1.0769,0.8,715
臃,ㄩㄥˇ,5,3.3,1.5385,0.95,779
臆,ㄧˋ,57,3.2,1.1538,0.9,758
臉,ㄌㄧㄢˇ,850,6.025,2.2308,1,599
舉,ㄐㄩˇ,14448,5.375,2.8462,0.9,705
艱,ㄐㄧㄢ,355,4.7,1.5385,1,769
蕾,ㄌㄟˇ,181,3.725,1.9231,0.95,705
薈,ㄏㄨㄟˋ,15,3.525,1,0.85,839
薏,ㄧˋ,8,3.55,1.0769,0.9,816
薑,ㄐㄧㄤ,81,4.675,1.1538,0.9,834
薔,ㄑㄧㄤˊ,15,4.125,1,0.9,890
薯,ㄕㄨˇ,59,4.875,1.4615,1,806
螯,ㄠˊ,12,2.825,1.0769,0.8,757
螳,ㄊㄤˊ,10,3.525,1.0769,1,694
螺,ㄌㄨㄛˊ,744,4.1,1.5385,1,671
蟀,ㄕㄨㄞˋ,18,3.875,1,0.9,939
蟄,ㄓˊ,28,2.925,1.2308,0.45,934
褶,ㄒㄧˊ,7,3.675,1.6154,0.9,820
褸,ㄌㄩˇ,12,3.075,1.1538,0.45,903
覬,ㄐㄧˋ,28,2.95,1.0769,0.4,1023
謅,ㄗㄡ,1,3.05,1.2308,0.6,798
謊,ㄏㄨㄤˇ,257,5,1.4615,0.95,643
謎,ㄇㄟˋ,113,4.575,1.4615,0.9,622
謗,ㄅㄤˋ,55,4.125,1.2308,0.9,855
謙,ㄑㄧㄢ,252,4.7,1.4615,0.9,769
講,ㄐㄧㄤˇ,3071,6.1,2,0.9,722
謝,ㄑㄧㄝˋ,3872,6.475,1.9231,1,669
謠,ㄧㄠˊ,327,4.925,2,1,656
豁,ㄏㄨㄚˊ,45,4.625,1.3846,0.7,692
賺,ㄓㄨㄢˋ,843,5.475,1.2308,0.95,724
購,ㄍㄡˋ,6092,5.775,1.1538,0.9,685
賽,ㄙㄞˋ,7780,5.475,2.0769,0.95,692
趨,ㄑㄩ,2494,4.825,2.1538,0.75,806
蹈,ㄉㄠˋ,458,4.8,1.6923,0.6,763
蹉,ㄘㄨㄛ,12,4.25,1.1538,0.85,851
蹊,ㄒㄧ,41,3.55,1.7692,0.75,871
蹋,ㄊㄚˋ,22,4.275,1.3846,0.8,812
輿,ㄩˊ,179,3.725,1.6923,0.75,859
轂,ㄍㄨ,1,1.5,1,0.6,1212
轄,ㄒㄧㄚˊ,1259,3.5,1.5385,0.8,931
轅,ㄩㄢˊ,41,3,1.1538,0.95,744
遽,ㄐㄩˋ,281,3.2,1.0769,0.9,886
避,ㄅㄧˋ,3263,5.25,2,0.75,645
邀,ㄧㄠ,3413,5.3,1.3846,0.95,669
邁,ㄇㄞˋ,633,4.9,2.2308,0.8,687
邂,ㄒㄧㄝˋ,8,3.7,1.0769,0.8,853
醜,ㄔㄡˇ,252,5.55,1.4615,0.85,638
醞,ㄩㄣˋ,304,3.925,1.1538,0.75,833
醣,ㄊㄤˊ,8,4.125,1.1538,0.9,624
錘,ㄔㄨㄟˊ,30,3.25,1.3846,1,740
錨,ㄇㄠˊ,103,3.4,1.6154,0.5,948
鍇,ㄎㄞˇ,18,2.175,1.0769,0.35,653
鍊,ㄌㄧㄢˋ,335,4.275,1.7692,0.75,766
鍋,ㄍㄨㄛ,386,5.35,1.5385,0.9,720
鍍,ㄉㄨˋ,122,3.475,1.0769,0.9,705
鍔,ㄜˋ,2,2.075,1,0.9,796
鍛,ㄉㄨㄢˋ,45,3.6,1.3077,0.95,757
鍬,ㄑㄧㄠ,10,2.575,1.2308,0.1,879
鍰,ㄏㄨㄢˊ,232,2.725,1.2308,0.65,795
鍵,ㄐㄧㄢˋ,882,5.375,2.2308,0.85,707
鍶,ㄙ,1,2.45,1.1538,0.6,853
鍾,ㄓㄨㄥ,1050,4.625,1.7692,1,704
鎂,ㄇㄟˇ,11,3.15,1.2308,0.9,727
闇,ㄢˋ,5,3.2,1.0769,0.7,876
闈,ㄨㄟˊ,23,2.725,1.0769,0.8,844
隱,ㄧㄣˇ,777,5.35,2.6154,0.85,645
隸,ㄌㄧˋ,227,3.775,2.4615,0.95,754
霜,ㄕㄨㄤ,170,4,1.8462,1,701
霞,ㄒㄧㄚˊ,352,4.425,1.3077,0.9,746
鞠,ㄐㄩˊ,56,4.075,1.3077,0.8,838
韓,ㄏㄢˊ,2679,5.3,1.2308,0.85,705
顆,ㄎㄜ,416,5.225,1.3846,1,660
颶,ㄐㄩˋ,6,3.475,1.2308,0.95,894
餬,ㄏㄨˊ,9,3.275,1.3077,0.95,790
餵,ㄨㄟˋ,120,4.85,1.3077,0.95,590
駸,ㄑㄧㄣ,17,1.525,1.0769,0.75,736
駿,ㄐㄩㄣˋ,117,3.875,1.4615,0.95,794
騁,ㄔㄥˇ,14,3.525,1.3846,0.35,1090
鮫,ㄐㄧㄠ,5,2.7,1.0769,0.85,768
鮭,ㄍㄨㄟ,40,4.05,1.0769,0.8,754
鴿,ㄍㄜ,118,4.275,1.1538,0.65,723
麋,ㄇㄧˊ,1,3.075,1.1538,0.7,815
黏,ㄋㄧㄢˊ,131,4.825,1.5385,0.9,678
黛,ㄉㄞˋ,242,3.975,1.6923,0.9,689
黜,ㄔㄨˋ,10,3.425,1.2308,0.35,848
黝,ㄧㄡˇ,17,3.15,1.2308,0.7,926
點,ㄉㄧㄢˇ,27051,5.625,4.2308,0.95,674
鼾,ㄏㄢ,3,3.775,1.2308,0.9,794
嚕,ㄌㄨ,15,4.775,1.0769,0.85,799
嚮,ㄒㄧㄤˋ,83,4.875,2.4615,0.95,780
壘,ㄌㄟˇ,621,4.275,2.1538,0.95,644
嬸,ㄕㄣˇ,22,4.375,1.2308,0.85,719
戳,ㄔㄨㄛ,53,3.975,1.1538,0.8,774
擴,ㄎㄨㄛˋ,3746,5.65,1.7692,0.8,748
擺,ㄅㄞˇ,1407,5.3,2.6923,0.9,746
擻,ㄙㄡˇ,16,2.675,1.1538,0.55,821
擾,ㄖㄠˇ,1821,5.475,1.7692,1,717
曜,ㄧㄠˋ,79,3.125,1,0.65,858
朦,ㄇㄥˊ,18,3.775,1.1538,1,674
檬,ㄇㄥˊ,21,4.3,1.1538,0.9,691
檳,ㄅㄧㄣ,584,4.475,1.3846,0.95,792
檸,ㄋㄧㄥˊ,26,4.525,1,0.9,745
歟,ㄩˊ,2,2.35,1.1538,0.8,955
歸,ㄍㄨㄟ,2156,5.125,2.4615,1,661
殯,ㄅㄧㄣˋ,162,3.875,1.3077,0.9,812
瀆,ㄉㄨˊ,133,3.5,1.5385,0.8,856
瀋,ㄕㄣˇ,30,2.975,1.2308,0.8,910
瀑,ㄆㄨˋ,117,4.425,1.0769,0.9,675
燻,ㄒㄩㄣ,18,3.775,1.3077,1,814
燼,ㄐㄧㄣˋ,42,2.85,1.0769,0.85,775
燾,ㄊㄠˊ,6,1.625,1,0.1,1171
獵,ㄌㄧㄝˋ,242,4.425,1.6923,0.8,698
獷,ㄍㄨㄤˇ,20,3.4,1,0.25,706
璧,ㄅㄧˋ,147,3.925,1.3077,0.9,667
甕,ㄨㄥˋ,21,3.6,1,0.7,774
癖,ㄆㄧˋ,28,3.875,1.3077,0.9,618
瞻,ㄓㄢ,287,3.75,1.9231,0.85,757
瞼,ㄐㄧㄢˇ,2,3.6,1,0.55,979
禮,ㄌㄧˇ,3332,5.4,2.4615,0.95,651
穠,ㄋㄨㄥˊ,4,2.875,1.3846,0.85,811
竅,ㄑㄧㄠˋ,60,3.875,1.7692,0.85,790
簡,ㄐㄧㄢˇ,4731,5.4,2.2308,0.9,684
簣,ㄎㄨㄟˋ,19,2.475,1.3846,0.65,826
簧,ㄏㄨㄤˊ,64,3.975,1.6154,1,771
簪,ㄗㄢ,9,3.075,1.1538,0.55,831
簫,ㄒㄧㄠ,5,3.95,1.2308,1,754
織,ㄓ,3276,4.225,1.6923,1,754
繕,ㄕㄢˋ,116,2.7,1.2308,0.9,818
繚,ㄌㄧㄠˊ,7,3.55,1.3077,0.9,719
繞,ㄖㄠˋ,436,4.875,2,0.9,714
繡,ㄒㄧㄡˋ,116,4.025,1.3077,0.9,750
罈,ㄊㄢˊ,3,3.25,1.2308,0.9,788
翻,ㄈㄢ,1501,5.275,2.2308,0.9,742
職,ㄓˊ,7641,5.375,2.3077,0.95,736
臍,ㄑㄧˊ,18,4.25,1.2308,0.5,879
臏,ㄅㄧㄣˋ,1,2.8,1,0.95,872
薰,ㄒㄩㄣ,81,3.9,1.7692,1,747
薺,ㄐㄧˋ,1,2.3,1.0769,0.1,716
藍,ㄌㄢˊ,1095,5.775,2,0.85,605
藎,ㄐㄧㄣˋ,1,1.5,1.0769,0.7,961
藐,ㄇㄧㄠˇ,52,3.8,1.6154,0.85,743
蟠,ㄆㄢˊ,15,3.1,1.3077,0.65,954
蟬,ㄔㄢˊ,155,4.175,1.2308,0.95,721
蟯,ㄖㄠˊ,5,3.025,1.0769,0.85,787
覆,ㄈㄨˋ,1833,5.5,2.1538,0.8,730
覲,ㄐㄧㄣˇ,17,3.125,1,0.75,968
觴,ㄕㄤ,6,2.875,1.5385,0.95,741
謨,ㄇㄛˊ,51,2.6,1.3846,1,828
謫,ㄓㄜˊ,2,3.275,1.3846,0.3,961
謬,ㄇㄧㄡˋ,104,3.825,1.6923,0.8,825
謹,ㄐㄧㄣˇ,441,4.65,2,0.9,741
謾,ㄇㄢˋ,23,3.55,1.2308,0.95,862
贄,ㄓˋ,3,2.45,1.1538,0.4,968
贅,ㄓㄨㄟˋ,41,3.475,1.8462,0.75,882
蹙,ㄘㄨˋ,6,2.525,1.2308,0.45,899
蹚,ㄊㄤ,6,2.725,1,0.85,783
蹟,ㄐㄧ,398,4.6,1.9231,0.9,789
蹣,ㄆㄢˊ,22,3.05,1.2308,0.4,770
蹤,ㄗㄨㄥ,1029,4.575,1.5385,1,748
蹦,ㄅㄥˋ,40,4.5,1.4615,0.95,797
蹩,ㄅㄧㄝˊ,4,3.3,1.0769,0.8,975
軀,ㄑㄩ,53,4.875,1.4615,0.9,793
轆,ㄌㄨˋ,9,3.15,1.3846,0.8,798
邇,ㄦˇ,25,2.925,1.0769,0.7,836
邈,ㄇㄧㄠˇ,6,2.825,1.3846,0.65,861
鄺,ㄎㄨㄤˋ,2,2.425,1,0.2,898
醪,ㄌㄠˊ,1,2.15,1.0769,0.05,925
醫,ㄧ,8075,6.025,2.0769,0.65,628
醬,ㄐㄧㄤˋ,146,5.125,1.1538,0.95,708
釐,ㄌㄧˊ,224,3.75,1.6154,0.9,844
鎊,ㄅㄤˋ,72,2.85,1.1538,0.65,819
鎔,ㄖㄨㄥˊ,46,2.65,1.1538,0.9,745
鎖,ㄙㄨㄛˇ,1181,5.475,1.9231,0.85,729
鎗,ㄑㄧㄤ,32,2.675,1.1538,0.6,703
鎘,ㄍㄜ,41,2.675,1.1538,0.8,780
鎚,ㄔㄨㄟˊ,24,3.35,1.3077,0.9,788
鎧,ㄎㄞˇ,18,2.65,1.2308,0.65,896
鎮,ㄓㄣˋ,11767,5.225,2.7692,0.8,671
鎰,ㄧˋ,24,2.35,1.1538,0.85,859
闔,ㄏㄜˊ,45,3.9,1.7692,0.8,760
闖,ㄔㄨㄤˇ,480,5.25,1.7692,0.9,689
雛,ㄔㄨˊ,163,3.9,1.5385,0.9,700
雞,ㄐㄧ,1208,5.225,2,0.85,722
離,ㄌㄧˊ,4990,5.3,2.0769,0.85,597
鞦,ㄑㄧㄡ,6,3.275,1.0769,0.7,904
韙,ㄨㄟˇ,2,1.9,1.0769,0.65,955
題,ㄊㄧˊ,14103,5.8,2.8462,0.9,648
額,ㄜˊ,7539,5.025,3.0769,0.9,685
顎,ㄜˋ,19,3.9,1.2308,0.85,723
顏,ㄧㄢˊ,1059,5.275,2.3846,1,634
餽,ㄎㄨㄟˋ,10,2.775,1.1538,0.8,862
餾,ㄌㄧㄡˋ,59,3.825,1.3077,0.95,859
餿,ㄙㄡ,23,3.725,1.6154,0.75,818
馥,ㄈㄨˋ,18,3.025,1.1538,0.85,779
騏,ㄑㄧˊ,35,2.3,1.0769,0.95,827
鬃,ㄗㄨㄥ,4,3.125,1.0769,0.55,921
鬆,ㄙㄨㄥ,1020,5.275,3,0.95,696
鬈,ㄑㄩㄢˊ,4,2.825,1.0769,0.1,1101
鬩,ㄒㄧˋ,29,2.65,1,0.35,1210
魍,ㄨㄤˇ,2,2.225,1,0.6,781
魎,ㄌㄧㄤˇ,2,2.425,1.0769,0.65,818
魏,ㄨㄟˋ,820,4.425,1.3077,0.9,757
鯁,ㄍㄥˇ,1,2.25,1.2308,0.8,905
鯉,ㄌㄧˇ,58,3.8,1,0.85,726
鯊,ㄕㄚ,31,4.075,1.0769,0.8,707
鵑,ㄐㄩㄢ,50,3.625,1.3077,0.9,839
鵝,ㄜˊ,145,4.375,1.5385,0.9,741
鵠,ㄍㄨˇ,13,2.925,1.0769,0.35,992
黠,ㄒㄧㄚˊ,11,3.3,1.1538,0.05,893
鼬,ㄧㄡˋ,9,2.85,1,0.8,855
嚥,ㄧㄢˋ,19,4.475,1.2308,0.85,680
嚨,ㄌㄨㄥˊ,41,3.65,1,0.95,717
壞,ㄏㄨㄞˋ,2238,6.075,2.3077,0.9,631
壟,ㄌㄨㄥˇ,221,3.525,1.5385,0.8,753
壢,ㄌㄧˋ,917,4.85,1.3077,0.8,664
寵,ㄔㄨㄥˇ,203,4.9,2.1538,0.9,759
廬,ㄌㄨˊ,233,3.875,1.3077,0.8,720
懶,ㄌㄢˇ,100,5.425,1.4615,0.75,768
懷,ㄏㄨㄞˊ,2522,5.2,2.5385,0.95,671
攏,ㄌㄨㄥˊ,182,3.875,1.3077,0.9,825
曝,ㄆㄨˋ,316,4.15,2.1538,0.9,724
曠,ㄎㄨㄤˋ,115,4.85,1.7692,0.85,791
櫓,ㄌㄨˇ,1,2.55,1.0769,0.9,856
櫟,ㄌㄧˋ,1,1.95,1.1538,0.15,1047
瀕,ㄅㄧㄣ,98,4.3,1.3846,0.3,731
瀘,ㄌㄨˊ,39,2.7,1.0769,0.55,792
瀝,ㄌㄧˋ,39,3.8,1.4615,0.9,658
瀧,ㄌㄨㄥˊ,1,2.975,1.2308,0.85,793
瀨,ㄌㄞˋ,69,3.275,1.1538,0.95,731
爆,ㄅㄠˋ,1943,5.35,2.0769,0.95,675
爍,ㄕㄨㄛˋ,57,3.875,1.3077,0.65,808
牘,ㄉㄨˊ,7,2.675,1.2308,0.8,881
犢,ㄉㄨˊ,3,2.975,1.2308,0.7,802
璽,ㄒㄧˇ,39,3.175,1.2308,0.75,910
瓣,ㄅㄢˋ,33,4.15,1.2308,0.8,952
疆,ㄐㄧㄤ,88,3.975,1.5385,0.8,716
疇,ㄔㄡˊ,104,2.9,1.3077,0.65,952
矇,ㄇㄥ,76,4.375,1.6923,0.95,632
礙,ㄞˋ,1322,5.05,1.8462,0.8,738
禰,ㄇㄧˊ,2,2.075,1.0769,0.1,773
禱,ㄉㄠˇ,127,4.275,1.3077,0.65,859
穩,ㄨㄣˇ,2318,5.275,2.2308,0.95,616
穫,ㄏㄨㄛˋ,127,4.825,1.2308,0.9,633
簷,ㄧㄢˊ,45,3.7,1.0769,0.35,1102
簽,ㄑㄧㄢ,2914,5.5,1.8462,0.85,658
簾,ㄌㄧㄢˊ,90,4.225,1.7692,1,624
簿,ㄅㄨˋ,206,5.2,1.5385,0.9,771
繩,ㄕㄥˊ,242,4.775,1.8462,0.9,776
繪,ㄏㄨㄟˋ,608,4.375,1.5385,0.95,686
繳,ㄐㄧㄠˇ,1880,4.925,1.6154,0.75,802
繹,ㄧˋ,86,3.475,1.3846,0.9,853
臘,ㄌㄚˋ,103,4.3,2.1538,0.8,632
藤,ㄊㄥˊ,201,4,1.6923,0.9,640
藥,ㄧㄠˋ,3803,5.75,1.5385,1,615
藪,ㄙㄡˇ,4,2.35,1.0769,0.5,966
蟹,ㄒㄧㄝˋ,72,4.35,1.3077,0.95,789
蟻,ㄧˇ,35,4.35,1.4615,0.85,721
蟾,ㄔㄢˊ,8,3.375,1,0.5,817
蠅,ㄧㄥˊ,119,4.175,1.3077,0.8,862
蠋,ㄓㄨˊ,1,3.575,1.3846,0.8,787
襖,ㄠˇ,10,3.05,1.0769,0.75,741
襟,ㄐㄧㄣ,89,4.3,1.5385,0.9,848
襠,ㄉㄤ,3,3.05,1.1538,0.8,733
覷,ㄑㄩˋ,25,3.225,1.3846,0.85,884
譁,ㄏㄨㄚˊ,42,3.325,1.4615,0.95,766
證,ㄓㄥˋ,11413,5.425,2.4615,0.7,723
譎,ㄐㄩㄝˊ,24,3.15,1.0769,0.15,885
譏,ㄐㄧ,113,3.975,1.0769,0.7,823
譚,ㄊㄢˊ,236,4.025,1.5385,1,727
贈,ㄗㄥˋ,1387,5.025,1.6923,0.9,809
蹭,ㄘㄥˋ,1,2.65,1.3077,0.2,885
蹯,ㄈㄢˊ,1,2.725,1.3077,0.55,785
蹲,ㄉㄨㄣ,64,4.35,1.2308,0.85,683
蹶,ㄐㄩㄝˊ,33,3.7,1.3077,0.85,895
蹺,ㄑㄧㄠ,78,4,2.0769,0.65,877
蹻,ㄐㄧㄠˇ,1,2.075,1.0769,0.85,789
蹼,ㄆㄨˊ,3,3.675,1.2308,0.95,717
轎,ㄐㄧㄠˋ,1003,4.45,1.6923,0.8,813
辭,ㄘˊ,1049,4.8,2.3846,0.95,787
邋,ㄌㄚ,7,3.775,1.0769,0.8,799
醮,ㄐㄧㄠˋ,100,3.225,1.3077,0.35,941
醱,ㄆㄛˋ,17,2.775,1,0.55,941
鏈,ㄌㄧㄢˋ,42,4.075,1.6154,1,776
鏑,ㄉㄧˊ,1,2.3,1.1538,0.55,820
鏖,ㄠˊ,13,2.325,1.0769,0.05,1238
鏗,ㄎㄥ,41,3.175,1.3077,0.1,894
鏘,ㄑㄧㄤ,67,3.5,1,0.55,877
鏜,ㄊㄤ,2,2.4,1.1538,0.9,717
鏞,ㄩㄥ,40,3.15,1.0769,0.95,826
鏟,ㄔㄢˇ,26,3.475,1.6154,0.95,736
鏡,ㄐㄧㄥˋ,964,4.975,1.2308,0.9,718
鏢,ㄅㄧㄠ,109,3,1.6154,0.7,792
鏤,ㄌㄡˋ,13,2.65,1.1538,0.45,838
隴,ㄌㄨㄥˇ,7,2.9,1.2308,0.95,761
霧,ㄨˋ,625,4.9,1.7692,0.8,654
韜,ㄊㄠ,23,2.85,1.1538,0.7,1033
韞,ㄩㄣˋ,1,2.325,1,0.25,794
韻,ㄩㄣˋ,195,5,2.3846,0.95,686
顗,ㄧˇ,58,2.3,1.0769,0.15,889
願,ㄩㄢˋ,5816,5.8,2.3077,0.85,636
顛,ㄉㄧㄢ,142,4.6,2.3077,0.95,750
颼,ㄙㄡ,5,3.35,1.0769,0.9,827
饅,ㄇㄢˊ,24,4.175,1.0769,0.9,737
饉,ㄐㄧㄣˇ,2,2.425,1.0769,0.85,922
騖,ㄨˋ,13,3.175,1.3077,0.85,841
騙,ㄆㄧㄢˋ,814,5.925,1.6154,0.85,603
騧,ㄍㄨㄚ,1,1.425,1,0.05,702
鬍,ㄏㄨˊ,88,4.425,1.2308,0.9,689
鯖,ㄑㄧㄥ,9,2.15,1.0769,0.15,1031
鯛,ㄉㄧㄠ,9,3.375,1.2308,0.75,863
鯤,ㄎㄨㄣ,62,2.625,1.1538,0.95,802
鯧,ㄔㄤ,3,2.175,1,0.9,812
鯨,ㄐㄧㄥ,25,3.75,1.1538,0.9,660
鵡,ㄨˇ,21,3.025,1,0.75,823
鵪,ㄢ,1,2.45,1.0769,0.15,1095
鵬,ㄆㄥˊ,646,4.275,1.5385,0.95,671
鵰,ㄉㄧㄠ,3,3.5,1,0.8,799
鵲,ㄑㄧㄠˇ,35,3.225,1,0.7,1051
鶉,ㄔㄨㄣˊ,1,2.525,1.1538,0.35,957
麒,ㄑㄧˊ,89,2.975,1.1538,0.85,864
麓,ㄌㄨˋ,22,2.95,1.1538,0.6,768
麴,ㄑㄩˊ,4,2.7,1,0.3,1036
龐,ㄆㄤˊ,885,4.2,1.7692,0.95,680
勸,ㄑㄩㄢˋ,1128,5.25,1.3077,0.9,750
嚷,ㄖㄤˇ,86,3.925,1.3077,0.9,829
壤,ㄖㄤˇ,231,4.15,1.3846,0.8,790
孃,ㄋㄧㄤˊ,10,3.55,1.0769,0.75,954
巉,ㄔㄢˊ,1,1.55,1.0769,0.95,954
懺,ㄔㄢˋ,17,4.05,1.2308,0.55,995
攔,ㄌㄢˊ,700,4.5,1.6154,1,701
攙,ㄔㄢ,5,3.875,1.2308,0.85,881
曦,ㄒㄧ,55,3.475,1.2308,0.7,897
朧,ㄌㄨㄥˊ,20,3.85,1,0.95,760
櫪,ㄌㄧˋ,3,2.075,1.0769,0.85,758
櫬,ㄔㄣˋ,4,1.875,1.1538,0.75,793
瀾,ㄌㄢˊ,165,3.35,1.3846,0.9,733
爐,ㄌㄨˊ,1022,4.825,1.5385,1,667
瓏,ㄌㄨㄥˊ,23,3.7,1.0769,1,663
矍,ㄐㄩㄝˊ,1,1.775,1,0.2,1055
礦,ㄎㄨㄤˋ,558,4.175,1.1538,0.9,691
礪,ㄌㄧˋ,9,3.75,1.5385,0.9,759
礫,ㄌㄧˋ,15,3.675,1.0769,0.45,788
竇,ㄉㄡˋ,53,3.225,1.3077,0.85,769
籃,ㄌㄢˊ,931,5.8,2.5385,0.85,698
籌,ㄔㄡˊ,3454,4.4,1.9231,0.85,710
籍,ㄐㄧˊ,4466,5.325,2.2308,0.85,761
糯,ㄋㄨㄛˋ,67,3.975,1.2308,0.55,870
繽,ㄅㄧㄣ,53,4.075,1.3846,1,808
耀,ㄧㄠˋ,1153,4.925,2.3077,0.95,682
艦,ㄐㄧㄢˋ,696,4.05,1.2308,0.9,794
藹,ㄞˇ,15,3.45,1.1538,0.75,768
蘆,ㄌㄨˊ,463,3.925,1.4615,0.8,668
蠐,ㄑㄧˊ,1,1.6,1,0.4,928
蠔,ㄏㄠˊ,49,3,1.0769,0.95,730
襤,ㄌㄢˊ,7,2.825,1.3077,0.3,1141
觸,ㄔㄨˋ,1724,5.025,2.4615,0.9,804
譟,ㄗㄠˋ,17,3.85,1.1538,0.8,739
警,ㄐㄧㄥˇ,33494,5.45,2.3846,0.85,704
譬,ㄆㄧˋ,171,5.3,1.3077,0.9,731
譯,ㄧˋ,327,5.325,1.4615,0.75,761
議,ㄧˋ,32037,5.025,3,0.85,643
贍,ㄕㄢˋ,9,3.375,1.1538,0.25,1010
躁,ㄗㄠˋ,115,4.85,1.5385,0.95,724
躂,ㄊㄚ,2,2.975,1.2308,0.35,803
轘,ㄏㄨㄢˋ,2,1.975,1.2308,0.7,776
辮,ㄅㄧㄢˋ,11,3.9,1.3846,0.8,790
釋,ㄕˋ,2316,5.3,2.6154,0.95,819
鏽,ㄒㄧㄡˋ,12,3.9,1.3846,0.95,826
鐐,ㄌㄧㄠˋ,24,2.65,1.0769,0.85,847
鐘,ㄓㄨㄥ,2010,5.35,1.6154,0.95,659
鐙,ㄉㄥ,8,2.225,1.1538,0.75,893
闡,ㄔㄢˇ,67,3.25,1.0769,0.5,997
顢,ㄇㄢˊ,11,2.2,1.1538,0.5,1005
飄,ㄆㄧㄠ,253,4.725,2,0.95,653
饋,ㄎㄨㄟˋ,625,4.45,1.2308,0.9,768
饌,ㄓㄨㄢˋ,9,3.5,1.1538,0.9,794
饑,ㄐㄧ,22,4.425,1.4615,0.85,726
饒,ㄖㄠˊ,353,4.425,1.7692,0.95,697
騫,ㄑㄧㄢ,15,2.9,1.1538,0.6,1015
騷,ㄙㄠ,331,4.475,2.6154,0.9,756
鬒,ㄓㄣˇ,4,1.525,1,0.35,884
鰈,ㄉㄧㄝˊ,4,2.675,1.1538,0.85,748
鰍,ㄑㄧㄡ,9,2.5,1.0769,0.85,773
鰓,ㄒㄧˇ,3,3.475,1.0769,0.65,867
鶗,ㄊㄧˊ,2,1.35,1,0.3,948
鶩,ㄨˋ,37,3.025,1.3077,0.7,887
鹹,ㄒㄧㄢˊ,96,5.325,1.2308,0.95,722
麵,ㄇㄧㄢˋ,544,6.05,1.2308,0.85,652
黥,ㄐㄧㄥ,1,2.725,1.1538,0.75,820
齟,ㄐㄩˇ,24,3.225,1.1538,0.25,736
齡,ㄌㄧㄥˊ,1294,4.9,1.4615,1,693
齣,ㄔㄨ,158,3.525,1.1538,0.2,1009
儷,ㄌㄧˋ,76,3.9,1.3077,0.95,834
懼,ㄐㄩˋ,513,4.775,1.1538,0.85,780
懾,ㄓㄜˊ,26,3.4,1.4615,0.1,697
攝,ㄕㄜˋ,2141,4.375,2.1538,0.6,887
斕,ㄌㄢˊ,1,2.1,1.1538,0.9,868
櫻,ㄧㄥ,138,4.4,1.1538,0.85,742
欄,ㄌㄢˊ,404,5.225,1.8462,1,650
