word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
UDARITI,4.0625,1.162241994,3.40625,1.562862861,,,,,,
UDARITI SE,4.4,0.699205899,3.9,0.875595036,3.8,1.229272594,5,0,3.555555556,1.589898669
UDATI SE,4.4,0.966091783,4,0.816496581,3.9,0.994428926,5,0,8.375,2.924648941
UDICA,4.866666667,0.434172485,2.166666667,1.577499841,,,,,,
UGASITI,4.2,1.316561177,4.6,0.699205899,3.7,1.251665557,5,0,4.4,1.95505044
UGASITI SE,4,0.894427191,3.636363636,1.501514387,3.818181818,1.328019715,5,0,5.7,3.433495142
UGLAVNOM,2.3,1.251665557,4.4,0.966091783,1.7,0.948683298,4.8,0.421637021,8.4,3.405877273
UGLEDATI,3.3,1.059349905,4,0.942809042,3.7,1.251665557,4.7,0.483045892,7.1,4.148627618
UGLEDATI SE,2.454545455,1.12815215,2.909090909,0.831209415,2.818181818,1.250454463,4.363636364,0.809039835,9,5.291502622
UGODA,3.125,1.180775495,3.315789474,1.042483085,,,,,,
UGODAN,3.181818182,1.470930441,4.363636364,0.674199862,3.090909091,1.445997611,4.727272727,0.646669791,7.272727273,3.165151153
UGODNO,3.4,1.264911064,4.2,0.788810638,2.3,1.33749351,4.6,1.264911064,8,4
UHO,4.8,0.632455532,3.7,0.948683298,5,0,5,0,2.8,1.398411798
UHODATI,3,1.264911064,3.090909091,1.300349603,3,1.183215957,4.454545455,0.934198733,10.11111111,3.655285367
UHODATI SE,2,0.816496581,3.6,0.966091783,2.5,1.178511302,4.2,1.032795559,11.22222222,2.773886163
UHVATITI,3.8,1.316561177,4,0.666666667,3.8,0.918936583,5,0,4.4,2.547329757
UHVATITI SE,4.4,0.843274043,4,1.054092553,4.1,1.286683938,4.9,0.316227766,4.9,2.282785822
UISTINU,2.8,1.619327707,3.1,1.100504935,1.7,1.251665557,4.6,0.966091783,11.28571429,3.773340064
UJAK,4.8,0.421637021,3.4,1.429840706,4.888888889,0.333333333,5,0,4.222222222,1.855921454
UJUTRO,4.181818182,1.401298099,4.909090909,0.301511345,3.909090909,1.221027883,5,0,3.545454545,0.820199532
UKLJUČITI,4.3,0.948683298,4.2,1.032795559,2.9,1.286683938,4.6,0.699205899,4,2.494438258
UKLJUČITI SE,3.181818182,1.07871978,3.181818182,1.07871978,2.909090909,1.300349603,4.454545455,0.820199532,6.9,1.852925615
UKORITI,3.090909091,1.375103302,2.181818182,0.981649817,2.818181818,1.167748416,3.636363636,1.361816968,7.875,2.642374473
UKRAS,4.545454545,0.687551651,3.818181818,0.873862898,4.909090909,0.301511345,5,0,5.272727273,1.103712743
UKUPAN,3.090909091,1.044465936,3.454545455,0.934198733,2.454545455,1.293339581,4.545454545,0.820199532,6.666666667,0.866025404
UKUPNO,3,1.183215957,4,1,1.727272727,0.646669791,4.818181818,0.603022689,5.818181818,1.53741223
UKUSAN,3.6,1.173787791,4.3,0.823272602,3.4,1.264911064,4.8,0.632455532,5.777777778,1.855921454
UKUSNO,3.818181818,1.470930441,4.363636364,1.120064933,3.272727273,1.555050423,4.818181818,0.603022689,5.7,5.01220732
ULAZ,4.727272727,0.467099366,4.454545455,0.934198733,4.545454545,0.522232968,5,0,4.363636364,1.120064933
ULICA,5,0,4.8,0.421637021,4.8,0.421637021,5,0,3.6,1.505545305
ULOGA,3.2,1.316561177,3.9,1.100504935,4,1.632993162,4.9,0.316227766,7.875,3.482097069
ULOVITI,4.090909091,0.943879807,3.636363636,0.924416278,4.090909091,1.221027883,5,0,3.727272727,1.678744119
ULOVITI SE,3,1.333333333,3.3,1.159501809,2.7,1.418136492,4.4,0.843274043,6,2.666666667
UM,2.666666667,1.516196087,2.933333333,1.507071454,,,,,,
UMAK,4.454545455,1.213559752,4.363636364,0.924416278,4.9,0.316227766,4.9,0.316227766,6.4,2.913569784
UMARATI,4,0.666666667,4,0.942809042,3.3,0.948683298,4.5,0.849836586,5.6,3.533962208
UMARATI SE,3.7,1.494434118,4.8,0.421637021,3.4,1.577621275,4.9,0.316227766,4.555555556,1.589898669
UMETATI,2.52173913,1.343995577,2.782608696,1.444630237,,,,,,
UMETNUTI,4.1,0.875595036,3.9,0.994428926,3.7,1.251665557,4.6,0.699205899,7.625,3.852179346
UMIVAONIK,5,0,4.608695652,0.940943938,,,,,,
UMIVATI SE,5,0,4.727272727,0.646669791,3.909090909,1.640399065,4.909090909,0.301511345,2.818181818,0.981649817
UMOR,4,1.062170009,4.578947368,0.683060638,,,,,,
UMORAN,3.741935484,1.590969137,4.870967742,0.427546137,,,,,,
UMORITI SE,3.8,1.229272594,4.5,1.269295518,3.5,1.269295518,5,0,3.5,1.433720878
UMORNO,4.1,0.737864787,4.4,0.843274043,3.2,1.032795559,4.5,0.849836586,5.3,3.368151488
UMRIJETI,4.545454545,0.820199532,3.545454545,1.368476259,3.636363636,1.286291357,4.818181818,0.603022689,5.636363636,3.50064929
UNATOČ,1.181818182,0.404519917,3.363636364,1.120064933,1.363636364,0.809039835,4.454545455,0.820199532,11.63636364,3.074824459
UNIFORMA,3.636363636,1.501514387,3.363636364,1.206045378,4.7,0.483045892,4.5,0.971825316,8.142857143,3.184785259
UNIŠTITI,3.727272727,1.009049958,2.909090909,1.136181804,3.454545455,1.507556723,4.545454545,0.820199532,5.909090909,2.119176512
UNUK,4.6,0.699205899,4.3,1.059349905,4.8,0.421637021,5,0,4.222222222,2.587362449
UNUKA,4.272727273,1.190874392,4.363636364,0.674199862,4.818181818,0.603022689,4.272727273,1.61807967,3.909090909,1.758098146
UNUTRA,3.9,1.449137675,4.5,0.849836586,3.9,1.197219,4.6,1.264911064,3.2,1.229272594
UOPĆE,1.6,1.264911064,3.8,1.316561177,1.9,1.449137675,4.6,0.699205899,6,1.914854216
UPALITI,4.272727273,0.786245393,4.727272727,0.467099366,4.181818182,1.07871978,4.909090909,0.301511345,4.181818182,1.990888335
UPALITI SE,3.818181818,0.981649817,4.181818182,1.07871978,3.454545455,1.213559752,5,0,5.181818182,2.713602101
UPAMTITI,2.9,1.100504935,4.1,0.737864787,3.3,1.059349905,4.7,0.483045892,5.666666667,1.658312395
UPIT,3.090909091,1.640399065,3.545454545,1.213559752,2.909090909,1.758098146,4.454545455,0.820199532,10.33333333,6.164414003
UPLAŠEN,3.9,1.449137675,3.8,1.135292424,3,1.154700538,4.8,0.632455532,3.888888889,1.536590743
UPLAŠENO,3.8,1.229272594,3.8,1.135292424,3.111111111,1.269295518,4.888888889,0.333333333,3.5,1.511857892
UPLAŠITI,3.727272727,0.786245393,3.909090909,0.831209415,3.090909091,1.300349603,4.636363636,0.809039835,4,2.624669291
UPORAN,3.3,1.567021236,3.9,1.197219,3,1.414213562,5,0,8.3,2.790858092
UPORNO,3.181818182,1.401298099,4,0.632455532,2.545454545,1.293339581,4.818181818,0.404519917,6.2,1.751190072
UPOTRIJEBITI,3.636363636,1.206045378,4.363636364,0.674199862,2.909090909,1.445997611,5,0,7.454545455,3.474583036
UPOZNATI,3.9,1.449137675,4.8,0.421637021,3.2,1.229272594,5,0,4.9,1.197219
UPOZNATI SE,3.6,1.429840706,3.9,0.737864787,2.8,1.398411798,5,0,5.222222222,1.394433378
UPOZORITI,3.454545455,1.12815215,3.909090909,0.831209415,2.727272727,1.420627262,4.727272727,0.646669791,9.2,5.553777493
UPRAVO,2.7,1.251665557,4.3,0.948683298,2.2,1.475729575,4.5,1.08012345,5,2.645751311
UPUĆIVATI,3.090909091,1.044465936,3.181818182,1.167748416,2.636363636,0.924416278,4.363636364,0.674199862,8.7,2.540778533
URA,4.272727273,1.348399725,2.272727273,1.190874392,4.090909091,1.375103302,3.909090909,1.513574937,5.272727273,2.866737138
URANITI,3.433333333,1.715715058,3.8,1.323527158,,,,,,
UREDAN,3.916666667,1.240112409,4.333333333,0.778498944,3.25,1.138180366,4.583333333,0.792961461,5.583333333,1.781640375
UREDITI,3.727272727,1.420627262,4.363636364,0.809039835,3.363636364,1.747725795,5,0,6.272727273,2.493628244
UREDITI SE,3.818181818,1.167748416,3.909090909,0.943879807,3.272727273,1.737291518,4.818181818,0.404519917,6.090909091,2.736952519
UREDNO,4.3,0.948683298,4.1,1.100504935,3.1,1.197219,4.3,1.159501809,6.1,3.541813722
UREĐEN,3.818181818,0.981649817,3.818181818,1.250454463,3.363636364,0.924416278,4.909090909,0.301511345,6.777777778,2.990726407
UREĐENO,3.545454545,1.035725481,3.545454545,0.934198733,3.181818182,1.470930441,4.454545455,1.035725481,8.375,5.289815012
USB STICK,4.3125,1.378112313,3.59375,1.720078299,,,,,,
USISAVAČ,5,0,4.636363636,0.674199862,4.9,0.316227766,5,0,5.666666667,4
USKLAĐIVATI,2.272727273,1.272077756,3.545454545,1.12815215,2.090909091,1.300349603,4.454545455,0.687551651,11.5,3.503966007
USKLAĐIVATI SE,2.727272727,1.737291518,2.727272727,1.103712743,2.636363636,1.501514387,4.272727273,1.103712743,10.72727273,3.379080025
USKLAĐUJUĆI,1.481481481,0.93522397,2.333333333,1.568929081,,,,,,
USKO,4,1,3.909090909,1.044465936,4.272727273,0.904534034,5,0,5.636363636,2.579640567
USKOČITI,3.4,1.0749677,3.4,1.173787791,2.5,0.707106781,4.9,0.316227766,4.125,2.167124494
USMJERAVATI,3.7,1.251665557,3.2,0.632455532,3.6,1.505545305,4.5,0.707106781,8.625,3.889087297
USMJERAVATI SE,2.727272727,1.420627262,3.181818182,1.53741223,3.090909091,1.136181804,4.363636364,0.924416278,8.777777778,4.437842319
USNA,4.7,0.948683298,3.5,0.971825316,5,0,5,0,4.3,4.191260749
USNE,5,0,4.181818182,1.07871978,5,0,5,0,3.181818182,1.328019715
USNICA,4.909090909,0.301511345,4,1.095445115,4.7,0.483045892,4.9,0.316227766,3.8,1.988857852
USPJEH,3.5,1.086041979,4.210526316,0.963044012,,,,,,
USPJETI,3.166666667,1.337115847,4.416666667,0.792961461,3,1.279204298,4.583333333,0.792961461,4.636363636,1.629277587
USPOREN,3.454545455,0.934198733,3.818181818,0.873862898,3.272727273,1.190874392,4.727272727,0.646669791,6.6,2.011080417
USPORENO,3.909090909,0.831209415,3.909090909,0.943879807,3.545454545,1.507556723,4.818181818,0.404519917,6,2.260776661
USPORITI,3.727272727,1.190874392,4,1.264911064,3.272727273,1.737291518,4.818181818,0.404519917,5.545454545,3.045115314
USPORITI SE,3.9,1.523883927,3.6,1.505545305,2.8,1.135292424,4.7,0.483045892,7.3,3.802046233
USPRKOS,2,1.095445115,2.545454545,1.213559752,2,1,3.909090909,1.044465936,12.72727273,2.611164839
USRED,2.636363636,1.361816968,3.727272727,1.103712743,2.363636364,1.629277587,4.363636364,0.924416278,7.5,3.628590176
USREDOTOČEN,3.6,1.429840706,3.8,1.135292424,3.2,1.316561177,4.5,0.849836586,9.444444444,4.639803636
USREDOTOČENO,2.363636364,1.286291357,2.909090909,1.300349603,2.545454545,1.368476259,4.090909091,1.221027883,12.25,2.866057521
USTA,4.909090909,0.301511345,4.454545455,0.687551651,5,0,5,0,2.111111111,1.054092553
USTATI,4.545454545,0.522232968,4.272727273,1.103712743,4.272727273,1.009049958,5,0,3.181818182,2.182575626
UTAKMICA,4.4,0.699205899,4.3,0.948683298,4.6,0.516397779,5,0,4.3,1.418136492
UTORAK,2.1,1.100504935,4.2,0.788810638,3.4,1.837873167,4.8,0.632455532,5.2,1.229272594
UTVRDITI,2.3,1.368361719,3.633333333,1.401559066,,,,,,
UVID,2.8,1.475729575,2.6,1.173787791,2.3,1.251665557,4.1,1.100504935,10.28571429,5.589105048
UVIJEK,1.7,1.059349905,4.7,0.948683298,1.3,0.674948558,5,0,4,1.414213562
UVJERITI,3.3,1.159501809,3.4,0.699205899,3.1,1.370320319,4.9,0.316227766,9.555555556,3.503966007
UVJERITI SE,3.1,1.728840331,4.1,1.100504935,2.7,1.567021236,4.9,0.316227766,7.375,2.065879266
UVJET,2.5,1.354006401,3.3,1.33749351,2.6,1.173787791,4.8,0.632455532,7.444444444,1.740051085
UVJEŽBAVANJE,2.818181818,1.328019715,3.272727273,1.420627262,2.909090909,1.221027883,4.363636364,0.674199862,7.909090909,3.300137738
UVLAČITI,2.555555556,1.339728254,2.666666667,1.358732441,,,,,,
UVLAČITI SE,3.181818182,1.167748416,3.636363636,1.026910636,3.090909091,1.300349603,4.363636364,1.026910636,6.7,2.71006355
UZ,3.8,1.135292424,4.2,1.032795559,3,1.56347192,4.8,0.421637021,4.666666667,1.732050808
UZAK,4.4,0.843274043,3.5,1.08012345,4.1,1.370320319,4.6,1.264911064,5.666666667,1.58113883
UZBUDITI SE,3.545454545,1.12815215,3.454545455,0.687551651,3.363636364,1.501514387,4.636363636,0.504524979,8.363636364,2.873072476
UZBUDLJIV,3.454545455,1.12815215,3.363636364,1.206045378,2.727272727,1.272077756,4.090909091,1.300349603,8,2.449489743
UZBUDLJIVO,3.1,0.994428926,3.9,1.197219,2.7,1.159501809,4.1,1.100504935,6.625,1.685018016
UZBUNA,3.35,1.144664322,2.921052632,1.194165522,,,,,,
UZBUĐEN,3.9,0.994428926,3.6,1.0749677,3.3,1.251665557,4.7,0.948683298,5.2,4.756282395
UZBUĐENO,3.636363636,1.361816968,3.545454545,1.368476259,2.727272727,1.489356176,4.818181818,0.603022689,5.222222222,1.922093766
UZETI,4.363636364,0.809039835,4.090909091,1.136181804,3.727272727,1.272077756,4.545454545,1.213559752,3.454545455,2.207425485
UZNEMIRAVATI,3,1.699673171,3.2,0.918936583,2.4,1.349897115,4.5,1.08012345,9.888888889,3.62092683
UZNEMIREN,4.181818182,0.873862898,3.545454545,1.12815215,3,1.341640786,4.818181818,0.404519917,6.75,2.121320344
UZNEMIRENO,3.8,0.632455532,3.6,1.173787791,3.1,1.523883927,4.5,0.707106781,8.75,4.334248988
UZROK,1.903225806,1.32551471,4.032258065,1.471594848,,,,,,
UZROKOVATI,2.259259259,1.375404628,3.111111111,1.577079417,,,,,,
UĆI,4.363636364,0.674199862,4.909090909,0.301511345,3.181818182,1.250454463,5,0,3.272727273,1.190874392
UČENICA,4.869565217,0.344350222,4.260869565,1.136877354,,,,,,
UČINITI,2.8,1.475729575,4.3,1.059349905,3.3,1.059349905,5,0,5.3,2.45175674
UČINITI SE,1.833333333,0.577350269,3,1.414213562,1.75,0.965307299,4.666666667,0.492365964,6.444444444,3.35824028
UČITELJ,4.6,0.966091783,4.8,0.421637021,4.8,0.421637021,5,0,5.1,1.370320319
UČITELJICA,4.8,0.761124395,4,1.438389904,,,,,,
UČITI,4.9,0.316227766,4.8,0.421637021,3.5,1.08012345,5,0,5.7,1.159501809
UŽASAN,3.4,1.0749677,3.5,1.08012345,3,1.490711985,4.7,0.674948558,4.875,3.356762896
UŽASNO,3.454545455,1.035725481,4.454545455,0.820199532,2.636363636,1.286291357,4.818181818,0.404519917,6.818181818,3.25017482
UŽASNUT,2.727272727,1.272077756,2.363636364,1.361816968,2.4,1.173787791,3.8,0.918936583,10.2,4.613988393
UŽASNUTO,3.166666667,1.337115847,2.583333333,1.240112409,2.5,1.314257481,4,0.953462589,12.55555556,4.186618896
VABITI,2.454545455,1.293339581,1.727272727,1.103712743,2.545454545,0.934198733,3.090909091,1.300349603,9,6.46529195
VADITI,3.727272727,1.190874392,3.818181818,0.750757194,3.090909091,1.044465936,4.727272727,0.467099366,5.272727273,2.453198284
VAGA,4.8,0.421637021,3.9,0.875595036,4.9,0.316227766,4.9,0.316227766,5.5,1.779513042
VALJATI,4.3,0.823272602,3.1,0.737864787,3.9,1.286683938,4.7,0.948683298,5.5,1.779513042
VALJATI SE,3.8,1.135292424,3.2,0.918936583,3.5,1.08012345,4.4,1.0749677,4.7,1.159501809
VANI,4.363636364,0.924416278,4.818181818,0.404519917,3.454545455,1.213559752,4.727272727,0.904534034,3.909090909,3.113022501
VARATI,3.4,1.0749677,3.1,1.197219,2.8,1.316561177,4.3,0.948683298,6.2,3.881580434
VARATI SE,2.636363636,1.433368569,3.454545455,0.820199532,1.909090909,1.221027883,4.727272727,0.467099366,10,2.494438258
VATRA,5,0,4,1,4.846153846,0.375533808,5,0,3.307692308,1.887883091
VATROGASAC,4.818181818,0.603022689,3.727272727,0.786245393,4.727272727,0.646669791,4.818181818,0.603022689,4.818181818,1.887759615
VELIK,4.7,0.674948558,4.8,0.421637021,3.9,1.286683938,5,0,3.222222222,2.048034288
VELIKO,4.2,1.032795559,4.6,0.699205899,3.9,0.737864787,4.9,0.316227766,3.375,3.889087297
VELIKODUŠNOST,2.85,1.21000106,3.263157895,1.155111099,,,,,,
VELIČINA,3.636363636,1.433368569,3.636363636,1.501514387,3.181818182,1.53741223,4.727272727,0.646669791,5.363636364,2.83805311
VENTILATOR,4.935483871,0.249731038,3.064516129,1.526116725,,,,,,
VESELITI SE,3.8,0.918936583,4.3,0.674948558,2.5,1.178511302,4.7,0.674948558,3,1.632993162
VESELO,3.7,0.948683298,3.8,0.788810638,2.9,0.994428926,4.8,0.632455532,3.6,1.429840706
VESEO,4.545454545,0.934198733,4.454545455,0.522232968,3,1.095445115,4.909090909,0.301511345,3.272727273,2.148995537
VEZA,2.6,1.429840706,3.4,1.173787791,2.2,1.135292424,4.6,0.699205899,8.555555556,3.086709863
VEZAN,4.454545455,0.820199532,3.909090909,1.136181804,3.636363636,0.924416278,4.454545455,0.820199532,5.3,2.907843798
VEZANO,3.1,1.197219,3.3,1.059349905,2.8,0.918936583,4.5,0.707106781,8.333333333,3.570714214
VEĆ,1.727272727,1.61807967,4.636363636,0.504524979,1.545454545,1.213559752,4.818181818,0.404519917,4.363636364,2.203303305
VEĆI,4,0.816496581,4.2,0.918936583,2.7,1.494434118,5,0,4.5,3.240370349
VEĆINA,3.090909091,1.044465936,4,0.894427191,2.545454545,0.934198733,4.727272727,0.646669791,8.555555556,3.244653722
VEČER,4.7,0.483045892,4.8,0.632455532,3.6,1.264911064,4.5,1.08012345,3.2,1.751190072
VEČERAS,3.363636364,1.501514387,4.727272727,0.646669791,3.3,1.251665557,4.6,0.966091783,4.8,2.201009869
VEŠ,4.5,0.849836586,4.7,0.483045892,4.7,0.483045892,4.9,0.316227766,4.888888889,2.803767307
VID,3.2,1.135292424,3.4,1.0749677,3.3,1.33749351,4.6,0.699205899,6.5,3.891382421
VIDJETI,3.636363636,1.433368569,4.727272727,0.646669791,2.909090909,1.758098146,5,0,2.636363636,1.566698904
VIDLJIV,2.727272727,1.103712743,3.363636364,0.809039835,3,1.264911064,4.636363636,0.504524979,6.3,3.056868405
VIDLJIVO,3.636363636,1.566698904,3.545454545,1.12815215,3.454545455,1.12815215,4.727272727,0.646669791,6.454545455,1.809068067
VIGVAM,2.266666667,1.779835973,1.033333333,0.182574186,,,,,,
VIJEK,3.2,1.686548085,2.9,0.994428926,1.7,0.823272602,4.4,0.699205899,9.5,5.345224838
VIKATI,4.909090909,0.301511345,4.909090909,0.301511345,3.818181818,1.401298099,4.909090909,0.301511345,3,1.843908891
VILA,4.636363636,0.674199862,3,1.095445115,4.272727273,0.786245393,4.909090909,0.301511345,5.1,2.514402955
VILE,4.6,0.699205899,2,0.816496581,4.5,0.527046277,4.4,0.966091783,7,3.585685828
VILICA,4.9,0.316227766,5,0,5,0,4.9,0.316227766,2.5,1.715938357
VINO,4.777777778,0.577350269,4.074074074,1.174273128,,,,,,
VIRITI,3.818181818,1.250454463,3.090909091,1.136181804,3.2,1.316561177,4.7,0.483045892,4.5,3.807886553
VISINA,3.9,0.994428926,4,0.816496581,3.7,1.251665557,4.8,0.632455532,5.5,1.178511302
VISITI,4.181818182,0.873862898,3.272727273,1.190874392,2.636363636,1.361816968,4.727272727,0.646669791,4.2,1.398411798
VISOK,4.636363636,0.674199862,4.363636364,1.026910636,3.545454545,1.572490786,5,0,3.818181818,1.07871978
VISOKO,4.363636364,1.026910636,4.454545455,0.820199532,3.3,1.159501809,4.7,0.483045892,4.1,3.0713732
VITAMIN,4,1.183215957,4.181818182,0.750757194,4.272727273,0.904534034,4.818181818,0.404519917,5.8,3.938414797
VITICA,2.217391304,1.677566466,1.260869565,0.864312197,,,,,,
VIZITA,4.181818182,0.750757194,2.545454545,1.213559752,3.272727273,1.489356176,4.090909091,1.221027883,13.33333333,2.121320344
VIŠE,3.266666667,1.779835973,4.5,1.074789474,,,,,,
VIŠI,4.181818182,0.981649817,4.363636364,1.026910636,4.272727273,1.009049958,4.545454545,1.213559752,5.909090909,2.385562636
VJENČATI,4.5,0.674199862,3.75,0.965307299,4.083333333,1.240112409,4.916666667,0.288675135,6,4.348458452
VJENČATI SE,4.363636364,1.206045378,3.363636364,1.120064933,4,1,5,0,5.625,2.503568881
VJEROJATAN,2.090909091,1.300349603,4.363636364,0.809039835,2.181818182,1.07871978,4.818181818,0.603022689,9.7,3.198958164
VJEROJATNO,2.9,1.595131482,4.5,0.707106781,2.5,0.849836586,4.7,0.674948558,8.444444444,4.003470716
VJEROVATI,3.090909091,1.700267359,4.272727273,1.009049958,2.454545455,1.368476259,4.909090909,0.301511345,5.666666667,2.783882181
VJETAR,4.43902439,0.895789609,4.333333333,0.837707817,,,,,,
VJETRENJAČA,4.9,0.4025779,2,1.364576478,,,,,,
VJEVERICA,4.9,0.316227766,3.5,1.433720878,5,0,4.8,0.632455532,3.1,1.449137675
VJEŽBA,3.8,1.032795559,4.4,0.699205899,3.7,1.059349905,4.7,0.674948558,4.8,1.549193338
VJEŽBATI,4.5,0.707106781,4,1.333333333,4.2,0.788810638,4.8,0.632455532,5.111111111,1.364225462
VLADA,3.545454545,1.293339581,4.181818182,1.167748416,3.545454545,1.035725481,4.909090909,0.301511345,14,3.496029494
VLAK,4.903225806,0.538815906,4.096774194,1.011758822,,,,,,
VLASTELA,2.7,1.33749351,1.8,1.229272594,3.5,1.269295518,3.2,1.135292424,9,5.345224838
VLAT,3.466666667,1.655363974,1.4,1.003442351,,,,,,
VODA,4.925925926,0.266880256,4.888888889,0.577350269,,,,,,
VODILICA,3.454545455,1.694912173,2.272727273,1.678744119,3.818181818,1.328019715,3.636363636,1.80403588,8,5.899152482
VODITI,4,0.942809042,4.5,0.707106781,3.3,1.418136492,4.9,0.316227766,4.7,2.626785107
VODOZEMAC,3.727272727,1.420627262,2.363636364,1.361816968,4.545454545,0.820199532,3.727272727,1.420627262,9.111111111,3.723051317
VOJNIK,4.964285714,0.188982237,3.035714286,1.400585667,,,,,,
VOJSKA,4.818181818,0.404519917,3.181818182,1.250454463,4.636363636,0.504524979,4.636363636,1.206045378,6.727272727,3.90104881
VOLJA,2.829268293,1.301968491,4.102564103,0.852083261,,,,,,
VOLJETI,3.090909091,1.300349603,4.454545455,0.687551651,3.1,1.663329993,4.7,0.674948558,4.222222222,3.073181486
VOLJETI SE,3.727272727,1.489356176,4,0.774596669,2.636363636,1.566698904,4.818181818,0.404519917,7.555555556,5.502524673
VOZAČ,4.818181818,0.404519917,4.545454545,0.687551651,4.909090909,0.301511345,5,0,4.555555556,1.509230856
VOZILO,4.5,1.269295518,4.5,0.707106781,4.9,0.316227766,5,0,5.5,3.836954811
VOZITI,4.366666667,1.245220749,4.433333333,1.13512367,,,,,,
VOZITI SE,5,0,4.909090909,0.301511345,4.636363636,0.674199862,5,0,3,1.264911064
VOĆE,4.9,0.316227766,4.9,0.316227766,5,0,5,0,2.6,1.0749677
VRABAC,4.7,0.674948558,3.6,1.429840706,5,0,5,0,4.777777778,1.787300882
VRAG,4.3,0.823272602,4,1.054092553,3.6,1.646545205,5,0,5.8,2.485513584
VRAT,5,0,4.1,0.875595036,5,0,5,0,3,1.58113883
VRATA,4.928571429,0.377964473,5,0,,,,,,
VRATITI,3.545454545,1.368476259,4.363636364,0.924416278,3.090909091,1.375103302,5,0,3.181818182,1.60113596
VRATITI SE,4.2,1.032795559,3.9,1.197219,4.1,1.100504935,5,0,4.6,1.173787791
VRAĆATI,3.2,1.032795559,4.6,0.699205899,3,1.154700538,4.7,0.948683298,3.7,2.406010991
VRAĆATI SE,3.272727273,1.190874392,4.545454545,0.687551651,2.363636364,1.361816968,4.909090909,0.301511345,3.818181818,1.887759615
VRETENO,3.8,1.032795559,1.7,0.823272602,4.3,0.948683298,3,1.247219129,10.33333333,4.062019202
VRH,4.652173913,0.831684799,2.695652174,1.550213552,,,,,,
VRHNJE,5,0,4.545454545,0.687551651,5,0,5,0,6.2,3.259175083
VRIJEME,2.652173913,1.640639999,4.869565217,0.457696587,,,,,,
VRLO,1.818181818,1.470930441,3.727272727,1.190874392,1.818181818,1.07871978,4.545454545,0.820199532,7.7,3.560586718
VRT,5,0,4.3,0.483045892,4.9,0.316227766,5,0,4.3,1.251665557
VRTIĆ,4.9,0.316227766,3.9,1.449137675,4.6,0.699205899,4.6,1.264911064,3.5,2.121320344
VRTJETI,4.181818182,0.981649817,3.090909091,0.943879807,4,1.095445115,5,0,4.727272727,1.489356176
VRTJETI SE,4.181818182,1.07871978,4.181818182,0.750757194,4,1,5,0,3.818181818,1.834021909
VRUĆ,3.7,1.33749351,3.9,1.286683938,3.9,1.370320319,4.9,0.316227766,2.888888889,0.927960727
VRUĆE,3.5,1.433720878,4.3,0.674948558,3.4,1.349897115,5,0,3.4,2.170509413
VRUĆICA,3.5,1.269295518,2.5,0.971825316,4,1.154700538,4.3,1.059349905,5.428571429,1.618347187
VRČ,4.866666667,0.345745904,,,,,,,,
VUK,4.703703704,0.953326759,3,1.544219992,,,,,,
VUNA,4.782608696,0.421741168,2.739130435,1.711389422,,,,,,
VUĆI,4.272727273,0.904534034,3.454545455,0.934198733,3.272727273,1.103712743,4.818181818,0.603022689,4.1,1.663329993
VUĆI SE,4.454545455,0.522232968,3.727272727,1.190874392,3.636363636,1.206045378,4.909090909,0.301511345,6.909090909,4.276787239
ZA,1.925925926,1.439175136,4.148148148,1.561648628,,,,,,
ZABAVA,4.545454545,0.820199532,4.272727273,1.190874392,3.636363636,1.501514387,4.909090909,0.301511345,5.7,3.164033993
ZABAVLJATI,3.8,1.316561177,4.2,0.918936583,2.7,1.494434118,4.8,0.632455532,5.9,3.871548642
ZABAVLJATI SE,4.090909091,0.943879807,4.181818182,0.603022689,3.272727273,1.489356176,5,0,6,3.974921383
ZABILJEŽITI,4.4,0.699205899,3.5,0.707106781,3.7,1.418136492,4.5,0.971825316,6,4.031128874
ZABORAV,2.512195122,1.075219773,3.256410256,1.207824245,,,,,,
ZABORAVITI,3.363636364,1.501514387,4.727272727,0.467099366,2.636363636,1.629277587,5,0,5.090909091,2.913916452
ZABRANITI,4.090909091,1.044465936,4.181818182,0.981649817,3.181818182,1.07871978,4.636363636,0.674199862,5.4,2.270584849
ZABRLJATI,3,1.054092553,3.2,0.788810638,3.6,1.0749677,4.3,1.059349905,6.75,4.432026302
ZADATAK,3.7,1.494434118,4.6,0.516397779,4.3,0.948683298,4.8,0.632455532,4.8,1.135292424
ZADAĆA,3.741935484,1.436842416,3.64516129,1.495513002,,,,,,
ZADNJE,3.1,0.994428926,3.9,0.875595036,2.444444444,1.013793755,4.666666667,0.707106781,4.5,1.603567451
ZADNJI,4.3,0.674948558,4.3,0.823272602,3.7,1.567021236,4.8,0.632455532,4.5,1.08012345
ZADOVOLJAN,3.583333333,1.378954369,4.583333333,0.668557923,2.916666667,1.378954369,4.833333333,0.577350269,6.3,2.945806813
ZADOVOLJNO,3.090909091,1.300349603,4,0.894427191,3.090909091,1.445997611,4.727272727,0.646669791,7.272727273,2.240129866
ZAGRLITI,4.909090909,0.301511345,4.636363636,0.504524979,4.363636364,1.433368569,5,0,2.545454545,1.507556723
ZAGRLITI SE,4.454545455,0.687551651,4.090909091,1.221027883,3.181818182,1.328019715,4.727272727,0.646669791,3.636363636,2.062654953
