word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
KROJ,3.590909091,1.167748416,2.795454545,1.249735701,,,,,,
KROKODIL,4.851851852,0.456045182,2.37037037,1.362919608,,,,,,
KROV,4.909090909,0.301511345,3.818181818,1.07871978,5,0,5,0,3.2,1.549193338
KROZ,3.363636364,1.629277587,4.454545455,0.820199532,2.454545455,1.572490786,4.636363636,1.206045378,5.363636364,2.203303305
KROŠNJA,4.633333333,1.06619961,2.933333333,1.436790805,,,,,,
KRSTITI,4.3,0.823272602,2.6,0.966091783,3.5,1.269295518,4.3,1.059349905,6.666666667,3.872983346
KRSTITI SE,4.5,0.707106781,3,1.054092553,4,0.816496581,4.7,0.674948558,5.285714286,1.253566341
KRUG,4.782608696,0.735868179,3.782608696,1.53612623,,,,,,
KRUH,5,0,5,0,,,,,,
KRUMPIR,4.636363636,1.206045378,4.727272727,0.467099366,5,0,4.9,0.316227766,3,1.943650632
KRUŠKA,4.545454545,1.213559752,4.272727273,1.009049958,5,0,5,0,2.8,1.229272594
KRV,4.814814815,0.395847391,3.37037037,1.181529262,,,,,,
KRČAG,2.636363636,1.911686547,1.272727273,0.646669791,3.5,1.58113883,2,1.414213562,5.7,8.731170216
KUCATI,4.9,0.316227766,4.2,0.421637021,4.222222222,0.971825316,5,0,5.222222222,3.833333333
KUGLA,4.8,0.664363839,2.6,1.52224879,,,,,,
KUHANJE,4.363636364,1.206045378,4.909090909,0.301511345,3.727272727,1.348399725,5,0,2.909090909,0.943879807
KUHAR,4.9,0.305128577,3.866666667,1.166584562,,,,,,
KUHATI,4.9,0.316227766,4.8,0.632455532,3.888888889,1.452966315,5,0,3.222222222,1.301708279
KUHATI SE,4.272727273,0.904534034,4,1.095445115,3.727272727,1.190874392,4.545454545,0.687551651,6.909090909,4.72132493
KUHAČA,4.636363636,0.674199862,3.727272727,1.348399725,4.7,0.674948558,4.6,0.699205899,3.9,2.282785822
KUHINJA,4.909090909,0.301511345,5,0,5,0,4.9,0.316227766,3.4,1.505545305
KUK,4.2,0.788810638,3.1,1.197219,4.6,0.516397779,4.4,0.843274043,7.285714286,4.498677054
KUKA,4.782608696,0.599736438,2.47826087,1.647851638,,,,,,
KUKURUZ,5,0,3.4,1.428768459,,,,,,
KULINARSTVO,4.181818182,0.873862898,3.090909091,1.136181804,2.9,1.286683938,4.6,0.699205899,9.5,5.707138387
KUM,4.272727273,0.904534034,3.909090909,1.136181804,4.6,0.699205899,5,0,5.444444444,4.096068576
KUNA,4.838709677,0.582910753,4.666666667,0.958926603,,,,,,
KUPAC,4.4,0.843274043,4.2,1.135292424,4.5,0.707106781,4.6,1.264911064,4.111111111,2.713136766
KUPAONICA,4.727272727,0.646669791,4.636363636,0.504524979,4.777777778,0.440958552,4.888888889,0.333333333,3.333333333,0.866025404
KUPATI,4.8,0.632455532,4.5,0.707106781,3.5,1.354006401,4.8,0.632455532,2.7,1.567021236
KUPATI SE,5,0,4.8,0.632455532,4.4,0.699205899,5,0,2.7,1.059349905
KUPITI,4.2,1.316561177,5,0,4.125,1.125991626,5,0,3.75,1.035098339
KUT,4.909090909,0.301511345,4.090909091,1.136181804,4.5,0.971825316,4.9,0.316227766,5.777777778,2.862594006
KUTIJA,5,0,4.636363636,0.674199862,5,0,5,0,3.444444444,1.666666667
KUĆA,5,0,5,0,,,,,,
KUĆANSKI,3.7,1.33749351,4.3,0.823272602,3.6,1.173787791,4.9,0.316227766,6.4,1.264911064
KUĆICA,4.8,0.632455532,3.9,1.100504935,5,0,4.9,0.316227766,2.9,1.663329993
KUĆIŠTE,4.090909091,0.831209415,2.636363636,1.206045378,4.5,0.707106781,3.9,0.875595036,13.625,2.875388173
KUŠATI,4,1.095445115,3.272727273,1.009049958,3.6,1.349897115,4,1.154700538,7.7,4.295992965
LABIRINT,4.454545455,0.901021267,2.818181818,1.084193565,,,,,,
LADICA,4.9,0.4025779,4.733333333,0.583292281,,,,,,
LAGAN,3.181818182,1.401298099,3.818181818,0.873862898,2.909090909,1.300349603,4.363636364,1.120064933,4.181818182,2.358736179
LAGANO,4,0.942809042,4.3,0.823272602,3.1,1.523883927,5,0,4.8,2.573367875
LAGATI,2.4,1.577621275,3.7,0.948683298,1.7,0.823272602,4.8,0.421637021,5.5,3.171049598
LAJATI,3.818181818,1.401298099,3.545454545,1.293339581,3.090909091,1.375103302,4.727272727,0.904534034,3.363636364,1.286291357
LAKO,2.1,0.875595036,4.3,0.823272602,2.4,1.505545305,5,0,4.1,1.663329993
LAKŠE,3.3,1.251665557,4.7,0.483045892,3.3,0.948683298,4.5,0.707106781,6.1,2.378141198
LAKŠI,3.6,1.0749677,4.6,0.516397779,2.5,1.269295518,5,0,4.2,1.686548085
LALOKA,1.7,1.33749351,1.6,1.349897115,2.111111111,1.536590743,1.666666667,1.118033989,1.222222222,4.657729537
LAMENTIRATI,1.818181818,1.60113596,1.454545455,1.213559752,1.1,0.316227766,2,1.490711985,8,9.533566431
LAMPA,4.913043478,0.288104066,4.739130435,0.688700443,,,,,,
LAMPAŠ,3.9,1.370320319,2.4,1.0749677,4.3,1.33749351,4.1,0.994428926,11.77777778,4.630814663
LAMPION,4.566666667,1.072648457,2.7,1.441981395,,,,,,
LANAC,4.695652174,0.926124997,2.913043478,1.411415907,,,,,,
LANE,4.363636364,1.026910636,2.727272727,1.555050423,4.3,1.159501809,4.4,0.966091783,5.4,2.67498702
LANČIĆ,4.636363636,1.206045378,4.090909091,0.943879807,5,0,5,0,4.5,3.472111109
LATICA,4.866666667,0.345745904,3.333333333,1.561019413,,,,,,
LAV,4.636363636,1.206045378,2.909090909,1.578261414,5,0,4.6,1.264911064,4,1.885618083
LAVOR,4.363636364,1.026910636,3.636363636,1.286291357,5,0,4.7,0.483045892,5.125,2.474873734
LAĐA,4.2,1.316561177,2.4,1.264911064,4.6,0.966091783,4.2,1.032795559,7.2,2.1499354
LED,4.916666667,0.282329851,4.208333333,1.250362266,,,,,,
LEPEZA,4.674418605,0.714507164,2.860465116,1.186860511,,,,,,
LEPTIR,4.925925926,0.266880256,3.555555556,1.395964881,,,,,,
LETARGIČAN,2.181818182,1.470930441,2,1.414213562,1.666666667,0.866025404,2.333333333,1.658312395,5.555555556,8.57483398
LETARGIČNO,2.4,1.577621275,1.9,1.286683938,2.6,1.349897115,3.1,1.663329993,11.125,7.605214377
LETENJE,4.5,0.849836586,3.6,0.699205899,3.6,0.966091783,4.7,0.674948558,4.333333333,1.414213562
LETJETI,4.909090909,0.301511345,3.636363636,1.206045378,3.636363636,1.433368569,4.818181818,0.404519917,4,1.154700538
LEĆI,4.818181818,0.404519917,4.727272727,0.646669791,3.818181818,0.981649817,5,0,3.727272727,3.258555173
LEĐA,5,0,4.9,0.316227766,5,0,5,0,3.6,1.173787791
LEŽATI,4.9,0.316227766,5,0,4.7,0.948683298,4.9,0.316227766,2.6,2.458545189
LI,1.6,0.966091783,3.9,1.100504935,1.7,1.33749351,4.8,0.632455532,9.2,4.732863826
LICE,4.892857143,0.56694671,4.535714286,0.999338405,,,,,,
LIGNJA,4.863636364,0.408679615,3.590909091,1.226038844,,,,,,
LIJEK,4.727272727,0.467099366,4.545454545,0.687551651,4.6,0.516397779,5,0,3.666666667,1.118033989
LIJEN,3.4,1.349897115,4.6,0.516397779,2.7,1.567021236,5,0,5.3,1.567021236
LIJENO,3.3,1.251665557,4.1,0.994428926,2.4,1.349897115,4.6,0.699205899,6.6,4.195235393
LIJENOST,3.363636364,1.399184299,4.136363636,0.978630013,,,,,,
LIJEP,4,0.666666667,4.9,0.316227766,2.8,1.316561177,5,0,2.8,1.032795559
LIJEPO,3.181818182,1.167748416,4.818181818,0.603022689,2.7,1.567021236,5,0,3.7,1.494434118
LIJEVAK,4.6,0.966091783,3.5,1.433720878,5,0,5,0,7,2.672612419
LIJEVI,4.1,1.100504935,4.2,1.135292424,3.8,1.316561177,4.9,0.316227766,5.125,1.457737974
LIJEVO,4.4,0.843274043,4.5,0.971825316,3.6,1.349897115,4.9,0.316227766,4.2,1.988857852
LIJEČNICA,4.636363636,0.809039835,4,1.183215957,4.818181818,0.404519917,5,0,4.272727273,1.737291518
LIJEČNIK,4.8,0.632455532,4.1,0.875595036,4.4,1.0749677,4.9,0.316227766,5,1.247219129
LIMENKA,4.6,0.699205899,3.6,1.173787791,4.75,0.46291005,4.75,0.46291005,7.375,2.133909892
LIMUN,5,0,4.1,0.994428926,5,0,5,0,3.2,1.686548085
LIMUZINA,4.636363636,0.674199862,2.090909091,1.044465936,4.9,0.316227766,4.4,1.349897115,6.333333333,1.861898673
LISICA,5,0,3.086956522,1.411415907,,,,,,
LISICE,4.9,0.305128577,2.033333333,1.32569652,,,,,,
LIST,4.933333333,0.253708132,4.233333333,1.072648457,,,,,,
LITICA,4.666666667,0.922266075,1.933333333,1.20153159,,,,,,
LIVADA,4.636363636,1.206045378,3.363636364,1.433368569,5,0,5,0,3.3,1.33749351
LIZALICA,4.909090909,0.301511345,3.727272727,1.489356176,5,0,5,0,2.9,1.100504935
LIZATI,4.580645161,1.025481791,3.64516129,1.226061094,,,,,,
LJEPILO,4.6,0.699205899,3.9,0.994428926,4.888888889,0.333333333,5,0,4.333333333,1.732050808
LJEPOTICA,4.636363636,0.504524979,4.090909091,1.044465936,4,1.264911064,4.909090909,0.301511345,5.090909091,1.578261414
LJEPŠE,3.3,1.418136492,4.1,0.994428926,1.8,0.918936583,5,0,4.333333333,2.549509757
LJEPŠI,3.272727273,1.489356176,4.363636364,0.674199862,3.090909091,1.513574937,5,0,5.272727273,2.004540301
LJESTVE,4.909090909,0.301511345,4,1,4.5,1.08012345,4.9,0.316227766,4,1.322875656
LJETNI,4.1,0.994428926,4.4,0.966091783,3.2,1.316561177,4.7,0.674948558,5.6,2.633122354
LJETNO,3.363636364,1.501514387,4,1,3,1.483239697,5,0,4.454545455,2.114882331
LJETO,4.181818182,1.250454463,4.545454545,0.687551651,3.636363636,1.120064933,4.909090909,0.301511345,3.636363636,1.286291357
LJUBAV,4.888888889,7.746618682,4.688888889,0.556867139,,,,,,
LJUBAZNOST,3.636363636,1.259215501,4.090909091,1.03019939,,,,,,
LJUBITI,4.6,0.516397779,4.1,0.737864787,3.9,1.197219,5,0,4,3.80058475
LJUBITI SE,4.8,0.421637021,3.8,1.032795559,4.2,1.135292424,5,0,5.111111111,3.919325339
LJUBOMORA,3.302325581,1.185927078,3.534883721,1.031615405,,,,,,
LJUDI,4.896551724,0.409252593,4.896551724,0.309934047,,,,,,
LJULJATI,4.4,0.516397779,3.9,1.197219,3.6,1.264911064,4.8,0.421637021,2.4,1.173787791
LJULJATI SE,4.363636364,1.206045378,3.272727273,0.904534034,4.5,0.707106781,4.9,0.316227766,3.6,1.349897115
LJULJAČKA,4.636363636,0.924416278,3.818181818,0.873862898,4.666666667,0.707106781,4.888888889,0.333333333,3.333333333,2
LJUT,3.833333333,1.193416283,4.166666667,1.029857301,2.75,1.356801051,5,0,3.333333333,1.66969422
LJUTIT,3.636363636,1.286291357,3.636363636,0.924416278,3.454545455,1.507556723,5,0,4.454545455,1.752919642
LJUTITO,4.5,0.849836586,4.1,0.875595036,3.7,1.567021236,5,0,4.3,2.263232693
LJUTNJA,3.744186047,1.329035154,4.093023256,0.839896634,,,,,,
LJUTO,3.272727273,1.190874392,4.363636364,0.924416278,3.3,1.636391694,4.8,0.632455532,5.25,1.752549164
LOGOPED,4.6,0.516397779,3.1,1.595131482,4.5,0.971825316,4.6,1.264911064,12.22222222,4.521553322
LOGOPEDINJA,4.1,1.449137675,3.6,1.577621275,4.2,1.316561177,4.4,1.264911064,14.7,4.217687623
LOKOT,4.709677419,1.006430934,3.096774194,1.578075594,,,,,,
LOKVA,5,0,4,0.816496581,4.3,1.159501809,4.6,0.516397779,4.6,1.429840706
LONAC,4.966666667,0.182574186,4.433333333,1.222866427,,,,,,
LOPATA,5,0,3.818181818,1.250454463,5,0,5,0,3.9,1.595131482
LOPATICA,4.818181818,0.404519917,3.818181818,0.981649817,4.9,0.316227766,4.8,0.632455532,5,4.472135955
LOPOV,4.4,1.037237711,3.433333333,1.356550731,,,,,,
LOPOČ,4.4,1.248447312,2.5,1.502870816,,,,,,
LOPTA,5,0,4.391304348,1.233587909,,,,,,
LOPTATI SE,4.545454545,0.820199532,3.272727273,1.61807967,4.454545455,0.522232968,4.727272727,0.467099366,3.363636364,1.433368569
LOVAC,4.833333333,0.380693494,2.583333333,1.411649256,,,,,,
LOVITI,3.833333333,1.176884647,3.233333333,1.45467933,,,,,,
LOVITI SE,4.1,1.100504935,3.4,1.429840706,3.7,1.159501809,4.5,0.971825316,4.3,2.002775851
LOŠ,3.1,1.370320319,4.5,0.849836586,2.6,1.173787791,4.9,0.316227766,4.5,1.772810521
LOŠE,3.3,1.418136492,4.7,0.674948558,3,1.763834207,5,0,4.125,1.885091889
LUK,4.933333333,0.253708132,4.733333333,0.827681987,,,,,,
LUSTER,4.966666667,0.182574186,3.966666667,1.098065174,,,,,,
LUTKA,4.727272727,0.646669791,3.727272727,1.103712743,5,0,5,0,3.444444444,1.943650632
MA,1.545454545,0.687551651,3.545454545,1.439696938,1.272727273,0.467099366,3.818181818,1.401298099,6.181818182,3.842347767
MAGARAC,5,0,3.2,1.619327707,4.888888889,0.333333333,5,0,4.222222222,2.488864087
MAHATI,4.1,0.994428926,3.6,1.505545305,2.888888889,1.452966315,4.333333333,0.866025404,2.875,1.125991626
MAHUNA,4.636363636,0.674199862,4.090909091,0.943879807,5,0,5,0,5.1,1.91195072
MAJICA,5,0,4.913043478,0.417028828,,,,,,
MAJKA,5,0,5,0,4.8,0.632455532,5,0,2,1.069044968
MAJMUN,5,0,3.727272727,1.489356176,4.7,0.948683298,4.8,0.632455532,3.3,1.33749351
MAJONEZA,5,0,4.1,1.449137675,5,0,4.8,0.421637021,5.2,2.485513584
MAK,4.766666667,0.678910554,2.7,1.764594317,,,,,,
MAKADAM,4.5,0.943527372,2.279069767,0.908310346,,,,,,
MAKAR,1.7,0.823272602,3.9,1.197219,1.9,0.737864787,4.5,0.971825316,8.714285714,3.817254062
MAKETA,4.033333333,1.401559066,1.6,1.003442351,,,,,,
MAKNUTI,4.272727273,0.904534034,4.545454545,0.820199532,3.818181818,1.07871978,5,0,4.2,2.1499354
MAKNUTI SE,3.8,0.788810638,4.3,0.674948558,3.5,0.849836586,5,0,4.666666667,2.958039892
MALEN,4,1.414213562,4.272727273,1.009049958,3.181818182,1.328019715,4.909090909,0.301511345,3.6,2.011080417
MALENA,3.677419355,1.491913688,3.741935484,1.389670031,,,,,,
MALENO,4.9,0.316227766,4.8,0.421637021,3.8,1.229272594,5,0,2.9,1.197219
MALINA,4.733333333,0.784915253,3.033333333,1.519603699,,,,,,
MALO,1,,4,,,,,,,
MAMA,4.545454545,1.213559752,4.545454545,0.934198733,5,0,4.9,0.316227766,1.833333333,1.602081979
MANIKIRATI,3.181818182,1.60113596,1.181818182,0.603022689,3.1,1.286683938,3.1,1.663329993,12.66666667,5.5
MANJE,3.6,0.966091783,4.4,1.0749677,3.4,0.966091783,4.5,0.971825316,4.888888889,1.166666667
MANJI,4,1.054092553,4.1,1.286683938,3.2,1.475729575,5,0,4.9,2.183269719
MARELICA,4.869565217,0.344350222,3.608695652,1.339576949,,,,,,
MARMELADA,4.636363636,1.206045378,4.454545455,0.820199532,5,0,4.9,0.316227766,3.2,2.440400696
MASA,3.5,1.433720878,3.4,1.349897115,3.8,1.475729575,4.7,0.674948558,10.88888889,2.147349788
MASKA,4.466666667,1.07425462,2.933333333,1.700574616,,,,,,
MASLAC,4.636363636,0.924416278,4.181818182,0.750757194,4.777777778,0.440958552,4.888888889,0.333333333,4.666666667,3.240370349
MASLAČAK,4.545454545,1.213559752,3.363636364,1.361816968,5,0,5,0,4.272727273,1.348399725
MASNO,3.909090909,1.044465936,4.181818182,0.750757194,3.727272727,1.489356176,5,0,5.090909091,2.700168345
MAST,4.545454545,0.522232968,3.636363636,1.120064933,4.727272727,0.646669791,4.727272727,0.467099366,6,2.054804668
MASTAN,4.5,0.674199862,3.666666667,0.887625365,4.25,0.965307299,4.833333333,0.389249472,4.272727273,1.954016842
MATERIJAL,4.4,0.843274043,4.7,0.483045892,4.5,0.707106781,4.8,0.421637021,8,5.894913061
MATIČNA PLOČA,2.826086957,1.585507487,1.869565217,1.217461884,,,,,,
MATURANT,4.1,1.373392477,3,1.485562705,,,,,,
MAZATI,4.2,0.788810638,3.9,0.994428926,3.6,1.349897115,4.9,0.316227766,4.2,1.475729575
MAZATI SE,4.818181818,0.603022689,3.454545455,1.293339581,3.818181818,1.53741223,5,0,4.545454545,2.161649202
MAZITI,4.2,1.316561177,4.3,0.948683298,3.888888889,0.78173596,5,0,2.666666667,0.707106781
MAZITI SE,4.6,0.516397779,4.4,0.699205899,3.9,1.286683938,5,0,4.333333333,2
MAĆEHA,3.9,0.994428926,2.2,1.229272594,4.3,1.059349905,4.8,0.632455532,8.222222222,3.153481321
MAČAK,5,0,3.8,1.229272594,5,0,5,0,2.444444444,1.130388331
MAČKA,4.956521739,0.208514414,4.47826087,1.081647112,,,,,,
MAĐIONIČAR,4.727272727,0.646669791,2,1.183215957,4.727272727,0.646669791,4.818181818,0.603022689,6,1.843908891
MAŠINA,4.615384615,0.650443636,3.769230769,1.091928428,4.461538462,1.050030525,4.769230769,0.43852901,6.307692308,3.750213669
MAŠTA,3.139534884,1.372890509,3.953488372,0.89850374,,,,,,
MAŠTATI,2.8,1.032795559,4,0.666666667,2.4,1.0749677,5,0,8.4,3.062315754
MED,4.869565217,0.344350222,4.782608696,0.421741168,,,,,,
MEDICINAR,4,1.183215957,2.454545455,1.12815215,4.7,0.483045892,4.6,0.843274043,11.11111111,3.919325339
MEDICINSKA SESTRA,4.8,0.484234198,3.066666667,1.529780993,,,,,,
MEDO,4.454545455,1.213559752,4,1,4.444444444,0.726483157,5,0,2.571428571,1.133893419
MEDUZA,4.69047619,0.643469833,2.813953488,1.15996334,,,,,,
MEDVJED,4.636363636,1.206045378,3.363636364,1.433368569,5,0,5,0,3,2.054804668
MEKAN,4.4,0.699205899,4.2,0.632455532,4,1.054092553,4.7,0.483045892,4,2
MEKANO,3.727272727,1.190874392,4.181818182,0.873862898,4.3,0.948683298,5,0,3.7,1.82878223
MELODIJA,3.395348837,1.347652896,3.511627907,1.182654259,,,,,,
MENI,3.454545455,1.572490786,4.363636364,0.674199862,3.777777778,1.715938357,4.888888889,0.333333333,3.777777778,2.166666667
MENTOL,3.069767442,1.31647706,2.930232558,1.279794419,,,,,,
MENZURA,3.651162791,1.461957607,1.720930233,1.007722122,,,,,,
MESAR,4.8,0.484234198,3.333333333,1.516196087,,,,,,
MESO,4.454545455,1.213559752,4.636363636,1.206045378,4.888888889,0.333333333,5,0,3.222222222,1.855921454
MESTI,4.272727273,1.420627262,3.727272727,0.904534034,4.2,1.032795559,4.8,0.421637021,5.555555556,2.788866755
META,4.4,0.699205899,2.7,1.059349905,4,0.816496581,4.7,0.483045892,9.285714286,2.429971585
METAK,4.933333333,0.253708132,2.6,1.4044265,,,,,,
METAR,4.5,1.142080481,3.875,1.423788577,,,,,,
METIL,1.5,1.08012345,1.1,0.316227766,1.6,0.699205899,2.7,1.33749351,13.4,5.481281278
METLA,4.2,1.686548085,3.5,1.178511302,5,0,4.666666667,0.5,5.111111111,1.900292375
MEĆAVA,4,1.414213562,2.545454545,1.293339581,4.6,0.699205899,4.7,0.674948558,9.333333333,3.122498999
MEĐU,2.5,1.433720878,4.1,0.875595036,2.2,1.316561177,4.6,0.699205899,6,1.5
MEĐUTIM,1.272727273,0.467099366,3.818181818,1.250454463,1.636363636,1.286291357,4.454545455,1.213559752,9.428571429,3.690399385
MIJAUKATI,3.909090909,1.513574937,3.090909091,0.70064905,5,0,5,0,3.545454545,2.207425485
MIJEŠATI,4.272727273,0.646669791,3.818181818,0.873862898,4.181818182,0.750757194,4.909090909,0.301511345,3.909090909,1.300349603
MIJEŠATI SE,3,1.154700538,4.1,0.994428926,3.3,1.33749351,4.6,0.699205899,7.1,2.766867463
MILIJUN,3.791666667,1.350657382,3.958333333,1.36665783,,,,,,
MILO,2.272727273,0.904534034,2.454545455,0.687551651,2.090909091,1.136181804,4.727272727,0.467099366,7,1.843908891
MILOSRDNICA,2.727272727,0.786245393,2.181818182,0.873862898,3.545454545,0.820199532,3.363636364,1.026910636,11,5.059644256
MIMO,3,1.825741858,3.5,1.269295518,2.1,1.197219,4.3,1.059349905,10.33333333,5.074445783
MINUS,4.181818182,1.250454463,3.818181818,0.981649817,3.818181818,1.250454463,4.454545455,1.213559752,6.090909091,1.300349603
MINUTA,3.375,1.636871353,4.833333333,0.564659703,,,,,,
MIO,2.923076923,1.60527975,2.230769231,0.926808696,2.538461538,1.391365314,3.769230769,1.091928428,10.66666667,4.63844279
MIRAN,3.181818182,1.470930441,4.181818182,0.750757194,3.181818182,1.470930441,5,0,5.181818182,3.188045853
MIRIS,3.186046512,1.468005027,4.209302326,1.013201892,,,,,,
MIRNO,4.363636364,0.674199862,4.363636364,0.674199862,3.545454545,1.12815215,4.818181818,0.404519917,5,1.788854382
MISA,4,1.264911064,3.363636364,1.286291357,3.818181818,1.470930441,4.636363636,0.924416278,4.363636364,2.01359019
MISAO,2.906976744,1.376917771,3.837209302,1.153261061,,,,,,
MISIONAR,4.166666667,1.145865668,2.255813953,1.17702254,,,,,,
MISLITI,3.545454545,1.368476259,4.636363636,0.504524979,2.5,1.433720878,4.8,0.421637021,5.6,2.221110833
MISLITI SE,2.545454545,0.934198733,2.636363636,1.286291357,2.545454545,1.368476259,4.090909091,1.300349603,7.3,3.888730155
MISTIKA,2.30952381,1.178839761,1.906976744,1.042294938,,,,,,
MIT,2.181818182,1.470930441,3,1.264911064,2.1,1.449137675,4.1,0.875595036,12,2.828427125
MIŠ,4.3,1.33749351,3.6,1.264911064,4.666666667,0.707106781,5,0,2.777777778,1.201850425
MIŠIĆ,4.064516129,1.263209771,4,1.264911064,,,,,,
MJESEC,4.5,1.269295518,4.6,0.516397779,4.333333333,1.322875656,5,0,4.222222222,2.048034288
MJESTO,3.363636364,1.361816968,4.272727273,0.904534034,3.363636364,1.361816968,4.636363636,0.924416278,4.818181818,2.040499048
MLADENAC,4.181818182,0.873862898,2.272727273,0.646669791,4.363636364,0.924416278,3.818181818,1.167748416,6.727272727,4.818524859
MLADENKA,4.9,0.316227766,3.8,1.032795559,5,0,5,0,7.222222222,2.386303511
MLADI,4.8,0.421637021,4.5,0.707106781,4,1.247219129,5,0,6.222222222,3.419714088
MLADIĆ,4.727272727,0.646669791,3.909090909,1.445997611,4.363636364,1.286291357,4.818181818,0.603022689,8.181818182,3.092512953
MLADO,3.818181818,1.250454463,4,0.894427191,2.909090909,0.943879807,4.454545455,0.934198733,4.7,1.702938637
MLIJEKO,5,0,4.966666667,0.182574186,,,,,,
MLIN,4.541666667,0.9770927,2.125,1.329023833,,,,,,
MNOGO,3.4,1.652584183,4.633333333,0.850287308,,,,,,
MOBITEL,5,0,5,0,5,0,5,0,7.909090909,4.989078982
MODERAN,3.181818182,1.250454463,3.909090909,1.221027883,3.181818182,1.250454463,4.818181818,0.603022689,6.9,1.595131482
MODERNO,3.6,0.843274043,4.3,0.674948558,2.5,1.08012345,4.7,0.483045892,7.571428571,4.429339411
MOGUĆ,1.909090909,0.70064905,4.272727273,0.646669791,2.272727273,1.272077756,4.454545455,0.820199532,8.1,2.233582076
MOGUĆE,2.636363636,1.433368569,4.272727273,0.786245393,2.363636364,1.120064933,4.636363636,0.504524979,6.4,1.429840706
MOGUĆNOST,2.454545455,0.934198733,3.909090909,0.943879807,2.545454545,1.752919642,4.727272727,0.646669791,9.222222222,4.944132325
MOJ,3.8,1.398411798,4.9,0.316227766,2.555555556,1.589898669,5,0,2.666666667,1.322875656
MOKAR,4.909090909,0.301511345,4.181818182,0.873862898,4,1.264911064,4.909090909,0.301511345,3.181818182,1.250454463
MOKRO,4,1.549193338,4.363636364,1.206045378,4.3,1.059349905,4.9,0.316227766,3.3,2.002775851
MOLITI,4.1,0.994428926,4,1.054092553,3.6,1.173787791,4.9,0.316227766,4.5,2.460803843
MOLITI SE,4.454545455,0.687551651,4.272727273,0.904534034,3.636363636,1.026910636,4.636363636,0.504524979,5,2.28035085
MOLITVA,3.558139535,1.435971972,4.093023256,1.019195609,,,,,,
MONETA,1.727272727,1.009049958,1.909090909,1.445997611,2.888888889,1.269295518,1.888888889,1.166666667,8.333333333,8.902246907
MONTIRATI,3.909090909,1.640399065,3.181818182,1.250454463,3.444444444,1.740051085,4.888888889,0.333333333,8.571428571,2.992052966
MORA,2.3,1.059349905,3.5,0.971825316,2.4,1.264911064,4.3,0.948683298,5.714285714,2.497617913
MORAL,2.76744186,1.493433393,3.860465116,1.206754706,,,,,,
MORATI,3,1.732050808,4.818181818,0.404519917,2.272727273,1.678744119,4.909090909,0.301511345,4.181818182,1.60113596
MORE,4.272727273,1.61807967,3.818181818,1.401298099,4.888888889,0.333333333,4.555555556,1.333333333,4.25,1.164964745
MORSKI PAS,4.866666667,0.345745904,2.533333333,1.455864084,,,,,,
MORŽ,4.238095238,1.284229366,2.11627907,1.11716696,,,,,,
MOST,4.956521739,0.208514414,3.869565217,1.254241815,,,,,,
MOTOR,4.6,1.264911064,3.8,1.475729575,5,0,5,0,3.777777778,1.201850425
MOZAK,3.909090909,1.868397466,3.636363636,1.361816968,4,1.632993162,5,0,5.2,2.043961296
MOĆI,2.272727273,1.272077756,4.545454545,0.820199532,2.727272727,1.103712743,4.454545455,1.035725481,5.4,3.65756446
MOČITI,4.1,1.286683938,3.6,0.966091783,4.4,0.699205899,4.7,0.483045892,5.1,3.813717929
MOČITI SE,3.909090909,1.044465936,2.545454545,0.820199532,3.363636364,0.809039835,4,1.341640786,3.727272727,2.686667419
MOČVARA,4.37037037,1.005681864,2.185185185,1.331194866,,,,,,
MRAK,4.3,1.251665557,4,1.333333333,4.222222222,1.092906421,5,0,3.555555556,2.40370085
MRAV,4.7,0.948683298,3.7,1.494434118,5,0,5,0,2.333333333,0.866025404
MRAVOJED,4.523809524,0.862161075,2.139534884,1.081916187,,,,,,
MRAČAN,4.5,0.707106781,3.7,1.251665557,4.3,0.948683298,4.8,0.632455532,6.3,3.128720008
