"targetWord","score.std.gusto","score.gusto","score.std.olfatto","score.olfatto","score.std.tatto","score.tatto","score.std.udito","score.udito","score.std.vista","score.vista","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"macchiato",-0.701,0.256,-0.509,0.684,-0.336,1.026,-0.782,0.103,1.563,4.973,1.563,4.973,"vista",-0.764,7.042,0.935,0.692,9,318,3.483,3.047,0.484,8,1.5,0.733,6.222,-0.828,3.35,0.596,6.053
"macchiettato",-0.752,0.184,-0.772,0.081,-0.553,0.605,-0.81,0.053,1.522,4.868,1.522,4.868,"vista",-1.365,5.792,0.594,0.831,12,NA,NA,NA,NA,0,2.8,-1.495,2.167,0.485,5.316,-0.839,3.368
"maculato",-0.828,0,-0.792,0.079,-0.518,0.658,-0.706,0.263,1.565,4.974,1.565,4.974,"vista",-1.279,5.974,0.59,0.833,8,15,2.094,0.117,-0.932,3,1.85,-0.146,5.059,0.196,4.556,-0.056,5.167
"magenta",-0.831,0.027,-0.831,0.027,-0.804,0.081,-0.788,0.108,1.534,5,1.534,5,"vista",-1.72,5.243,0.244,0.948,7,NA,NA,NA,NA,1,1.95,-0.641,3.722,-0.189,4.4,-0.128,4.789
"magnifico",0.357,2.487,0.336,2.436,0.125,2,0.769,3.342,1.299,4.462,1.299,4.462,"vista",2.886,14.727,1.567,0.167,9,2975,4.522,33.38,1.523,6,1.55,0.793,6.765,-0.368,3.778,0.356,5.778
"maleodoroso",-0.219,1.41,1.386,4.769,-0.782,0.231,-0.843,0.103,-0.071,1.692,1.386,4.769,"olfatto",-0.528,8.205,1.099,0.569,11,NA,NA,NA,NA,0,4.05,-0.883,3.824,0.123,4.438,-0.607,4.059
"maleolente",-0.046,1.629,1.251,4.314,-0.646,0.457,-0.786,0.059,0.017,1.829,1.251,4.314,"olfatto",-0.21,8.287,1.188,0.513,10,NA,NA,NA,NA,0,3.05,-1.927,2,1.542,6.364,-2.049,1.833
"malformato",-0.656,0.378,-0.748,0.189,0.844,3.568,-0.579,0.568,1.479,4.892,1.479,4.892,"vista",0.34,9.595,1.083,0.49,10,4,1.589,0.031,-1.506,2,2.7,-0.335,4.316,0.364,4.75,-0.371,4.632
"malinconico",-0.586,0.526,-0.523,0.658,-0.591,0.5,0.834,3.5,1.189,4.237,1.189,4.237,"vista",0.323,9.421,1.23,0.397,11,82,2.907,0.803,-0.096,2,2.7,0.57,5.889,0.61,5.5,0.568,6
"marcio",1.21,4.256,1.191,4.256,0.638,3.079,-0.728,0.237,1.337,4.513,1.337,4.513,"vista",3.647,16.341,1.432,0.262,6,477,3.638,4.356,0.639,7,1.3,0.74,6.333,-0.419,4,0.537,6
"marroncino",-0.715,0.231,-0.666,0.333,-0.741,0.179,-0.816,0.026,1.561,4.974,1.561,4.974,"vista",-1.377,5.744,0.551,0.862,10,13,2.036,0.101,-0.994,3,2.3,0.07,5.105,-1.08,2.824,-0.196,4.842
"marrone",-0.735,0.364,-0.858,0.088,-0.791,0.206,-0.84,0.118,1.463,5,1.463,5,"vista",-1.76,5.775,0.561,0.851,7,601,3.805,6.397,0.806,8,1.55,0.988,6.789,-1.473,2.294,0.526,6.176
"massiccio",-0.785,0.128,-0.79,0.103,1.093,4,-0.481,0.769,1.381,4.615,1.381,4.615,"vista",0.418,9.615,1.025,0.469,9,222,3.315,2.065,0.315,2,2.3,0.401,5.737,0.386,4.765,0.338,5.789
"meditato",-0.696,0.289,-0.67,0.333,-0.719,0.231,0.354,2.513,0.212,2.184,0.354,2.513,"udito",-1.52,5.551,1.181,0.411,8,21,2.27,0.179,-0.747,7,1.5,-0.118,4.789,0.88,5.412,-0.731,4.053
"mefitico",-0.319,1.2,0.811,3.567,-0.557,0.667,-0.535,0.767,0.217,2.333,0.811,3.567,"olfatto",-0.382,8.533,1.411,0.34,8,4,1.589,0.031,-1.506,2,2.4,-1.656,1.889,1.462,6.667,-1.718,1.889
"melmoso",-0.424,1.03,-0.347,1.152,1.134,4.333,-0.461,0.939,1.179,4.424,1.179,4.424,"vista",1.081,11.879,1.375,0.293,7,10,1.969,0.086,-1.067,3,2.05,-0.569,4.294,0.118,4.5,-0.398,4.556
"melodioso",-0.718,0.27,-0.775,0.135,-0.707,0.27,1.505,4.946,-0.207,1.324,1.505,4.946,"udito",-0.902,6.946,0.887,0.693,9,9,1.931,0.078,-1.108,3,2.6,-0.375,4.688,0.102,4.5,-0.216,4.824
"mentale",-0.872,0.05,-0.725,0.35,-0.808,0.175,-0.152,1.575,-0.016,1.85,-0.016,1.85,"vista",-2.572,4,1.128,0.45,7,1284,4.146,14.057,1.148,8,1.35,0.892,6.5,0.393,5.15,0.364,5.684
"mentoso",1.248,4.342,1.104,4.026,-0.688,0.342,-0.797,0.027,-0.036,1.684,1.248,4.342,"gusto",0.831,10.422,1.154,0.414,7,3,1.589,0.031,-1.506,4,1.8,-1.773,2.312,0.073,4.471,-1.036,3.444
"meraviglioso",0.341,2.462,0.34,2.462,0.207,2.179,0.769,3.359,1.302,4.462,1.302,4.462,"vista",2.959,14.923,1.572,0.153,12,3364,4.578,37.985,1.58,8,1.2,0.729,6.316,-0.733,3.294,0.442,6
"meritocratico",-0.844,0,-0.829,0.027,-0.758,0.162,0.187,2.189,0.358,2.568,0.358,2.568,"vista",-1.886,4.946,0.842,0.519,13,NA,NA,NA,NA,1,4.2,0.075,5,1.214,6.3,-0.378,4.211
"metafisico",-0.785,0.128,-0.674,0.308,-0.726,0.231,-0.188,1.316,-0.162,1.436,-0.162,1.436,"vista",-2.536,3.418,1.254,0.383,10,22,2.321,0.203,-0.693,3,2.4,0.487,6.235,1.845,6.833,-1.016,3.389
"metallico",0.341,2.462,-0.1,1.513,1.013,3.842,0.509,2.769,1.276,4.359,1.276,4.359,"vista",3.039,14.945,1.55,0.19,9,187,3.265,1.839,0.265,6,1.7,0.566,6.053,-0.202,4,0.33,5.789
"metallizzato",-0.668,0.333,-0.569,0.538,0.164,2.077,-0.254,1.205,1.51,4.872,1.51,4.872,"vista",0.184,9.026,1.23,0.503,12,17,2.367,0.226,-0.646,4,2.45,0.255,5.421,0.242,4.588,0.615,6.316
"miagolante",-0.829,0,-0.744,0.179,-0.268,1.154,1.429,4.718,0.513,2.795,1.429,4.718,"udito",0.101,8.846,1.044,0.533,10,NA,NA,NA,NA,1,2.6,-0.593,4.294,-0.333,3.882,0.28,5.722
"microscopico",-0.836,0.125,-0.83,0.125,0.602,3.125,-0.734,0.325,1.348,4.7,1.348,4.7,"vista",-0.449,8.4,0.944,0.545,12,43,2.589,0.382,-0.418,3,2.1,0.06,5.412,0.2,4.611,0.422,6
"mielato",1.3,4.514,0.356,2.514,-0.018,1.757,-0.689,0.324,0.803,3.486,1.3,4.514,"gusto",1.752,12.595,1.414,0.333,7,1,1.367,0.016,-1.807,2,1.85,-0.959,3.647,0.412,4.941,-0.929,3.556
"minuscolo",-0.597,0.541,-0.819,0.054,0.978,3.865,-0.509,0.703,1.501,4.917,1.501,4.917,"vista",0.554,10.079,1.088,0.482,9,317,3.451,2.828,0.452,4,2.25,0.758,6.278,-0.91,3.3,0.312,5.526
"mistico",-0.734,0.35,-0.507,0.8,-0.692,0.4,0.148,2.225,0.369,2.675,0.369,2.675,"vista",-1.416,6.45,1.322,0.36,7,112,3.091,1.231,0.09,8,1.55,-0.086,4.842,1.324,6.059,-0.749,4
"molle",-0.217,1.4,-0.694,0.425,1.445,4.875,-0.452,0.925,0.897,3.775,1.445,4.875,"tatto",0.978,11.4,1.313,0.39,5,232,3.334,2.158,0.334,27,1,0.516,5.895,-0.559,3.529,0.471,6.053
"molliccio",0.02,1.795,-0.606,0.436,1.514,4.846,-0.558,0.615,0.878,3.59,1.514,4.846,"tatto",1.249,11.282,1.304,0.391,9,18,2.321,0.203,-0.693,1,2.75,0.237,5.765,-0.5,3.611,0.205,5.556
"monocolore",-0.789,0.108,-0.816,0.054,-0.79,0.108,-0.776,0.135,1.534,5,1.534,5,"vista",-1.636,5.405,0.367,0.915,10,NA,NA,NA,NA,0,2.85,-0.582,3.895,0.127,4.438,0.153,5.474
"monocromatico",-0.693,0.282,-0.815,0.026,-0.78,0.103,-0.802,0.051,1.561,4.974,1.561,4.974,"vista",-1.529,5.436,0.379,0.91,13,3,1.492,0.023,-1.631,2,3.4,-0.352,4.368,0.523,5,0.229,5.579
"monotono",-0.392,1.152,-0.521,0.853,-0.722,0.382,0.825,3.706,0.519,3.029,0.825,3.706,"udito",-0.291,9.122,1.348,0.364,8,79,2.863,0.725,-0.14,3,1.8,0.479,5.842,0.582,5.059,0.02,5.263
"morale",-0.772,0.135,-0.802,0.081,-0.771,0.135,0.386,2.622,0.453,2.757,0.453,2.757,"vista",-1.505,5.73,0.947,0.467,6,2006,4.317,20.835,1.319,8,1.25,0.811,6.824,0.52,5.056,0.345,5.833
"morbido",-0.18,1.41,-0.715,0.282,1.53,4.895,-0.495,0.744,0.84,3.474,1.53,4.895,"tatto",0.981,10.804,1.269,0.427,7,351,3.516,3.288,0.517,7,1.65,1.044,6.778,-1.474,2.45,0.817,6.474
"moro",-0.854,0.075,-0.827,0.125,-0.883,0.026,-0.869,0.05,1.475,4.95,1.475,4.95,"vista",-1.958,5.226,0.272,0.942,4,3,1.492,0.023,-1.631,54,1,0.29,5.526,-0.812,3.176,0.644,6.368
"morto",-0.511,0.667,0.526,2.846,0.493,2.789,0.017,1.737,1.261,4.395,1.261,4.395,"vista",1.786,12.434,1.472,0.3,5,12029,5.472,297.657,2.474,40,1,0.841,6.882,-1.244,2.611,0.735,6.5
"multicolore",-0.721,0.231,-0.746,0.154,-0.745,0.154,-0.735,0.179,1.585,4.974,1.585,4.974,"vista",-1.362,5.692,0.552,0.847,11,14,2.094,0.117,-0.932,1,3.45,-0.122,4.611,-0.274,4.25,0.225,5.368
"muschiato",-0.181,1.462,0.993,3.949,0.321,2.564,-0.814,0.154,0.636,3.205,0.993,3.949,"olfatto",0.955,11.333,1.383,0.335,9,23,2.503,0.312,-0.506,3,1.85,-1.431,2.125,0.66,5.579,-1.084,3.105
"muto",-0.827,0.125,-0.855,0.075,-0.774,0.25,1.363,4.725,0.25,2.462,1.363,4.725,"udito",-0.843,7.637,0.887,0.609,4,310,3.588,3.88,0.589,29,1,0.641,6.056,-1.116,3,0.573,6
"nauseabondo",1.259,4.5,1.382,4.75,-0.526,0.775,-0.486,0.85,0.718,3.4,1.382,4.75,"olfatto",2.347,14.275,1.398,0.278,11,13,2.036,0.101,-0.994,4,3.25,-0.081,4.611,0.632,5.55,-0.381,4.211
"nebbioso",-0.867,0.088,-0.473,0.941,-0.656,0.529,-0.75,0.324,1.375,4.848,1.375,4.848,"vista",-1.372,6.731,0.914,0.707,8,21,2.288,0.187,-0.728,3,2.2,0.023,4.944,-0.291,4.2,0.248,5.474
"nero",-0.729,0.205,-0.79,0.077,-0.767,0.128,-0.709,0.256,1.579,5,1.579,5,"vista",-1.416,5.667,0.515,0.869,4,4620,4.823,66.839,1.825,51,1,1.098,7,-1.473,2.294,0.987,6.947
"nitido",-0.61,0.513,-0.59,0.487,-0.598,0.436,-0.036,1.605,1.543,4.921,1.543,4.921,"vista",-0.292,7.962,1.127,0.563,6,43,2.553,0.351,-0.455,5,1.75,0.154,5.706,0.522,5,0.235,5.556
"nocivo",0.719,3.41,0.875,3.692,0.034,1.974,-0.119,1.667,0.997,3.974,0.997,3.974,"vista",2.506,14.718,1.555,0.157,6,60,2.696,0.491,-0.309,4,1.8,0.338,5.579,0.658,5.176,0.205,5.684
"nuvoloso",-0.808,0.051,-0.534,0.615,-0.713,0.231,-0.67,0.289,1.545,4.897,1.545,4.897,"vista",-1.179,6.084,0.716,0.797,8,75,2.819,0.655,-0.184,3,2.3,1.071,6.947,-1.046,2.824,0.824,6.737
"obliquo",-0.805,0,-0.805,0,0.993,3.795,-0.761,0.154,1.554,4.923,1.554,4.923,"vista",0.175,8.872,0.76,0.555,7,16,2.169,0.14,-0.853,3,2.4,0.077,5.105,-0.166,4.059,0.119,5.474
"ocra",-0.822,0.15,-0.835,0.125,-0.804,0.2,-0.885,0.025,1.503,5,1.503,5,"vista",-1.844,5.5,0.416,0.905,4,14,2.232,0.164,-0.786,15,1.05,-0.596,4.353,-0.148,4.167,-0.039,5.056
"odorifero",-0.03,1.692,1.585,4.974,-0.743,0.132,-0.769,0.079,-0.357,1,1.585,4.974,"olfatto",-0.313,7.877,0.997,0.621,9,NA,NA,NA,NA,1,2.8,-1.703,2.353,0.886,5.533,-0.953,3.5
"odorifico",-0.215,1.4,1.409,4.8,-0.822,0.15,-0.75,0.3,-0.472,0.85,1.409,4.8,"olfatto",-0.851,7.5,1.053,0.62,9,1,1.191,0.008,-2.108,2,2.6,-2.105,1.824,1.122,5.769,-1.251,2.944
"odoroso",-0.344,1.147,1.449,4.971,-0.859,0.088,-0.793,0.235,-0.393,1.091,1.449,4.971,"olfatto",-0.94,7.532,1.001,0.648,7,11,2.004,0.094,-1.029,4,1.8,-0.065,5.176,-0.401,3.833,-0.431,4.389
"offuscato",-0.769,0.128,-0.719,0.231,-0.79,0.079,-0.431,0.821,1.503,4.872,1.503,4.872,"vista",-1.205,6.13,0.712,0.782,9,70,2.771,0.584,-0.233,4,1.95,0.046,5.053,0.613,5.059,-0.098,5.211
"olente",-0.217,1.464,0.547,3.074,-0.519,0.857,-0.869,0.071,-0.273,1.357,0.547,3.074,"olfatto",-1.331,6.824,1.319,0.44,6,NA,NA,NA,NA,7,1.25,-1.566,2,1.34,6.562,-1.885,1.684
"oleoso",0.591,3.054,-0.111,1.568,1.288,4.514,-0.634,0.432,1.009,3.917,1.288,4.514,"tatto",2.144,13.484,1.422,0.303,6,13,2.036,0.101,-0.994,5,1.7,-0.178,4.632,0.457,4.882,0.135,5.421
"olezzante",0.049,1.974,1.424,4.816,-0.636,0.553,-0.853,0.079,-0.181,1.474,1.424,4.816,"olfatto",-0.197,8.895,1.179,0.533,9,2,1.367,0.016,-1.807,0,2.95,-1.745,1.778,1.2,6.421,-1.58,2.105
"olivastro",-0.475,0.757,-0.604,0.486,-0.766,0.162,-0.803,0.081,1.479,4.892,1.479,4.892,"vista",-1.168,6.378,0.802,0.754,9,2,1.367,0.016,-1.807,2,2.75,-0.446,4.111,0.293,5.1,-0.569,3.895
"ombroso",-0.884,0.025,-0.776,0.25,-0.578,0.675,-0.667,0.513,1.374,4.75,1.374,4.75,"vista",-1.53,6.213,0.804,0.761,7,13,2.066,0.109,-0.962,3,1.85,-0.052,4.667,0.082,4.75,0.097,5.158
"ondulato",-0.757,0.105,-0.761,0.105,1.177,4.205,-0.545,0.615,1.367,4.564,1.367,4.564,"vista",0.481,9.595,0.99,0.465,8,9,2.094,0.117,-0.932,3,1.9,-0.237,4.579,-0.325,3.824,0.206,5.526
"opaco",-0.806,0.081,-0.818,0.054,-0.46,0.778,-0.635,0.432,1.519,4.973,1.519,4.973,"vista",-1.201,6.318,0.726,0.779,5,23,2.305,0.195,-0.71,1,1.9,0.522,6.294,0.123,4.444,0.279,5.667
"orizzontale",-0.851,0.077,-0.883,0.025,0.765,3.525,-0.67,0.475,1.398,4.8,1.398,4.8,"vista",-0.24,8.902,0.914,0.536,11,138,3.138,1.371,0.137,1,2.8,0.819,6.824,-0.453,3.722,0.726,6.5
"oscurato",-0.768,0.079,-0.771,0.128,-0.673,0.308,-0.561,0.564,1.56,4.923,1.56,4.923,"vista",-1.213,6.002,0.676,0.807,8,63,2.716,0.514,-0.289,5,1.75,0.088,4.941,-0.204,4.3,0.022,5.053
"ottagonale",-0.82,0.051,-0.805,0,1.101,4.026,-0.805,0,1.502,4.821,1.502,4.821,"vista",0.172,8.897,0.721,0.542,10,5,1.668,0.039,-1.409,2,3.3,-0.308,4.824,0.503,4.944,-0.248,4.722
"ovale",-0.861,0.051,-0.856,0.075,1.045,4.077,-0.733,0.359,1.464,4.923,1.464,4.923,"vista",0.058,9.485,0.894,0.514,5,113,3.042,1.099,0.041,10,1.45,0.308,5.882,-0.123,4.167,0.284,5.722
"pacifico",-0.746,0.154,-0.705,0.237,-0.651,0.333,0.689,3.205,0.844,3.564,0.844,3.564,"vista",-0.568,7.493,1.044,0.455,8,1,1.735,0.047,-1.33,5,1.7,0.664,6.588,-0.357,3.833,0.408,5.944
"paffuto",-0.87,0.05,-0.842,0.103,1.098,4.175,-0.632,0.525,1.316,4.625,1.316,4.625,"vista",0.07,9.478,0.948,0.483,7,40,2.533,0.335,-0.475,4,1.8,-0.065,5.294,-0.376,3.778,0.212,5.5
"paonazzo",-0.896,0,-0.896,0,-0.615,0.575,-0.751,0.3,1.466,4.925,1.466,4.925,"vista",-1.693,5.8,0.521,0.849,8,12,2.036,0.101,-0.994,3,2.2,-0.541,4.353,0.554,5.059,-0.114,4.944
"parallelo",-0.77,0.079,-0.794,0.026,0.696,3.256,-0.757,0.105,1.452,4.744,1.452,4.744,"vista",-0.174,8.211,0.803,0.575,9,190,3.298,1.987,0.298,3,2.4,0.188,5.316,0.229,4.588,0.305,5.737
"pastoso",0.789,3.5,-0.56,0.667,0.894,3.775,-0.681,0.45,0.846,3.675,0.894,3.775,"tatto",1.288,12.067,1.367,0.276,7,9,1.969,0.086,-1.067,4,1.8,-0.202,5,0.494,5.056,-0.741,3.889
"patinato",-0.746,0.179,-0.769,0.128,0.779,3.385,-0.591,0.513,1.215,4.282,1.215,4.282,"vista",-0.111,8.487,1.026,0.489,8,4,1.589,0.031,-1.506,4,1.7,-0.615,3.842,0.966,5.588,-0.131,4.947
"peloso",-0.537,0.615,-0.645,0.385,1.462,4.795,-0.492,0.692,1.442,4.744,1.462,4.795,"tatto",1.23,11.231,1.174,0.393,6,269,3.407,2.556,0.408,11,1.45,0.676,6.111,-0.866,3.35,0.765,6.368
"pensato",-0.654,0.41,-0.701,0.308,-0.599,0.462,0.113,1.947,0.018,1.795,0.113,1.947,"udito",-1.823,4.922,1.337,0.333,7,12751,5.344,221.811,2.346,17,1,0.794,6.421,-0.39,3.765,-0.51,4.389
"pentagonale",-0.815,0.026,-0.815,0.026,1.21,4.231,-0.779,0.103,1.561,4.974,1.561,4.974,"vista",0.362,9.359,0.777,0.529,11,2,1.367,0.016,-1.807,1,3.2,-1.187,2.722,0.334,5.1,-0.425,4.158
"pepato",1.504,4.895,0.812,3.5,-0.716,0.231,-0.756,0.158,-0.022,1.692,1.504,4.895,"gusto",0.823,10.476,1.164,0.452,6,4,1.589,0.031,-1.506,8,1.6,-0.591,3.842,0.298,4.647,0.131,5.421
"perimetrico",-0.865,0.051,-0.839,0.103,0.483,2.897,-0.726,0.333,1.226,4.436,1.226,4.436,"vista",-0.723,7.821,0.914,0.561,11,NA,NA,NA,NA,0,2.7,-1.5,2.211,0.74,5.294,-1.132,3.421
"perpendicolare",-0.806,0.051,-0.829,0,0.812,3.436,-0.792,0.077,1.551,4.947,1.551,4.947,"vista",-0.064,8.511,0.755,0.581,14,23,2.305,0.195,-0.71,2,4.05,0.36,6.059,0.518,5,0.424,5.889
"personale",-0.481,0.744,-0.225,1.282,-0.214,1.308,0.217,2.179,0.705,3.205,0.705,3.205,"vista",0.002,8.718,1.491,0.282,9,6110,4.881,76.275,1.882,11,1.15,0.879,6.941,-0.433,3.667,0.196,5.5
"pesante",-0.574,0.697,-0.581,0.706,1.178,4.441,0.022,2,0.864,3.765,1.178,4.441,"tatto",0.909,11.609,1.375,0.323,7,2619,4.41,25.822,1.412,9,1.35,1.073,6.947,-0.978,2.941,0.742,6.579
"pestifero",-0.617,0.436,-0.293,1.051,-0.688,0.282,0.425,2.632,0.736,3.308,0.736,3.308,"vista",-0.436,7.709,1.285,0.393,9,13,2.036,0.101,-0.994,3,2.6,-0.64,3.789,-0.741,3.235,-0.261,4.842
"pestilenziale",-0.092,1.579,0.985,3.842,-0.666,0.342,-0.675,0.324,0.445,2.684,0.985,3.842,"olfatto",-0.003,8.772,1.281,0.401,13,14,2.145,0.132,-0.878,1,3.5,-0.643,4.176,0.911,5.562,-0.447,4.389
"piagnucolante",-0.844,0,-0.815,0.054,-0.683,0.324,1.491,4.919,1.071,4.054,1.491,4.919,"udito",0.221,9.351,0.847,0.526,13,8,1.844,0.062,-1.205,1,2.3,-0.5,4.529,-0.428,3.667,0.154,5.5
"piangente",-0.773,0.294,-0.82,0.176,-0.407,1.059,1.014,4.059,1.324,4.727,1.324,4.727,"vista",0.339,10.316,1.129,0.441,9,37,2.553,0.351,-0.455,1,1.9,-0.39,4.647,-0.394,3.833,0.286,5.722
"piatto",-0.519,0.641,-0.573,0.513,1.383,4.59,-0.452,0.769,1.394,4.615,1.394,4.615,"vista",1.234,11.128,1.221,0.369,6,2215,4.365,23.282,1.367,7,1.55,0.859,6.882,-0.951,3,0.769,6.611
"piccante",1.527,5,0.35,2.528,-0.633,0.444,-0.81,0.083,0.067,1.944,1.527,5,"gusto",0.501,10,1.191,0.492,8,519,3.744,5.563,0.745,4,1.65,0.842,6.526,-0.497,3.588,0.74,6.526
"piccino",-0.579,0.553,-0.68,0.316,1.127,4.103,-0.279,1.154,1.536,4.923,1.536,4.923,"vista",1.127,11.048,1.215,0.417,7,134,3.178,1.504,0.177,7,1.45,0.287,5.333,-1.016,3.2,0.671,6.211
"piccolo",-0.552,0.564,-0.718,0.231,1.385,4.615,-0.264,1.205,1.543,4.949,1.543,4.949,"vista",1.393,11.564,1.191,0.408,7,11344,5.291,196.409,2.293,12,1,1.098,7,-1.48,2.235,0.769,6.579
"piegato",-0.745,0.179,-0.805,0.051,1.069,3.949,-0.659,0.359,1.44,4.744,1.44,4.744,"vista",0.3,9.282,0.937,0.506,7,219,3.274,1.878,0.274,10,1.45,0.708,6.647,-0.9,3.056,0.641,6.389
"pieno",-0.36,1.158,-0.56,0.711,1.089,4.184,0.069,2.053,1.418,4.842,1.418,4.842,"vista",1.656,12.947,1.4,0.319,5,6584,4.866,73.719,1.868,20,1,1.041,6.778,-1.506,2.4,1.023,6.842
"piramidale",-0.789,0.111,-0.844,0,1.187,4.297,-0.831,0.027,1.473,4.865,1.473,4.865,"vista",0.197,9.3,0.766,0.523,10,16,2.169,0.14,-0.853,1,3.4,-0.736,3.632,0.283,4.647,-0.231,4.842
"plastico",-0.45,0.795,-0.313,1.077,1.282,4.385,-0.198,1.308,1.317,4.474,1.317,4.474,"vista",1.637,12.038,1.372,0.306,8,225,3.364,2.314,0.364,7,1.6,0.356,5.941,0.09,4.389,0.033,5.222
"plumbeo",-0.768,0.132,-0.612,0.421,-0.633,0.395,-0.639,0.342,1.4,4.579,1.4,4.579,"vista",-1.252,5.868,0.815,0.758,7,1,1.191,0.008,-2.108,3,2.2,-0.955,3.588,1.352,6.067,-0.479,4.389
"policromo",-0.855,0.062,-0.828,0.097,-0.81,0.156,-0.751,0.312,1.458,4.969,1.458,4.969,"vista",-1.787,5.597,0.487,0.877,9,NA,NA,NA,NA,1,2.85,-1.103,2.778,0.981,6.05,-1.043,3
"poliedrico",-0.58,0.7,-0.656,0.525,0.748,3.45,-0.396,1.1,1.004,3.974,1.004,3.974,"vista",0.12,9.749,1.326,0.354,10,5,1.844,0.062,-1.205,1,2.8,-0.643,4.118,1.591,6.471,-0.75,3.778
"polveroso",-0.523,0.694,-0.069,1.657,1.181,4.306,-0.726,0.25,1.387,4.722,1.387,4.722,"vista",1.25,11.629,1.262,0.385,9,41,2.533,0.335,-0.475,4,2.3,0.533,6.294,-0.333,3.889,0.641,6.389
"ponderato",-0.431,0.846,-0.602,0.487,-0.562,0.564,0.273,2.282,0.426,2.641,0.426,2.641,"vista",-0.897,6.821,1.387,0.316,9,20,2.232,0.164,-0.786,3,2.25,-0.31,4.368,1.222,5.941,-0.589,4.211
"porpora",-0.72,0.237,-0.634,0.41,-0.79,0.077,-0.777,0.105,1.519,4.872,1.519,4.872,"vista",-1.402,5.701,0.588,0.841,7,95,3.048,1.114,0.047,1,1.95,-0.7,3.737,-0.179,4.059,0.031,5.316
"positivo",-0.21,1.351,-0.173,1.432,-0.528,0.676,0.389,2.622,0.527,2.919,0.527,2.919,"vista",0.006,9,1.496,0.249,8,2026,4.304,20.204,1.305,6,1.55,1.067,6.947,-0.572,3.471,0.711,6.474
"problematico",-0.711,0.211,-0.692,0.308,-0.576,0.474,0.33,2.421,0.461,2.769,0.461,2.769,"vista",-1.188,6.182,1.188,0.414,12,142,3.08,1.2,0.079,2,3.2,0.615,6.111,0.192,4.529,-0.459,4.526
"profondo",-0.663,0.378,-0.716,0.27,0.813,3.541,0.254,2.324,1.292,4.514,1.292,4.514,"vista",0.98,11.027,1.265,0.385,8,2525,4.413,26.001,1.415,13,1.15,0.993,6.667,-0.559,3.7,0.925,6.684
"profumato",-0.165,1.559,1.398,4.853,-0.692,0.441,-0.698,0.441,-0.05,1.794,1.398,4.853,"olfatto",-0.207,9.088,1.251,0.485,9,106,2.951,0.888,-0.051,6,1.7,0.868,6.579,-1.191,2.647,0.809,6.632
"psichico",-0.724,0.184,-0.726,0.256,-0.669,0.289,-0.017,1.684,-0.06,1.641,-0.017,1.684,"udito",-2.197,4.055,1.234,0.37,8,89,2.98,0.951,-0.022,2,2.35,0.539,5.889,1.076,6.2,0.029,5
"psicologico",-0.705,0.282,-0.591,0.487,-0.753,0.205,0.131,2,0.109,2,0.131,2,"udito",-1.81,4.974,1.254,0.361,11,413,3.573,3.748,0.574,3,2.25,0.822,6.474,0.985,5.588,0.218,5.632
"pubblico",-0.818,0.182,-0.779,0.273,-0.623,0.606,0.214,2.424,0.566,3.182,0.566,3.182,"vista",-1.44,6.667,1.168,0.45,8,4332,4.775,59.857,1.777,11,1.15,0.863,6.882,-0.686,3.333,0.688,6.444
"pulito",-0.439,1,0.994,4.059,0.214,2.412,-0.648,0.559,1.425,4.909,1.425,4.909,"vista",1.546,12.939,1.378,0.336,6,2709,4.453,28.471,1.454,16,1,0.841,6.882,-1.285,2.556,0.945,6.889
"pulsante",-0.851,0.118,-0.686,0.5,1.019,4.118,0.66,3.382,0.745,3.559,1.019,4.118,"tatto",0.887,11.676,1.27,0.343,8,730,3.918,8.306,0.919,5,1.7,0.081,5,0.115,4.8,0.139,5.211
"pungente",0.663,3.128,0.484,2.718,1.363,4.538,0.007,1.718,0.816,3.462,1.363,4.538,"tatto",3.333,15.564,1.564,0.181,8,148,3.099,1.254,0.098,1,1.9,0.324,5.444,-0.335,4.1,0.259,5.474
"punteggiato",-0.635,0.41,-0.804,0.051,0.328,2.41,-0.757,0.154,1.44,4.744,1.44,4.744,"vista",-0.428,7.769,0.93,0.604,11,4,1.589,0.031,-1.506,3,2.4,-0.36,4.056,-0.086,4.45,-0.589,3.895
"puro",-0.146,1.462,0.054,1.872,0.027,1.795,0.095,1.949,0.852,3.538,0.852,3.538,"vista",0.883,10.615,1.557,0.196,4,1304,4.126,13.41,1.127,39,1,0.894,6.5,0.177,4.9,0.045,5.105
"purpureo",-0.877,0.059,-0.744,0.324,-0.78,0.235,-0.882,0.061,1.34,4.735,1.34,4.735,"vista",-1.943,5.414,0.521,0.864,8,11,2.036,0.101,-0.994,4,2.5,-1.344,2.526,1.278,6,-1.008,3.684
"puteolente",-0.107,1.5,1.033,3.882,-0.57,0.559,-0.698,0.242,0.137,2.059,1.033,3.882,"olfatto",-0.205,8.242,1.297,0.442,10,NA,NA,NA,NA,1,3.05,-2.16,1.278,1.503,6.692,-2.152,1.222
"putrido",0.306,2.459,1.073,4.054,0.148,2.108,-0.7,0.297,1.232,4.378,1.232,4.378,"vista",2.059,13.297,1.417,0.307,7,38,2.503,0.312,-0.506,3,2,-0.396,4.158,0.682,5.176,0.016,5.211
