word_english,length,familiar_mean,familiar_n,aoa_subjective_mean,aoa_subjective_n,transparency_mean,transparency_n,lmd_mean,lmd_n,imagine_mean,imagine_n,ser_mean,ser_n,familiar_z,aoa_zscore,transparency_z,lmd_zscore,imagine_zscore,ser_zscore
popcorn,7,7,14,2.33,15,5.79,14,6.6,15,6.86,21,5.87,15,1.01,-1.93,1.05,1.07,1.63,2.83
popgun,6,2.57,14,5.2,15,4.14,14,6.42,12,2.81,21,2,15,-3.02,0.52,-0.32,0.94,-1.01,-0.88
poppycock,9,2.79,14,6.47,15,1.6,10,4.08,13,1.71,21,2,15,-2.82,1.6,-2.44,-0.69,-1.73,-0.88
priesthood,10,5.71,14,5.47,15,4.27,15,2.2,15,4.1,21,1.8,15,-0.16,0.75,-0.22,-2.01,-0.17,-1.08
primrose,8,3.79,14,6.6,15,2,7,7.93,14,3.57,21,3.27,15,-1.91,1.72,-2.11,2,-0.52,0.33
printout,8,6.57,14,5,15,4.87,15,3.27,15,5.57,21,2.13,15,0.62,0.35,0.28,-1.26,0.79,-0.76
prizefight,10,3.79,14,5.73,15,4.86,14,5.71,14,3.52,21,2,15,-1.91,0.98,0.27,0.45,-0.55,-0.88
puffball,8,4.79,14,3.67,15,4.64,11,6.07,15,4.1,21,3.27,15,-1,-0.79,0.09,0.7,-0.17,0.33
purebred,8,6.36,14,4.8,15,5.43,14,4.67,15,3.67,21,2.33,15,0.42,0.18,0.75,-0.28,-0.45,-0.56
quarterback,11,6.93,14,3.93,15,1.67,15,4.79,14,5.81,21,3.93,15,0.94,-0.56,-2.39,-0.2,0.95,0.97
railroad,8,6.93,14,2.93,15,5.87,15,4.36,14,6.62,21,3.6,15,0.94,-1.42,1.11,-0.5,1.48,0.65
railway,7,6.5,14,3.2,15,4.36,14,2.67,15,5.9,21,4.13,15,0.55,-1.19,-0.14,-1.68,1.01,1.17
ransack,7,5.86,14,5.87,15,1.86,14,6.38,13,3.14,21,2.53,15,-0.03,1.09,-2.23,0.92,-0.8,-0.37
rattail,7,5.43,14,4.33,15,4.85,13,6.4,15,4.81,21,2.2,15,-0.42,-0.22,0.26,0.93,0.29,-0.69
rattlesnake,11,6.79,14,3.6,15,5.93,15,6.33,15,6.29,21,3.73,15,0.81,-0.85,1.17,0.88,1.26,0.78
rawhide,7,4.07,14,5.27,15,4,13,6.25,12,4.19,21,3.07,15,-1.65,0.58,-0.44,0.83,-0.11,0.14
razorback,9,3.5,14,5.87,15,2.79,14,4.83,12,3,21,2.27,15,-2.17,1.09,-1.45,-0.17,-0.89,-0.63
rooftop,7,6.79,14,3.2,15,6.27,15,4.13,15,6.38,21,3.73,15,0.81,-1.19,1.45,-0.66,1.32,0.78
roommate,8,6.86,14,4.4,15,5.79,14,5.07,15,5.76,21,4.47,15,0.88,-0.16,1.05,0,0.92,1.49
rubberneck,10,4.79,14,5.73,15,2.67,12,5.53,15,3.38,21,2.47,15,-1,0.98,-1.55,0.32,-0.64,-0.44
rubdown,7,5.14,14,5.93,15,4.5,14,2.86,14,4.52,21,2.67,15,-0.68,1.15,-0.03,-1.55,0.11,-0.24
saddlebag,9,4.64,14,5.6,15,5.08,13,5.93,15,4.38,21,2.53,15,-1.13,0.86,0.46,0.6,0.01,-0.37
saucepan,8,6.21,14,4.53,15,5.57,14,7.13,15,6.19,21,4.33,15,0.29,-0.05,0.87,1.44,1.2,1.36
scarecrow,9,6.79,14,2.53,15,4.47,15,4.13,15,6.43,21,2.8,15,0.81,-1.76,-0.05,-0.66,1.35,-0.12
scatterbrain,12,5.79,14,5.8,15,5.29,14,4.47,15,3.1,21,2.87,15,-0.09,1.03,0.63,-0.42,-0.83,-0.05
scoutmaster,11,4.86,14,5.07,15,5.47,15,5.21,14,3.71,21,1.33,15,-0.94,0.41,0.78,0.1,-0.42,-1.53
scrapbook,9,6.86,14,4.07,15,3.93,14,6.47,15,5.76,21,3.53,15,0.88,-0.45,-0.5,0.98,0.92,0.59
screenplay,10,6.29,14,5.87,15,5.21,14,5.8,15,4.48,21,2.67,15,0.36,1.09,0.57,0.51,0.08,-0.24
seaboard,8,4.29,14,5.93,15,3.64,14,3.73,11,2.57,21,2.47,15,-1.46,1.15,-0.74,-0.94,-1.17,-0.44
seacoast,8,4.71,14,4.13,15,6.08,13,5.27,15,6.14,21,4.47,15,-1.07,-0.39,1.29,0.14,1.17,1.49
seafood,7,7,14,3.27,15,6.14,14,4.93,15,6.38,21,5.13,15,1.01,-1.13,1.34,-0.1,1.32,2.13
seafront,8,5.21,14,3.73,15,5.2,15,3.47,15,5.29,21,3.4,15,-0.61,-0.73,0.56,-1.12,0.61,0.46
sealskin,8,3.64,14,6.27,15,5.08,12,5.38,13,3.86,21,1.67,15,-2.04,1.43,0.46,0.22,-0.33,-1.21
