word_italian,type_pain,pos,psycho_social_pain,physical_pain,familiar_mean_all,familiar_z_all,familiar_know_meaning_percent_all,aoa_mean_all,aoa_z_all,aoa_known_meaning_percent_all,imagine_mean_all,imagine_z_all,imagine_known_meaning_percent_all,concrete_mean_all,concrete_z_all,concrete_known_meaning_percent_all,context_avaliability_mean_all,context_avaliability_z_all,context_avaliability_known_meaning_percent_all,valence_mean_all,valence_z_all,valence_known_meaning_percent_all,arousal_mean_all,arousal_z_all,arousal_known_meaning_percent_all,pain_mean_all,pain_z_all,pain_known_meaning_percent_all,intensity_mean_all,intensity_z_all,intensity_known_meaning_percent_all,unpleasant_mean_all,unpleasant_z_all,unpleasant_known_meaning_percent_all,familiar_mean_female,familiar_z_female,familiar_know_meaning_percent_female,aoa_mean_female,aoa_z_female,aoa_known_meaning_percent_female,imagine_mean_female,imagine_z_female,imagine_known_meaning_percent_female,concrete_mean_female,concrete_z_female,concrete_known_meaning_percent_female,context_avaliability_mean_female,context_avaliability_z_female,context_avaliability_known_meaning_percent_female,valence_mean_female,valence_z_female,valence_known_meaning_percent_female,arousal_mean_female,arousal_z_female,arousal_known_meaning_percent_female,pain_mean_female,pain_z_female,pain_known_meaning_percent_female,intensity_mean_female,intensity_z_female,intensity_known_meaning_percent_female,unpleasant_mean_female,unpleasant_z_female,unpleasant_known_meaning_percent_female,familiar_mean_male,familiar_z_male,familiar_know_meaning_percent_male,aoa_mean_male,aoa_z_male,aoa_known_meaning_percent_male,imagine_mean_male,imagine_z_male,imagine_known_meaning_percent_male,concrete_mean_male,concrete_z_male,concrete_known_meaning_percent_male,context_avaliability_mean_male,context_avaliability_z_male,context_avaliability_known_meaning_percent_male,valence_mean_male,valence_z_male,valence_known_meaning_percent_male,arousal_mean_male,arousal_z_male,arousal_known_meaning_percent_male,pain_mean_male,pain_z_male,pain_known_meaning_percent_male,intensity_mean_male,intensity_z_male,intensity_known_meaning_percent_male,unpleasant_mean_male,unpleasant_z_male,unpleasant_known_meaning_percent_male,zipf,n,old20,letters,frequency_max_n,frequency_mean_n,cd_count,coltheart_n
pungente,physical,a,,,4.86,-0.04,100%,4.79,0.03,100%,5,0.23,100%,5.50,0.54,100%,5.10,0.09,100%,-0.93,0.15,100%,4.23,0.10,100%,4.31,-0.02,100%,58.55,0.09,100%,53.54,-0.24,100%,4.83,-0.06,100%,4.75,0.02,100%,5.00,0.18,100%,5.68,0.57,100%,4.96,0.02,100%,-1.13,0.05,100%,4.16,0.03,100%,4.21,-0.07,100%,57.13,0.03,100%,53.05,-0.26,100%,5.00,0.04,100%,5.00,0.11,100%,5.00,0.40,100%,4.83,0.44,100%,5.67,0.36,100%,0.00,0.59,100%,4.60,0.46,100%,4.80,0.24,100%,64.00,0.30,100%,56.25,-0.16,100%,3.099408249,1,1.9,8,2.287833243,2.287833243,148,1
pungere,physical,v,,,5.85,0.47,100%,2.13,-1.43,100%,6.35,0.80,100%,6.17,0.88,100%,6.14,0.69,100%,-0.78,0.36,100%,4.36,0.07,100%,4.71,0.26,100%,55.09,0.10,100%,51.16,-0.21,100%,5.96,0.45,100%,2.30,-1.41,100%,6.20,0.74,100%,6.20,0.86,100%,6.20,0.70,100%,-0.85,0.39,100%,4.15,-0.05,100%,5.04,0.36,100%,56.85,0.09,100%,54.46,-0.14,100%,5.60,0.50,100%,1.73,-1.49,100%,6.78,0.94,100%,6.10,0.91,100%,6.00,0.67,100%,-0.64,0.29,100%,5.14,0.53,100%,4.00,0.03,100%,50.00,0.13,100%,43.36,-0.39,100%,2.59746341,7,1.55,7,2.839283241,1.683451882,45,9
punta,physical,n,,,6.11,0.71,100%,2.29,-1.55,100%,6.59,0.89,99%,6.58,1.04,100%,6.33,0.78,100%,-0.40,0.51,100%,3.20,-0.52,100%,3.95,-0.01,100%,46.60,-0.06,100%,52.71,-0.12,100%,6.24,0.69,100%,2.26,-1.59,100%,6.64,0.88,100%,6.63,1.03,100%,6.34,0.75,100%,-0.40,0.53,100%,2.80,-0.66,100%,3.76,-0.15,100%,44.28,-0.13,100%,49.95,-0.20,100%,5.94,0.73,100%,2.35,-1.48,100%,6.51,0.89,97%,6.51,1.05,100%,6.32,0.84,100%,-0.40,0.47,100%,3.83,-0.30,100%,4.25,0.21,100%,50.46,0.05,100%,57.50,0.01,100%,4.335186004,15,1,5,5.322012335,2.352889528,2080,22
punteruolo,physical,n,,,3.10,-1.17,98%,4.86,0.07,98%,6.33,0.77,98%,6.78,1.19,98%,4.74,-0.14,98%,-0.48,0.73,98%,3.59,-0.38,98%,4,-0.18,98%,47.32,-0.29,98%,45.22,-0.73,98%,3.00,-1.40,97%,4.83,0.06,98%,6.61,0.86,97%,6.92,1.25,97%,4.67,-0.17,97%,-0.54,0.73,98%,3.74,-0.30,98%,3.90,-0.26,98%,46.65,-0.36,98%,47.29,-0.75,98%,3.38,-0.52,100%,4.94,0.12,100%,5.69,0.55,100%,6.47,1.06,100%,4.88,-0.07,100%,-0.35,0.71,100%,3.20,-0.58,100%,4.24,0.02,100%,49.00,-0.14,100%,40.24,-0.69,100%,2.660745246,1,3.25,10,1.588863239,1.588863239,31,1
puntorio,physical,a,,,2.65,-1.71,48%,6.45,0.95,46%,3.79,-0.74,48%,4.45,-0.29,43%,3.08,-1.36,49%,-0.87,0.45,47%,3.90,-0.39,43%,4.64,-0.04,46%,52.30,-0.24,47%,57.96,-0.27,47%,3.00,-1.42,44%,6.77,1.14,41%,3.64,-0.79,42%,4.15,-0.60,41%,2.93,-1.32,44%,-0.57,0.70,42%,3.50,-0.75,39%,4.69,-0.11,41%,49.62,-0.39,41%,54.36,-0.36,42%,2.11,-2.16,56%,6.00,0.68,56%,4.00,-0.66,59%,5.00,0.28,50%,3.30,-1.41,59%,-1.33,0.07,56%,4.50,0.15,53%,4.56,0.04,56%,55.80,-0.04,59%,63.56,-0.13,56%,NA,0,2.3,8,NA,NA,NA,0
puntura,physical,n,,,5.97,0.56,100%,2.45,-1.38,100%,6.97,1.29,100%,6.79,1.21,100%,5.97,0.60,100%,-1.21,-0.04,100%,4,-0.02,100%,4.41,0.03,100%,51.17,-0.19,100%,56.58,-0.17,100%,5.87,0.50,100%,2.38,-1.43,100%,7.00,1.27,100%,6.91,1.18,100%,6.08,0.66,100%,-1.25,-0.02,100%,4.00,-0.07,100%,4.42,0.01,100%,54.00,-0.09,100%,59.23,-0.10,100%,6.33,0.82,100%,2.80,-1.15,100%,6.83,1.38,100%,6.33,1.30,100%,5.50,0.35,100%,-1.00,-0.12,100%,4.00,0.21,100%,4.40,0.12,100%,40.33,-0.56,100%,42.00,-0.58,100%,3.475353964,4,1.8,7,3.149964622,1.974706393,281,5
rapido,physical,a,,,5.78,0.61,100%,3.47,-0.72,100%,4.61,-0.22,100%,3.64,-0.48,100%,5.41,0.32,100%,0.42,1.29,100%,5.42,0.53,100%,2.56,-0.84,100%,27.68,-0.81,100%,27.44,-1.05,100%,5.94,0.60,100%,3.38,-0.71,100%,4.51,-0.28,100%,3.51,-0.54,100%,5.46,0.32,100%,0.20,1.23,100%,5.32,0.36,100%,2.41,-1.00,100%,25.73,-0.94,100%,26.41,-1.09,100%,5.52,0.63,100%,3.63,-0.74,100%,4.78,-0.12,100%,3.83,-0.38,100%,5.33,0.32,100%,0.82,1.41,100%,5.56,0.78,100%,2.80,-0.58,100%,30.80,-0.60,100%,29.04,-0.97,100%,3.855094935,9,1.5,6,4.187434902,2.523601614,766,13
rassegnazione,psycho-social,n,99%,1%,5.45,0.24,100%,5.62,0.49,100%,4.03,-0.32,100%,3.06,-0.61,100%,4.69,0.02,100%,-1.94,-0.47,100%,3.90,-0.38,100%,4.32,-0.13,100%,59.66,-0.13,100%,73.78,0.19,100%,5.58,0.24,100%,5.46,0.48,100%,4.38,-0.21,100%,3.19,-0.57,100%,4.73,0.00,100%,-1.96,-0.49,100%,4.00,-0.30,100%,4.64,0.06,100%,64.38,-0.01,100%,75.35,0.23,100%,4.80,0.26,100%,6.33,0.50,100%,2.20,-0.89,100%,2.40,-0.81,100%,4.50,0.13,100%,-1.83,-0.39,100%,3.50,-0.68,100%,3.00,-0.91,100%,39.17,-0.67,100%,67.00,0.00,100%,2.580089314,2,2.65,13,1.19092323,1.19092323,34,3
recidivo,physical,a,,,4.94,-0.09,100%,6.07,0.87,100%,2.93,-0.87,100%,2.11,-1.11,100%,3.50,-0.67,100%,-1.26,-0.01,100%,3.11,-0.41,100%,2.45,-0.76,100%,29.76,-0.49,100%,49.23,-0.09,100%,4.93,-0.09,100%,6.00,0.85,100%,2.77,-0.94,100%,2.20,-1.15,100%,3.50,-0.68,100%,-1.33,-0.08,100%,3.13,-0.44,100%,2.56,-0.73,100%,32.32,-0.42,100%,50.52,-0.06,100%,5.00,-0.10,100%,6.50,0.99,100%,4.00,-0.39,100%,1.33,-0.85,100%,3.50,-0.58,100%,-0.75,0.42,100%,3.00,-0.13,100%,1.75,-0.91,100%,13.75,-0.93,100%,40.50,-0.30,100%,2.722402147,3,1.85,8,2.287833243,2.016630315,59,3
renale,physical,a,,,4.05,-0.85,98%,5.82,1.06,98%,4.53,-0.32,98%,3.82,-0.33,98%,4.17,-0.60,98%,-1.06,0.17,100%,3.63,-0.49,100%,4.52,-0.18,98%,55.69,-0.11,98%,58.94,-0.18,98%,4.27,-0.89,97%,5.81,1.08,97%,4.78,-0.21,97%,3.89,-0.31,97%,4.47,-0.52,97%,-1.14,0.13,100%,3.86,-0.49,100%,4.78,-0.08,97%,60.14,-0.04,97%,62.53,-0.09,97%,3.45,-0.75,100%,5.86,1.00,100%,3.85,-0.63,100%,3.62,-0.38,100%,3.43,-0.77,100%,-0.86,0.29,100%,3.07,-0.49,100%,3.86,-0.43,100%,44.57,-0.30,100%,49.71,-0.40,100%,3.238198097,6,1.65,6,3.871711842,2.423677332,153,6
retrosternale,physical,a,,,2.56,-1.48,76%,6.76,1.19,76%,4.13,-0.57,75%,4.62,0.04,76%,3.57,-1.10,72%,-0.42,0.59,74%,2.36,-0.92,74%,3.30,-0.31,72%,34.38,-0.39,75%,40.81,-0.44,79%,2.65,-1.57,71%,6.70,1.18,71%,4.11,-0.52,70%,4.33,-0.03,72%,3.68,-1.13,68%,-0.43,0.61,70%,2.35,-0.88,69%,3.53,-0.19,68%,35.95,-0.35,71%,42.81,-0.41,75%,2.20,-1.11,100%,7.00,1.25,100%,4.20,-0.77,100%,5.80,0.31,100%,3.00,-0.98,100%,-0.40,0.54,100%,2.40,-1.08,100%,2.25,-0.89,100%,26.50,-0.56,100%,32.40,-0.59,100%,NA,0,4.55,13,NA,NA,NA,0
reumatico,physical,a,,,3.93,-0.73,88%,6.79,1.23,87%,3.14,-0.90,85%,3.70,-0.38,86%,3.97,-0.70,86%,-1.56,-0.28,86%,4.43,0.02,85%,5.40,0.61,86%,65.81,0.46,89%,69.66,0.36,86%,4.26,-0.66,83%,6.83,1.20,85%,3.00,-0.91,84%,3.52,-0.50,84%,3.90,-0.79,84%,-1.73,-0.35,85%,4.68,0.18,85%,5.45,0.53,83%,71.26,0.48,88%,74.18,0.44,85%,3.30,-0.85,100%,6.70,1.30,91%,3.50,-0.86,89%,4.11,-0.10,90%,4.11,-0.49,90%,-1.20,-0.12,91%,3.50,-0.56,86%,5.30,0.77,91%,50.13,0.38,89%,59.70,0.20,91%,1.491953226,2,2.35,9,2.094013217,1.642468224,3,2
reumatismo,physical,n,,,4.35,-0.21,100%,6.29,0.86,100%,3.76,-0.58,100%,5.15,0.36,100%,5,0.00,100%,-1.45,-0.04,100%,3.43,-0.54,100%,4.92,0.12,100%,58.65,0.02,100%,62.20,-0.04,100%,4.34,-0.21,100%,6.22,0.83,100%,3.97,-0.44,100%,5.38,0.44,100%,5.16,0.09,100%,-1.39,0.03,100%,3.52,-0.57,100%,4.94,0.08,100%,58.97,-0.01,100%,60.33,-0.10,100%,4.38,-0.22,100%,6.44,0.93,100%,3.35,-0.86,100%,4.64,0.15,100%,4.71,-0.17,100%,-1.56,-0.18,100%,3.27,-0.48,100%,4.88,0.21,100%,58.06,0.07,100%,66.06,0.10,100%,1.668044485,1,3,10,2.764954498,2.764954498,3,1
ricorrente,physical,a,,,6.13,0.63,100%,4.70,0.00,100%,3.65,-0.77,100%,2.67,-0.97,100%,4.66,-0.30,100%,-0.35,0.53,100%,3.41,-0.52,100%,3.21,-0.58,100%,39.64,-0.40,100%,51.74,-0.08,100%,6.15,0.61,100%,4.73,0.01,100%,3.30,-0.94,100%,2.70,-0.97,100%,4.52,-0.41,100%,-0.33,0.58,100%,3.27,-0.60,100%,3.42,-0.51,100%,38.88,-0.40,100%,51.10,-0.08,100%,6.08,0.67,100%,4.58,-0.03,100%,4.85,-0.21,100%,2.58,-1.00,100%,5.17,0.10,100%,-0.42,0.33,100%,3.92,-0.24,100%,2.46,-0.85,100%,42.15,-0.40,100%,53.77,-0.06,100%,3.195244604,3,2,10,2.668044485,1.964996328,174,3
ridotto,physical,a,,,6.09,0.34,100%,4.09,-0.26,100%,3.38,-0.79,100%,2.50,-0.77,100%,4.79,-0.14,100%,-1.71,-0.47,100%,1.94,-1.14,100%,2.34,-0.85,100%,10,-1.29,100%,12.42,-1.30,100%,5.92,0.18,100%,4.33,-0.17,100%,3.36,-0.79,100%,2.52,-0.75,100%,4.83,-0.16,100%,-1.87,-0.47,100%,1.83,-1.26,100%,2.42,-0.90,100%,11.35,-1.37,100%,13.76,-1.39,100%,6.56,0.78,100%,3.55,-0.46,100%,3.40,-0.81,100%,2.44,-0.80,100%,4.73,-0.10,100%,-1.36,-0.47,100%,2.18,-0.90,100%,2.18,-0.74,100%,7.18,-1.13,100%,9.36,-1.08,100%,4.024707605,11,1.45,7,3.698104207,2.060280892,1209,12
rifiuto,psycho-social,n,96%,4%,5.64,0.51,100%,3.47,-0.75,100%,5.29,0.15,100%,4,-0.32,100%,5.64,0.43,100%,-1.82,-0.47,100%,3.47,-0.50,100%,3.80,-0.12,100%,47.22,-0.12,100%,66.06,0.27,100%,5.60,0.34,100%,3.45,-0.71,100%,5.36,0.17,100%,3.59,-0.49,100%,5.78,0.50,100%,-2.15,-0.71,100%,3.84,-0.44,100%,4.46,0.12,100%,53.93,0.03,100%,74.67,0.50,100%,5.70,0.76,100%,3.50,-0.82,100%,5.17,0.11,100%,4.63,-0.05,100%,5.38,0.31,100%,-1.23,-0.04,100%,2.92,-0.59,100%,2.76,-0.48,100%,36.48,-0.37,100%,52.64,-0.10,100%,4.060741438,4,1.6,7,4.050061527,2.752109373,1214,8
rigidita,physical,n,,,5.76,0.46,100%,4.32,-0.31,100%,5.06,0.29,100%,5.13,0.41,100%,4.78,0.12,100%,-0.63,0.57,100%,2.76,-0.93,100%,3.19,-0.67,100%,40.94,-0.69,100%,48.97,-0.72,100%,6.00,0.53,100%,4.07,-0.36,100%,5.27,0.31,100%,5.31,0.46,100%,5.00,0.20,100%,-0.65,0.54,100%,2.83,-0.84,100%,3.24,-0.61,100%,41.04,-0.70,100%,50.12,-0.67,100%,4.60,0.17,100%,5.50,-0.06,100%,4.00,0.14,100%,4.20,0.13,100%,3.83,-0.24,100%,-0.50,0.69,100%,2.50,-1.27,100%,3.00,-0.93,100%,40.50,-0.63,100%,44.00,-0.96,100%,NA,1,2.35,8,1.19092323,1.19092323,60,0
rimozione,physical,n,51%,49%,5.32,0.14,100%,5.21,0.36,100%,4.67,0.00,100%,4.57,0.04,100%,4.60,-0.01,100%,-0.42,0.62,100%,2.52,-0.71,100%,2.31,-0.74,100%,22.90,-0.64,100%,25.16,-0.82,100%,5.33,0.12,100%,5.17,0.38,100%,4.65,0.00,100%,4.64,0.00,100%,4.46,-0.10,100%,-0.44,0.58,100%,2.50,-0.76,100%,2.44,-0.70,100%,23.32,-0.64,100%,25.48,-0.81,100%,5.25,0.28,100%,5.50,0.23,100%,4.75,0.04,100%,4.00,0.38,100%,5.50,0.53,100%,-0.25,0.86,100%,2.67,-0.33,100%,1.50,-0.98,100%,20.25,-0.66,100%,23.00,-0.88,100%,3.275499508,3,2.3,9,1.889893234,1.58295365,212,3
rodere,psycho-social,v,92%,8%,4.10,-0.72,98%,5.32,0.35,98%,3.88,-0.69,98%,3.20,-0.72,98%,4.73,-0.40,98%,-1.29,-0.22,98%,4.58,0.14,98%,3.63,-0.41,98%,42.56,-0.33,98%,52.74,-0.12,98%,4.18,-0.75,100%,5.38,0.35,100%,3.50,-0.89,100%,2.95,-0.85,100%,4.70,-0.45,100%,-1.42,-0.28,100%,4.56,0.11,100%,3.80,-0.37,100%,43.23,-0.29,100%,53.44,-0.11,100%,3.83,-0.64,92%,5.09,0.31,92%,5.25,0.04,92%,4.18,-0.20,92%,4.82,-0.19,92%,-0.73,0.02,92%,4.67,0.23,92%,3.00,-0.55,92%,40.17,-0.47,92%,50.33,-0.15,92%,2.03602127,13,1.2,6,4.604893202,2.138883215,13,16
rompere,physical,v,,,6.78,0.80,97%,1.83,-1.63,100%,6.88,1.08,100%,6.10,0.93,100%,6.38,0.86,100%,-1.88,-0.58,100%,5.82,0.94,100%,4.74,0.38,100%,68.97,0.57,100%,74.78,0.67,100%,6.83,0.77,96%,1.79,-1.71,100%,6.86,1.12,100%,5.90,0.79,100%,6.48,0.87,100%,-2.09,-0.64,100%,5.87,0.88,100%,4.79,0.33,100%,66.57,0.41,100%,73.68,0.55,100%,6.67,0.86,100%,1.91,-1.45,100%,6.90,1.01,100%,6.56,1.27,100%,6.18,0.83,100%,-1.45,-0.45,100%,5.73,1.05,100%,4.64,0.48,100%,74.00,0.92,100%,77.27,0.96,100%,4.283117351,6,1.35,7,3.318028028,1.960375191,1958,12
rottura,physical,n,35%,65%,5.67,0.25,100%,2.88,-0.73,100%,6.40,0.69,100%,5.55,0.55,100%,5.71,0.46,100%,-1.75,-0.38,100%,5.55,0.62,100%,6.04,0.65,100%,79,0.67,100%,84.43,0.65,100%,5.77,0.22,100%,2.76,-0.76,100%,6.35,0.65,100%,5.68,0.58,100%,5.66,0.39,100%,-1.76,-0.37,100%,5.74,0.64,100%,5.92,0.58,100%,75.78,0.54,100%,82.30,0.57,100%,5.36,0.35,100%,3.21,-0.63,100%,6.54,0.80,100%,5.15,0.44,100%,5.86,0.63,100%,-1.71,-0.40,100%,5.07,0.58,100%,6.36,0.83,100%,87.29,1.00,100%,90.07,0.87,100%,3.993696955,6,1.65,7,3.125421681,1.810597352,1053,7
rovina,psycho-social,n,96%,4%,5.15,0.10,100%,4.30,-0.09,100%,5.03,-0.05,100%,4.15,-0.23,100%,5.16,0.00,100%,-1.71,-0.40,100%,4.62,0.18,100%,4.13,-0.02,100%,57,0.12,100%,71.58,0.38,100%,5.36,0.17,100%,4.32,-0.07,100%,4.93,-0.07,100%,4.03,-0.24,100%,5.18,-0.01,100%,-1.70,-0.37,100%,4.69,0.19,100%,4.04,-0.02,100%,56.82,0.13,100%,70.14,0.33,100%,4.00,-0.27,100%,4.20,-0.20,100%,5.60,0.06,100%,4.80,-0.18,100%,5.00,0.03,100%,-1.80,-0.56,100%,4.20,0.17,100%,4.75,-0.02,100%,58.25,0.05,100%,79.60,0.64,100%,4.074584665,10,1.25,6,3.697428262,2.119950794,1258,12
saltuario,physical,a,,,4,-0.78,100%,6,0.85,100%,2.95,-0.98,100%,2.36,-1.01,100%,3.77,-0.94,100%,-0.02,0.96,100%,2.67,-0.92,100%,2.29,-1.25,100%,19,-1.31,100%,22.23,-1.35,100%,4.39,-0.70,100%,5.95,0.83,100%,3.06,-0.97,100%,2.46,-0.97,100%,4.00,-0.94,100%,0.00,0.97,100%,2.51,-1.03,100%,2.39,-1.25,100%,19.22,-1.31,100%,22.78,-1.34,100%,2.71,-1.01,100%,6.29,0.92,100%,2.43,-1.04,100%,1.86,-1.21,100%,2.33,-0.95,100%,-0.17,0.89,100%,3.67,-0.27,100%,1.71,-1.26,100%,17.67,-1.31,100%,18.83,-1.42,100%,2.094013217,3,2.15,9,3.431472478,2.19715673,14,3
sangue,physical,n,1%,99%,6.64,0.92,100%,2.11,-1.45,100%,7,1.11,100%,6.94,1.27,100%,6.29,0.75,100%,-0.59,0.55,100%,4.36,0.02,100%,4.26,0.04,100%,48.49,-0.14,100%,47.49,-0.34,100%,6.61,0.83,100%,2.11,-1.51,100%,7.00,1.13,100%,7.00,1.27,100%,6.24,0.70,100%,-0.77,0.49,100%,4.15,-0.13,100%,4.63,0.15,100%,52.04,-0.12,100%,50.65,-0.30,100%,6.70,1.15,100%,2.09,-1.30,100%,7.00,1.06,100%,6.80,1.27,100%,6.40,0.86,100%,-0.18,0.70,100%,5.14,0.57,100%,3.45,-0.21,100%,38.22,-0.21,100%,40.00,-0.45,100%,5.279342847,11,1.05,6,2.491953226,1.521267227,8528,12
sanguinare,physical,v,,,5.83,0.52,100%,2.82,-0.99,100%,6.86,1.10,100%,6.80,1.24,100%,6.33,0.75,100%,-1.98,-0.56,100%,5.14,0.47,100%,5.93,0.71,100%,66.93,0.38,100%,69.95,0.31,100%,6.17,0.56,100%,2.89,-0.93,100%,6.86,1.07,100%,6.78,1.22,100%,6.35,0.67,100%,-1.89,-0.48,100%,5.19,0.49,100%,5.92,0.68,100%,66.00,0.34,100%,70.78,0.34,100%,4.71,0.38,100%,2.43,-1.28,100%,6.86,1.26,100%,6.86,1.33,100%,6.17,1.24,100%,-2.50,-1.05,100%,4.83,0.37,100%,6.00,0.87,100%,72.50,0.64,100%,64.83,0.09,100%,3.572038311,3,1.7,10,2.59746341,1.860456621,418,3
sbattere,physical,v,,,5.57,0.48,100%,3.11,-0.90,100%,6.09,0.74,100%,5.11,0.44,100%,5.56,0.43,100%,-0.68,0.37,100%,4.38,0.09,100%,4.34,-0.01,100%,46.25,-0.28,100%,50.54,-0.27,100%,5.43,0.43,100%,3.24,-0.82,100%,6.00,0.66,100%,5.33,0.51,100%,5.70,0.51,100%,-0.64,0.39,100%,4.25,0.00,100%,4.34,-0.03,100%,44.67,-0.36,100%,51.77,-0.23,100%,6.00,0.64,100%,2.67,-1.15,100%,6.33,0.93,100%,4.44,0.25,100%,5.11,0.21,100%,-0.78,0.32,100%,4.78,0.37,100%,4.33,0.08,100%,51.00,-0.05,100%,47.00,-0.37,100%,3.873068306,5,1.45,8,2.480957841,1.554584908,845,7
sbranare,physical,v,,,4.46,-0.31,100%,4.02,-0.49,100%,6.18,0.72,100%,4.95,0.37,100%,5.09,0.14,100%,-2.40,-0.90,100%,6.41,0.92,100%,6.33,0.89,100%,83.75,0.85,100%,90.51,0.85,100%,4.45,-0.29,100%,4.03,-0.51,100%,6.14,0.76,100%,4.79,0.29,100%,5.17,0.26,100%,-2.49,-0.95,100%,6.41,0.90,100%,6.42,0.94,100%,84.94,0.88,100%,89.74,0.82,100%,4.50,-0.41,100%,4.00,-0.36,100%,6.43,0.52,100%,5.83,0.79,100%,4.71,-0.46,100%,-2.00,-0.65,100%,6.43,1.00,100%,5.86,0.62,100%,78.38,0.73,100%,93.88,1.02,100%,2.381254928,4,1.8,8,1.844135744,1.592786986,27,4
schiacciamento,physical,n,,,5,-0.39,100%,4.97,0.29,100%,5.81,0.53,100%,5.63,0.73,100%,4.26,-0.53,100%,NA,NA,100%,5.32,0.63,100%,5.49,0.76,100%,74.62,0.78,100%,73.47,0.66,100%,4.96,-0.49,100%,5.42,0.48,100%,6.09,0.70,100%,5.71,0.76,100%,4.13,-0.64,100%,NA,NA,100%,5.39,0.61,100%,5.71,0.81,100%,81.78,0.91,100%,83.20,0.83,100%,5.11,-0.13,100%,4.00,-0.15,100%,5.20,0.17,100%,5.44,0.68,100%,4.55,-0.31,100%,NA,NA,100%,5.18,0.69,100%,5.00,0.67,100%,59.64,0.49,100%,51.36,0.28,100%,2.605896578,1,2.9,14,1.19092323,1.19092323,37,1
schiacciante,physical,a,,,4.11,-0.35,100%,5.76,0.59,100%,3.39,-0.76,100%,3.28,-0.51,100%,3.44,-0.76,100%,-0.97,0.17,100%,4.19,-0.05,100%,3.68,-0.33,100%,46.61,-0.18,100%,54.40,-0.11,100%,3.93,-0.40,100%,5.76,0.59,100%,3.38,-0.79,100%,3.59,-0.41,100%,3.30,-0.85,100%,-1.04,0.11,100%,4.18,-0.04,100%,3.97,-0.22,100%,49.74,-0.13,100%,56.69,-0.04,100%,4.67,-0.23,100%,5.78,0.60,100%,3.44,-0.69,100%,2.33,-0.82,100%,3.89,-0.48,100%,-0.78,0.36,100%,4.22,-0.06,100%,2.78,-0.69,100%,37.22,-0.36,100%,47.78,-0.29,100%,3.193089292,2,2,12,2.939111257,2.065017244,172,2
schiacciare,physical,v,,,5.48,0.25,100%,2.83,-0.91,100%,6.35,0.72,100%,5.84,0.58,100%,5.75,0.27,100%,-1.20,0.11,100%,4.79,0.29,100%,4.60,0.09,100%,65.38,0.26,100%,63.02,0.03,100%,5.41,0.18,100%,2.87,-0.87,100%,6.27,0.68,100%,5.80,0.55,100%,5.88,0.33,100%,-1.16,0.18,100%,4.70,0.19,100%,4.48,-0.01,100%,64.81,0.17,100%,62.85,0.00,100%,5.73,0.53,100%,2.68,-1.03,100%,6.63,0.83,100%,5.95,0.66,100%,5.29,0.05,100%,-1.35,-0.11,100%,5.11,0.60,100%,5.00,0.42,100%,67.20,0.55,100%,63.60,0.12,100%,3.473092008,3,1.6,11,2.770706827,1.776214849,326,4
schiaffeggiare,physical,v,,,6.03,0.30,100%,3,-0.90,100%,6.81,1.05,100%,6.30,1.06,100%,5.76,0.44,100%,-1.11,0.08,53%,5.44,0.68,100%,4.54,0.23,100%,66.18,0.48,100%,64.25,0.30,100%,6.08,0.33,100%,3.00,-0.99,100%,6.77,1.08,100%,6.38,1.06,100%,5.83,0.44,100%,-1.36,-0.06,61%,5.30,0.56,100%,4.42,0.11,100%,69.04,0.47,100%,67.12,0.25,100%,5.89,0.23,100%,3.00,-0.69,100%,6.90,1.01,100%,6.11,1.05,100%,5.64,0.46,100%,-0.25,0.58,36%,5.73,0.93,100%,4.82,0.50,100%,60.18,0.48,100%,57.73,0.43,100%,2.469676831,2,1.8,14,1.588863239,1.540408232,36,2
schiaffo,physical,n,,,5.73,0.42,100%,2.13,-1.40,100%,6.90,1.14,100%,6.89,1.28,100%,6.56,0.92,100%,-1.72,-0.36,100%,5.74,0.83,100%,5.16,0.24,100%,64.71,0.26,100%,70.23,0.25,100%,5.96,0.36,100%,2.13,-1.38,100%,6.91,1.12,100%,6.89,1.27,100%,6.68,0.89,100%,-1.68,-0.30,100%,5.73,0.81,100%,5.00,0.12,100%,65.08,0.27,100%,70.59,0.24,100%,5.00,0.61,100%,2.14,-1.46,100%,6.86,1.26,100%,6.86,1.35,100%,5.83,1.07,100%,-2.00,-0.69,100%,5.83,0.95,100%,6.00,0.90,100%,62.50,0.20,100%,68.00,0.28,100%,3.651069048,6,1.55,8,3.511069516,1.694109278,435,6
sciabola,physical,n,,,3.65,-0.92,98%,4.80,0.04,98%,6.39,0.67,98%,6.57,0.95,98%,5.18,0.00,98%,-0.32,0.52,98%,3.77,-0.28,98%,2.95,-0.72,98%,36.56,-0.53,98%,37.51,-0.63,98%,3.77,-0.92,100%,4.98,0.13,100%,6.57,0.78,100%,6.60,0.94,100%,5.25,0.03,100%,-0.38,0.51,100%,3.69,-0.32,100%,3.00,-0.72,100%,36.23,-0.56,100%,37.00,-0.65,100%,3.25,-0.91,92%,4.09,-0.32,92%,5.75,0.26,92%,6.45,0.96,92%,4.91,-0.13,92%,-0.09,0.56,92%,4.08,-0.15,92%,2.75,-0.70,92%,37.75,-0.42,92%,39.25,-0.56,92%,2.824391686,3,2.35,8,2.446195735,1.668044485,64,3
