word_french,familiarity_mean_conceptual,familiarity_sd_conceptual,familiarity_min_conceptual,familiarity_max_conceptual,number_of_raters,rt_mean,rt_sd
garderie,91.176,10.678,69,100,17,4.658,3.088
gardien,85.545,22.77,1,100,22,8.052,11.894
gare,94.263,9.666,63,100,19,7.432,9.849
garniture,89.182,14.208,50,100,22,5.728,4.275
gars,93.474,9.657,72,100,19,5.95,4.932
gâteau,94.263,11.58,50,100,19,3.775,3.089
gâterie,88.333,19.354,20,100,24,4.42,4.095
gaze,35.955,37.839,0,99,22,8.993,8.757
gazelle,85.3,22.788,17,100,20,7.749,10.868
geai,53.238,36.394,0,100,22,6.14,6.532
geisha,77.5,20.456,33,100,24,4.473,1.992
gélatine,85.632,20.001,29,100,19,3.979,2.099
gelée,82.043,22.721,1,100,24,9.05,18.675
gencive,96.05,5.568,82,100,20,5.48,3.752
gendarme,62.667,16.12,42,100,24,3.857,1.401
générateur,77.368,26.621,12,100,19,4.434,2.773
génération,90.333,10.804,68,100,21,8.932,11.16
genèse,55.682,34.744,0,100,22,6.449,4.057
génie,85.773,15.748,50,100,22,3.9,1.878
genou,96.381,5.835,83,100,21,4.126,3.139
genouillère,77.211,24.326,11,100,19,4.629,2.773
gentillesse,90.9,14.312,50,100,20,5.059,4.061
gerbe,50.636,39.13,0,100,22,5.001,2.105
germanisation,46.818,35.779,0,100,22,5.506,2.27
gestation,83.421,21.762,30,100,19,5.619,4.57
gestionnaire,78.882,15.459,50,100,17,9.145,15.989
gibier,85.105,17.823,37,100,19,7.555,10.177
gigot,47.227,40.078,0,100,22,4.94,3.468
gilet,81.476,20.839,22,100,21,6.214,6.617
girafe,91.714,12.578,50,100,21,4.706,4.172
girouette,81.5,18.406,20,100,24,6.983,11.788
gîte,82.667,22.951,12,100,21,5.638,7.944
glacier,86.818,14.689,56,100,22,6.84,8.354
glacière,91.19,12.588,50,100,21,4.151,2.32
glaçon,95,7.321,63,100,24,3.403,0.673
glaise,57.091,35.226,49,100,22,5.273,2.744
glaive,33.5,36.147,0,100,21,5.517,4.706
gland,85.25,22.457,2,100,21,6.986,9.179
glande,79.783,20.909,5,100,24,5.688,4.238
glas,24.636,31.621,0,100,22,7.991,13.685
glissade,94.158,9.523,68,100,19,6.234,12.967
glissière,66.167,27.029,0,100,24,8.398,7.218
globe,90.5,17.071,28,100,20,8.135,11.646
globule,84.857,16.77,49,100,21,4.975,3.073
glotte,31.263,35.445,0,100,19,6.191,4.356
goéland,89.35,10.236,60,100,21,5.71,5.108
gonflement,81.81,19.172,50,100,21,6.413,7.232
gorgée,83.048,24.105,0,100,21,5.336,3.628
gorille,91,11.267,57,100,22,5.714,4.291
goudron,81.5,30.948,0,100,22,5.85,6.733
gouffre,84.429,19.946,16,100,21,4.678,3.421
gourmet,80.773,18.302,44,100,22,5.379,4.952
goût,93.933,7.878,71,100,16,5.582,3.787
goûter,90,10.847,65,100,19,6.596,7.409
gouttelette,79.773,24.609,6,100,22,5.969,6.886
gouvernail,75.333,27.259,0,100,21,4.003,3.351
gouvernante,76.5,26.685,10,100,22,5.094,3.443
gradient,60.381,32.418,0,100,21,5.839,3.832
gradin,83.045,24.094,59,100,22,6.969,10.048
graffiti,89.167,13.541,68,100,24,3.602,0.545
graissage,70.409,30.643,0,100,22,6.568,8.709
grammaire,87.381,16.448,41,100,21,4.915,5.235
grandeur,91.55,16.662,28,100,20,3.844,1.13
grange,84.421,22.826,6,100,19,4.113,2.506
granit,67.619,32.561,0,100,21,6.565,7.296
granule,73.526,31.024,0,100,19,8.427,13.783
graphique,84.409,16.672,50,100,22,5.503,4.966
graphisme,80.318,23.039,10,100,22,6.14,6.383
gratitude,90.45,15.15,50,100,20,4.61,2.185
gravier,85.125,22.311,0,100,24,5.783,5.072
gravité,86.118,14.607,50,100,17,4.204,1.845
gravure,86.136,15.899,50,100,22,6.167,5.662
grec,83.091,23.843,6,100,22,5.23,7.281
grenade,85.368,20.546,25,100,19,4,2.201
grenat,17.316,20.849,0,54,19,4.674,3.048
grenouille,92.85,21.384,5,100,20,6.335,6.048
grief,57.857,33.683,0,100,21,5.874,6.245
griffe,91.2,16.741,27,100,20,6.809,6.583
gril,63.625,39.799,0,100,16,5.546,5.821
grill,87.05,12.894,50,100,21,4.258,2.834
grillage,87.083,16.613,47,100,24,6.294,7.78
grille,81.75,18.116,50,100,20,6.001,6.357
grille-pain,97.158,7.433,68,100,19,5.579,4.662
grillon,58.913,36.848,0,100,24,9.274,10.543
grimace,90.182,15.293,50,100,22,5.606,7.91
grog,28.045,36.587,0,100,22,11.54,13.916
grognement,92.421,12.946,50,100,19,5.093,3.1
grondement,87.409,12.898,60,100,22,5.722,3.05
grossesse,91.263,16.299,44,100,19,4.455,2.665
grosseur,93.429,8.986,75,100,21,5.96,4.876
grotte,82.864,23.341,8,100,22,6.983,8.877
groupe,93.682,8.643,70,100,22,6.637,5.367
groupement,79.905,18.745,43,100,21,10.117,13.386
grue,88.263,18.11,25,100,19,4.623,2.844
gruyère,68.789,34.642,2,100,19,6.019,6.12
guerre,96,5.62,80,100,21,4.393,2.72
gueule,91,12.284,62,100,21,5.039,3.919
guichet,89.684,14.229,50,100,19,3.67,1.849
guidon,86.167,23.704,0,100,24,5.748,7.288
guillemet,80.263,23.516,4,100,19,5.506,4.64
guillotine,76.579,23.836,23,100,19,5.882,5.328
guimauve,89.182,22.874,81,100,22,5.83,6.363
guise,48.684,33.151,0,100,19,7.245,7.075
guitare,94.818,11.249,50,100,22,4.444,5.097
gymnaste,87.955,16.232,50,100,22,4.321,2.992
gynécologie,84.136,21.975,9,100,22,4.573,2.489
habit,86.238,23.356,0,100,21,5.757,8.097
habitacle,71.333,30.85,0,100,21,6.252,7.387
habitation,90.375,11.96,62,100,16,6.288,7.232
habitude,84.842,16.101,50,100,19,6.341,3.985
hache,69.857,32.493,50,100,24,5.31,1.26
hachoir,81.318,20.122,18,100,22,6.878,5.937
haie,64.421,33.247,0,100,19,4.785,2.538
haine,89.474,17.964,29,100,19,5.623,4.482
haleine,93.19,9.266,66,100,21,6.263,5.815
haltère,83.524,25.357,0,100,21,5.45,3.491
hamac,87.958,25.552,0,100,24,4.075,2.7
hamburger,93.773,12.379,50,100,22,4.434,2.35
hameçon,88,24.231,0,100,22,4.777,4.181
hanche,95.263,7.07,76,100,19,4.869,4.628
hangar,73.727,27.093,10,100,22,8.828,6.867
harcèlement,92.091,10.906,60,100,22,3.769,1.374
hardes,18.6,25.683,0,100,20,5.58,5.538
harem,74.762,32.414,0,100,21,7.194,12.654
harmonica,89.895,15.326,50,100,19,4.539,1.587
harmonie,85.333,15.682,50,100,22,4.122,2.24
harnais,79.895,27.644,6,100,19,6.652,12.686
harpe,84.227,19.758,32,100,22,5.185,5.622
hasard,93.818,12.172,50,100,22,3.501,1.522
hâte,84.158,22.843,4,100,19,6.498,6.785
haussement,71.476,24.825,25,100,22,6.702,7.484
hautbois,46.955,41.621,0,100,22,5.419,4.328
hébergement,84.19,17.899,50,100,21,5.114,5.002
hélice,83.375,25.222,0,100,24,4.011,1.966
hémisphère,92.429,12.675,50,100,21,5.3,3.262
herbe,93.364,8.555,64,100,22,4.875,3.709
hérisson,83.87,22.231,6,100,24,4.735,2.882
héritage,92.526,11.659,50,100,19,4.693,4.594
héritier,86.571,17.119,32,100,22,8.979,9.661
hermine,27,28.034,0,100,19,9.647,8.53
hernie,73.5,25.057,19,100,20,5.291,2.112
héros,91.682,13.926,42,100,22,4.526,3.436
herse,16.625,25.695,0,74,24,6.746,5.297
hésitation,90.158,15.421,50,100,19,5.614,4.269
hêtre,39.842,40.907,0,100,19,5.459,3.232
heurt,48.727,34.093,0,100,22,7.827,6.518
hibou,90.458,14.566,50,100,24,3.686,1.833
hic,61.952,34.846,0,100,21,7.479,6.963
hiérarchie,91.708,12.544,59,100,24,4.852,2.978
hiéroglyphe,59.9,32.291,0,100,20,4.795,2.948
hindouisme,75.773,26.318,0,100,22,5.162,3.52
hippocampe,85.955,18.36,50,100,22,7.275,10.014
hippopotame,89.579,15.396,42,100,19,7.225,8.768
hirondelle,86.143,23.994,0,100,22,4.64,3.076
histoire,91.095,12.47,50,100,21,4.889,4.301
historienne,86.368,17.525,50,100,19,8.67,10.421
historique,91.563,9.626,67,100,16,6.564,8.339
hochet,71.111,37.476,0,100,19,5.383,3.642
hockey,93.095,11.87,64,100,21,3.998,2.539
homard,89.045,17.791,50,100,22,7.518,11.031
hommage,85.813,19.837,24,100,16,5.91,6.705
honneur,89.81,12.844,50,100,21,5.366,5.907
honte,90.048,13.052,50,100,21,6.314,9.366
hôpital,92.955,14.669,50,100,22,3.539,2.009
hoquet,73.684,31.079,0,100,19,5.802,5.161
horizon,90.8,12.718,50,100,20,6.085,7.074
horloge,89.263,14.309,50,100,19,6.138,6.555
hormone,91.826,9.861,59,100,24,6.596,6.39
horoscope,85.591,16.874,50,100,22,6.098,11.285
horreur,87.2,15.351,50,100,20,8.283,9.051
hostilité,86,12.723,50,100,17,6.312,6.348
hotdog,95.526,8.784,67,100,19,4.095,3.501
hotte,82.045,28.886,85,100,22,7.742,16.298
houille,26.5,34.475,0,100,24,9.829,20.269
huard,66.318,39.191,0,100,22,5.843,5.566
hublot,83,24.587,0,100,20,6.903,7.768
huée,68.316,33.543,0,100,19,7.446,7.305
huître,91.316,11.181,64,100,19,5.68,6.414
humanité,91,11.71,54,100,24,4.497,2.089
humeur,89.227,14.206,67,100,22,6.004,5.363
humiliation,89.353,11.368,56,100,17,6.296,7.084
humilité,82.875,20.912,28,100,24,5.837,5.393
humour,91.25,12.969,55,100,17,3.788,1.461
hune,13.905,22.847,0,70,21,4.357,3.608
hurlement,92.789,11.778,50,100,19,3.432,2.39
hyène,71.667,33.063,0,100,21,4.378,1.768
hypothèse,88.636,15.451,50,100,22,5.516,5.099
iceberg,89.706,10.588,60,100,17,6.068,5.094
identification,89.316,15.42,50,100,19,4.966,4.376
identité,93.227,10.841,59,100,22,4.145,2.831
if,37.864,43.985,57,100,22,8.048,6.793
igloo,86.125,22.626,0,100,24,7.329,11.707
ignominie,27.474,34.012,0,88,19,4.889,3.112
ignorance,83.15,29.895,0,100,20,7.97,7.988
iguane,83.409,25.571,0,100,22,4.954,6.81
illustration,84.421,15.82,50,100,19,4.295,1.674
îlot,80.75,24.399,0,100,24,5.184,5.984
image,93.045,11.197,50,100,22,4.519,3.933
imagerie,86.273,15.1,50,100,22,5.175,2.254
imitation,88.706,13.587,50,100,17,4.695,3.379
immensité,88.045,13.218,63,100,22,5.357,3.35
immeuble,92.091,11.165,60,100,22,6.442,7.981
immobilité,86.958,17.709,41,100,24,9.275,19.181
immuabilité,43.273,37.78,0,100,22,7.21,7.247
impact,81.316,15.945,50,100,19,5.342,4.325
impatience,94.15,12.097,50,100,20,4.163,1.944
implantation,81.368,14.147,51,100,19,5.224,4.525
impossibilité,79.429,27.531,4,100,21,4.455,4.831
impossible,90.75,12.023,54,100,24,7.626,10.488
imposteur,89.455,12.599,54,100,22,6.705,7.833
imposture,73.545,29.154,0,100,22,5.436,4.842
impôt,92,8.181,78,100,16,5.292,4.739
impression,93.7,9.772,72,100,20,4.955,4.909
imprimante,91.842,12.098,61,100,19,4.694,4.483
imprimerie,86.85,14.357,50,100,20,6.809,6.332
impuissance,82.118,19.448,47,100,17,9.139,14.61
impulsion,87.318,15.267,50,100,22,6.267,4.404
incendie,93.045,12.56,50,100,22,6.414,7.643
incertitude,90.167,13.862,50,100,24,8.398,13.758
inceste,85.842,24.773,8,100,19,5.63,3.994
incident,86.167,13.438,50,100,24,3.959,1.882
incision,86.833,15.656,54,100,24,7.788,13.458
inclination,72.8,20.995,26,100,22,11.18,12.323
inconnu,83.682,15.456,50,100,22,7.05,9.055
inconvénient,87.632,14.264,59,100,19,5.258,4.68
incorporation,74.118,18.808,45,100,17,6.382,4.013
incrustation,68.05,31.996,0,100,20,7.332,8.931
inculpé,71.222,28.26,16,100,19,6.304,7.086
incursion,70.318,36.588,0,100,22,4.912,3.667
index,93.211,8.842,64,100,19,4.914,3.372
indication,86.952,13.036,50,100,21,5.2,2.418
indice,78.333,21.122,50,100,21,6.027,6.795
indien,89.409,16.18,50,100,22,4.809,3.163
indifférence,91.905,8.449,76,100,21,6.686,10.251
indignation,65.789,30.715,26,100,19,6.543,7.431
individu,92,13.219,50,100,17,5.472,5.604
indulgence,84.318,17.002,11,100,22,4.761,2.263
industrie,94,7.163,80,100,24,5.608,6.377
inertie,56.364,39.419,0,100,22,5.672,5.818
infarctus,79.083,27.195,0,100,24,5.657,5.782
infection,86.947,17.008,50,100,19,6.409,5.551
infertilité,88.9,13.106,50,100,21,7.626,11.014
infidélité,90.381,9.821,65,100,21,3.999,2.527
infinité,91.714,9.339,71,100,21,5.507,4.518
infirmier,91.667,10.465,69,100,16,5.353,4.399
infirmité,77.083,24.924,6,100,24,6.9,6.837
influence,85.429,22.015,3,100,21,8.471,10.192
influx,57,29.621,0,100,22,8.511,10.759
ingénieur,84,14.629,50,100,24,7.002,3.987
ingrédient,89.455,15.479,50,100,22,4.889,3.866
initiation,88.684,14.43,50,100,19,5.314,4.048
initiative,93.789,7.664,80,100,19,5.609,3.989
injection,88.684,17.679,36,100,19,6.67,4.147
injure,81.227,26.612,0,100,22,6.87,6.595
innocence,90.579,11.092,66,100,19,6.774,5.039
innovation,84.955,17.467,46,100,22,6.522,8.343
inoccupé,84.667,18.137,31,100,21,5.308,6.73
inquiétude,93.25,10.382,59,100,20,5.546,6.727
inscription,81.818,21.714,56,100,22,6.226,6.496
insecte,92.35,13.67,50,100,20,4.888,4.628
insecticide,87.143,14.147,61,100,22,6.224,7.072
insémination,68.5,34.61,75,100,22,7.155,9.084
insertion,85.733,12.233,64,100,16,6.159,4.107
insistance,85.5,12.884,64,100,16,5.615,3.871
inspecteur,79.5,9.793,35,100,24,4.727,2.075
inspection,89.833,10.064,67,100,24,6.177,4.757
inspiration,83.455,13.595,50,100,22,6.151,6.142
installation,87.227,15.599,50,100,22,7.265,11.233
instant,88,8.602,50,100,24,3.492,1.219
instinct,86,18.408,36,100,22,9.62,10.736
institut,83.632,16.554,50,100,19,6.06,4.987
instituteur,77.318,22.074,30,100,22,7.161,9.478
instruction,87.5,15.358,50,100,22,5.177,4.025
instrument,90.105,15.213,50,100,19,5.796,5.052
insuline,68.19,31.049,0,100,21,4.465,3.559
insulte,88.75,17.654,37,100,24,3.674,1.809
intégration,88,10.858,61,100,21,5.162,3.979
intelligence,92.474,12.668,50,100,19,5.68,6.889
intensité,81.842,17.44,50,100,19,6.09,4.443
interaction,82.222,16.29,50,100,19,6.31,4.857
intérêt,92.789,8.155,72,100,19,6.245,11.36
interlocuteur,78.333,20.607,0,100,24,5.126,1.728
interprétation,83.947,17.187,50,100,19,6.487,6.58
interrogation,87.545,15.868,50,100,22,6.658,7.685
intervalle,84.667,9.75,50,100,24,5.534,3.236
intervenant,90.227,13.356,50,100,22,4.535,4.521
intervention,88.762,11.554,65,100,21,5.771,6.162
intimidation,90.273,10.507,81,100,22,4.67,3.677
intimité,89.684,15.702,50,100,19,8.626,10.926
intrigue,81.857,18.784,50,100,22,6.972,8.988
introduction,92.375,14.805,37,100,24,9.594,19.021
intuition,89.474,12.053,65,100,19,5.377,3.904
invasion,83.167,17.88,36,100,24,9.338,14.89
invention,95.5,6.603,60,100,22,3.612,1.418
inverse,88.5,9.225,50,100,24,3.884,1.242
investissement,91.217,10.724,56,100,24,5.226,3.101
invitation,92.083,12.472,52,100,24,3.395,1.205
invité,92.2,12.627,50,100,20,6.776,6.63
invitée,89.438,10.443,75,100,16,6.162,5.494
ironie,87.235,12.463,55,100,17,6.373,4.488
irruption,81.45,21.002,38,100,20,5.279,4.451
isolement,93.429,8.807,71,100,21,6.814,8.009
issue,80.864,25.964,27,100,22,4.128,2.638
ivoire,83.455,18.376,44,100,22,6.587,4.915
ivresse,83.136,25.25,0,100,22,6.814,12.571
jacquard,27.091,39.212,0,100,22,6.586,4.636
jaguar,87.952,14.087,50,100,21,6.429,9.499
jalon,41.905,37.261,0,100,21,4.439,1.713
jambe,95.333,11.173,50,100,22,3.515,1.088
jambon,90.294,14.119,50,100,17,4.275,3.297
janvier,94.783,8.878,71,100,24,5.686,9.412
jardin,90.727,14.733,50,100,22,4.95,6.717
jardinier,93.048,7.318,75,100,21,4.32,3.716
jargon,78.136,21.654,22,100,22,5.213,3.485
jarre,44.81,38.29,0,100,21,7.688,11.4
javelot,73.167,27.281,5,100,19,5.404,4.304
jazz,93.042,8.041,73,100,24,5.095,7.148
jet,86.833,11.739,50,100,24,9.098,18.532
jetée,71.368,24.597,19,100,19,5.929,5.28
jeton,82.895,24.322,8,100,19,6.313,9.349
jeudi,95.333,10.948,50,100,24,4.678,1.849
jeunesse,89.381,13.162,50,100,21,4.402,2.854
jonction,69.182,22.23,22,100,22,7.996,7.847
joueur,95.684,6,82,100,19,6.282,5.037
joueuse,83.889,24.688,0,100,19,5.143,4.086
jouissance,88.524,23.166,0,100,21,4.677,2.613
journal,94.211,9.229,66,100,19,3.871,1.769
journaliste,95.158,5.843,83,100,19,5.881,9.563
joyau,85.208,16.119,53,100,24,6.028,6.873
juillet,96.667,6.314,50,100,24,6.218,1.73
juke-box,78.364,32.405,0,100,22,11.181,21.629
jumelles,96,4.995,0,100,22,4.519,4.85
jument,87.263,15.902,50,100,19,4.544,3.77
juré,68.667,34.413,5,100,24,8.534,4.829
juron,86.952,21.544,31,100,21,7.625,9.651
jury,85.091,17.093,43,100,22,4.243,1.852
jus,96.81,4.895,83,100,21,6.655,7.726
justesse,93.273,10.74,83,100,22,4.454,3.057
justice,90.3,12.427,62,100,20,4.937,3.313
justification,84.476,15.873,50,100,21,7.131,7.703
kangourou,83.714,15.063,50,100,24,3.547,0.701
kayak,92.25,10.406,65,100,24,4.745,5.915
képi,33.591,37.126,0,100,22,8.227,10.748
kermesse,42.292,41.524,0,100,24,7.681,8.354
kérosène,43.211,37.458,0,100,19,4.746,3.158
kiosque,90.75,16.052,45,100,24,6.333,6.176
kir,31.75,39.992,0,97,20,5.351,1.832
kiwi,94.864,9.478,70,100,22,6.49,6.72
klaxon,95.368,6.817,75,100,19,4.633,4.292
koala,93,9.034,74,100,22,4.582,3.734
krill,23.889,22.525,0,99,24,5.37,0.913
laboratoire,92.455,11.791,50,100,22,3.731,2.042
labyrinthe,94.458,8.23,63,100,24,3.734,3.139
lâcheté,88.208,17.111,50,100,24,6.267,8.722
lacune,74.8,25.622,27,100,20,3.84,3.002
laideur,90.526,14.645,40,100,19,5.886,8.251
laie,4.5,14.108,0,50,22,4.909,4.73
laine,92.143,11.168,47,100,22,7.068,9.486
laitier,84.45,22.395,15,100,20,5.141,5.072
lama,85.05,22.453,0,100,21,5.649,9.078
lambeau,61.778,21.499,0,100,24,6.464,6.331
lame,90.905,10.573,66,100,21,4.57,5.23
lamelle,69.571,30.474,0,100,21,7.34,8.307
lampadaire,92.875,8.456,73,100,24,5.123,3.949
lampe,96.375,4.674,84,100,16,6.122,7.099
lance-pierres,80.667,20.956,28,100,22,4.325,3.068
lancement,78.842,20.673,23,100,19,8.95,18.969
lancer,92.381,7.074,78,100,21,4.534,4.049
landau,49.273,44.879,0,100,22,4.294,1.94
languette,71.905,27.243,10,100,21,4.557,2.213
lanterne,84.65,19.966,50,100,20,3.727,2.785
lapin,95.125,6.043,84,100,16,4.362,4.629
lapsus,86.818,13.978,47,100,22,7.914,11.652
laque,37.474,39.516,0,100,19,4.078,1.509
largeur,88,12.57,50,100,22,9.1,13.072
larme,89.762,14.966,50,100,22,5.793,7.548
lassitude,68.882,27.069,10,100,17,5.861,5.309
lasso,75.833,11.652,0,100,24,5.101,1.49
latte,76.45,25.683,0,100,20,8.691,12.739
lauréat,81.273,23.887,11,100,22,4.302,1.42
laurier,68,26.544,0,100,22,5.688,4.896
lavabo,95.182,7.538,75,100,22,3.618,1.554
lavage,95.526,7.749,70,100,19,5.188,4.279
leçon,90.591,13.11,50,100,22,4.26,1.899
lecteur,94.842,7.229,79,100,19,6.191,7.129
lecture,85.136,20.443,50,100,22,4.681,3.681
légalité,92.875,9.105,69,100,24,4.879,3.358
légende,93.682,8.085,76,100,22,5.807,7.355
législation,72.476,29.217,0,100,21,5.842,5.685
légume,96.875,6.167,73,100,24,3.937,3.226
lemme,7.313,15.615,0,50,16,4.671,1.897
lenteur,92.091,18.832,31,100,22,6.001,7.26
lentille,87.864,16.505,41,100,22,4.84,2.632
léopard,85.318,17.371,50,100,22,7.276,8.215
lèpre,71.353,22.45,22,100,17,4.632,1.649
lésion,89.316,14.178,59,100,19,4.827,3.703
lettre,96.455,5.457,80,100,22,4.271,2.585
leurre,60.053,35.806,0,100,19,7.486,7.458
levée,78,18.246,49,100,22,5.495,3.447
lever,85.211,16.515,50,100,19,5.066,2.505
levier,83.792,16.881,50,100,24,24.518,71.278
lèvre,93.227,15.052,50,100,22,4.35,3.615
lèvres,95.227,7.224,79,100,22,4.902,3.266
levure,77.909,23.462,3,100,22,5.385,3.182
lexique,85.526,16.463,50,100,19,7.027,10.832
lézard,89.235,13.535,50,100,17,4.856,5.925
liage,50.292,39.037,0,100,24,5.442,4.155
liaison,83,13.667,62,100,24,3.846,1.052
libellule,90.143,13.584,50,100,22,6.687,8.542
libération,89.737,14.877,40,100,19,7.079,7.759
liberté,95.048,8.034,78,100,22,6.288,9.266
libraire,94.222,6.656,76,100,19,7.093,6.763
licorne,85.5,21.401,0,100,24,4.819,2.895
liège,54.842,43.893,0,100,19,6.019,5.028
lien,83.182,18.004,50,100,22,5.999,5.446
lierre,36,40.13,0,100,22,4.113,1.76
lièvre,84.81,22.803,10,100,21,6.569,12.043
ligament,81.714,18.404,48,100,21,6.574,8.424
ligne,89.789,12.791,61,100,19,5.244,3.482
lilas,91.375,11.61,65,100,16,4.529,4.03
limace,88.941,11.638,66,100,17,4.286,3.23
limande,15.824,21.57,0,69,17,5.386,3.605
limite,90.208,15.662,41,100,24,5.567,8.584
limonade,93.091,12.39,58,100,22,6.227,4.299
limousine,82.368,19.962,41,100,19,5.614,8.622
lingerie,93.667,10.175,67,100,21,5.026,3.044
linguistique,83.25,18.773,36,100,20,5.665,5.447
lion,85.708,25.448,0,100,24,4.157,2.452
lionceau,84.143,21.971,21,100,21,4.668,2.748
lionne,88.15,16.304,50,100,20,4.629,4.049
liqueur,88.588,12.59,55,100,17,6.281,6.001
liquide,93.75,11.906,50,100,24,4.517,2.125
lisière,56.476,32.419,0,100,21,4.48,2.331
litière,86.529,14.621,50,100,17,5.256,3.338
livre,97.381,5.454,87,100,22,4.554,2.941
livret,82.238,27.93,2,100,21,5.477,4.846
local,89.579,17.602,50,100,19,6.379,6.382
location,95.864,6.657,43,100,22,4.135,2.119
locomotive,88.35,18.774,25,100,21,3.693,1.429
locution,58.368,31.413,0,100,19,4.607,2.258
logement,93.118,8.2,71,100,17,5.29,4.521
logiciel,86.636,17.927,50,100,22,5.057,5.743
logis,79,22.308,15,100,17,8.85,12.947
loin,93.75,7.188,76,100,24,7.376,9.014
loisir,95.857,6.215,83,100,21,7.153,7.128
longueur,96.455,5.73,44,100,22,7.268,14.172
losange,87.143,16.153,50,100,22,3.892,2.111
lotion,88.8,13.344,60,100,20,6.271,6.122
louange,78.706,16.209,50,100,17,4.424,3.169
loup,92.091,11.501,50,100,22,6.804,9.965
loutre,86.409,23.595,0,100,22,6.525,7.24
louveteau,68.455,32.645,0,100,22,5.649,8.374
loyauté,93.667,9.891,68,100,21,4.513,2.557
loyer,89.3,19.926,21,100,20,4.11,2.608
lubie,27.727,31.736,0,98,22,7.117,7.796
lubrifiant,85.75,20.496,21,100,20,4.021,2.122
lubrification,87.063,17.92,35,100,16,4.895,3.865
lucarne,39.938,37.597,0,98,16,7.088,7.629
lucidité,69.7,31.371,0,100,21,5.523,3.467
luge,84.286,23.911,3,100,21,5.588,4.4
lumière,97.409,4.415,88,100,22,4.814,8.864
lunch,95.727,9.548,0,100,22,3.745,1.625
lundi,94.737,11.637,50,100,19,7.181,9.004
lune,94.958,10.936,59,100,24,5.75,8.891
lunette,85.905,21.035,50,100,22,6.385,8.42
lunettes,97.182,5.577,81,100,22,5.231,6.867
luth,25.045,39.391,0,100,22,4.447,2.559
lutin,79.81,28.172,0,100,21,4.072,2.363
lutte,89.476,14.888,36,100,21,5.618,5.854
lutteur,87.75,16.006,50,100,24,6.413,8.743
lynx,80.765,17.82,50,100,17,5.779,8.58
lyrisme,44.143,33.44,0,100,22,6.18,3.849
macaron,93,8.962,75,100,21,3.976,1.806
macaroni,83.824,22.93,50,100,17,5.668,4.254
machine,88,16.533,50,100,19,6.859,8.464
maçon,66.136,38.69,0,100,22,6.664,12.727
magasin,92.455,10.313,60,100,22,4.679,2.294
magazine,88.5,6.091,32,100,24,4.562,1.742
magie,86.526,18.289,48,100,19,4.872,3.768
magnétophone,78.25,26.956,2,100,24,5.68,3.304
maille,81.091,19.919,33,100,22,5.094,3.01
maillet,34.421,36.479,0,100,19,6.552,5.129
maillon,69.526,31.252,6,100,19,5.836,7.999
main,95.045,11.537,50,100,22,3.744,1.836
mainmise,43.238,34.319,0,100,21,6.74,9.053
maintien,86.833,15.352,50,100,19,3.132,1.007
mairie,77.524,25.236,0,100,21,4.026,2.369
maïs,86.632,15.646,50,100,19,4.808,2.44
maison,92.909,11.288,63,100,22,4.664,2.239
maisonnette,83.773,29.202,0,96,22,6.582,10.749
maîtrise,89.667,17.11,37,100,24,4.689,4.569
majesté,82.818,22.049,19,100,22,5.391,3.016
majorité,92.667,10.132,62,100,16,6.378,5.933
malade,92.947,13.155,50,100,19,6.472,10.916
maladie,92.429,15.098,33,100,21,4.179,3.785
maladresse,86.476,21.812,0,100,21,6.083,6.509
malaise,80.8,23.955,13,100,20,4.13,3.431
malentendu,85.688,12.568,66,100,16,4.513,3.895
malheur,90.316,12.401,55,100,19,4.888,2.26
malice,78.333,23.076,25,100,24,5.508,3.867
malle,65.15,40.171,0,100,20,6.766,4.864
mallette,73.727,24.528,0,100,22,5.601,3.623
maman,94.895,16.045,30,100,20,4.006,1.802
mamelle,83.476,23.796,1,100,21,5.786,3.882
mamelon,93.048,9.744,60,100,21,4.443,3.672
mammouth,61,36.798,33,100,22,7.897,9.528
mandat,79.571,19.991,50,100,21,4.065,1.455
mandoline,64.571,32.64,0,100,21,7.311,7.906
manège,89.571,14.169,50,100,21,4.283,2.83
manette,90.95,12.709,66,100,20,4.692,2.977
manie,76.474,27.788,0,100,19,5.277,2.983
manifestation,84.333,11.039,50,100,24,4.254,0.765
manivelle,68.286,33.034,50,100,21,5.214,3.276
manoeuvre,86.042,17.357,48,100,24,4.625,3.477
manoir,85.136,16.269,47,100,22,4.916,5.813
manuel,87.895,13.106,61,100,19,4.379,2.59
mappemonde,71.682,33.26,0,100,22,5.519,3.054
maquillage,91.2,18.048,25,100,20,4.355,2.702
maracas,81.042,28.868,0,100,24,3.827,1.72
marais,81.05,24.765,4,100,20,6.834,7.042
marathon,90.958,11.708,50,100,24,9.742,18.623
marcassin,13.857,26.766,0,100,21,5.991,3.784
marchandise,91.125,11.644,55,100,24,4.69,3.288
marché,89.333,14.565,50,100,21,8.16,7.879
mardi,95.375,6.52,79,100,16,6.007,7.598
marécage,26.556,26.28,0,100,19,8.116,10.999
maréchal,55.727,32.483,0,100,22,7.305,8.776
marée,86.167,22.082,0,100,24,3.924,3.45
marelle,78.955,19.5,50,100,22,5.436,5.235
margarine,93.762,8.608,72,100,22,5.101,2.549
marguerite,88.1,16.705,50,100,20,4.279,3.526
mari,87.947,16.181,50,100,19,5.238,6.302
mariage,88.556,17.297,50,100,19,6.658,13.224
marine,82.684,24.072,4,100,19,5.483,3.511
