word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
pengering ,dryer ,31,5.064516129,0.928636415,27,4.481481481,2.517177454,29,4.363636364,1.911686547,31,4.225806452,1.334408169,30,3.9,2.564344374,36,5.138888889,2.244393367,34,4.705882353,1.962209821,38,3.894736842,2.089736485,34,5.125,2.193121658,34,6,1.66969422,34,3,2.256304299,33,5.757575758,2.525251263,65,4.876923077,1.55631468,65,4.138461538,2.276763898,63,5.133333333,2.127738877,65,5.153846154,1.752059228,64,3.421875,2.428695433,69,5.434782609,2.385484664
pengetahuan,knowledge ,31,6.419354839,1.628377384,27,3.777777778,1.625123269,29,4.545454545,2.381748785,31,3.967741935,1.251235948,30,5.3,2.493439668,36,4.777777778,2.205332642,34,7.176470588,1.64170252,38,5.421052632,2.717625941,34,6.25,1.77543626,34,7,1.906925178,34,5.588235294,2.51200327,33,7.333333333,2.131118642,65,6.815384615,1.666698718,65,4.738461538,2.451255565,63,5.933333333,2.004540301,65,5.553846154,2.222264957,64,5.453125,2.487618147,69,6,2.508808013
penggawa,guard ,31,4.774193548,1.407353957,27,4.740740741,2.346725912,29,4.727272727,2.101947149,31,3.193548387,1.301777115,30,4.433333333,1.633345062,36,4.805555556,2.053838837,34,4.588235294,2.031832239,38,5.157894737,1.716790151,34,5.458333333,1.64129235,34,5.117647059,1.628621017,34,4.852941176,1.844440507,33,3.909090909,2.323300943,65,4.676923077,1.750961274,65,4.984615385,1.996029713,63,5.311111111,1.742806282,65,4.2,1.760681686,64,4.65625,1.747730955,69,4.376811594,2.216923208
penghapus,eraser ,31,4.774193548,1.14628901,27,3.703703704,2.477821854,29,5,1.732050808,31,2.774193548,0.844972482,30,2.633333333,1.629117242,36,4.638888889,2.269710841,34,5.235294118,1.985688546,38,3.710526316,1.70702673,34,6.041666667,2.156469874,34,6.117647059,2.555620139,34,2.5,2.286322971,33,7.242424242,2.106986934,65,5.015384615,1.644045199,65,3.707692308,2.044222628,63,5.733333333,2.178406423,65,4.523076923,2.556289378,64,2.5625,1.991051409,69,5.884057971,2.541052537
penghargaan,"award, appreciation ",31,5.967741935,1.68293139,27,3.925925926,2.092586289,29,3.636363636,1.120064933,31,3.451612903,2.110903593,30,3.833333333,1.641768041,36,5.5,1.874642823,34,7.176470588,1.445381112,38,5.263157895,2.767418648,34,6.458333333,2.042572263,34,6.294117647,2.406171507,34,4.529411765,2.688192973,33,7.181818182,1.793295595,65,6.6,1.665833125,65,4.707692308,2.578293264,63,5.933333333,2.199173398,65,4.938461538,2.668549015,64,4.203125,2.269044184,69,6.304347826,2.009567907
penghujatan,blasphemy ,31,3.419354839,1.285150926,27,6.148148148,1.974913897,29,3.272727273,1.348399725,31,2.483870968,0.508000508,30,5.066666667,2.638355461,36,4.75,2.116263554,34,2.352941176,1.432995442,38,5.447368421,1.954860449,34,5.083333333,2.062431378,34,5.294117647,2.222875721,34,5.382352941,1.842506624,33,4.151515152,2.306528941,65,2.861538462,1.456418156,65,5.738461538,1.978611596,63,4.711111111,2.051853067,65,3.953846154,2.160951535,64,5.234375,2.237786516,69,4.463768116,2.213459564
pengkhianat,traitor ,31,3.258064516,1.788253187,27,5.592592593,1.946580024,29,4.272727273,2.572582714,31,2.709677419,1.321452443,30,5.7,2.394678007,36,5,1.772810521,34,2.588235294,1.616536647,38,5.789473684,2.120146537,34,5.25,2.171955641,34,5,2.335496832,34,4.411764706,2.426091095,33,5.878787879,2.420712392,65,2.907692308,1.720492997,65,5.707692308,2.036564792,63,4.822222222,2.249130023,65,3.907692308,2.227127332,64,5.015625,2.478428762,69,5.420289855,2.137933287
pengki,dustpan ,31,5.032258065,0.546740095,27,3.407407407,1.646891227,29,4.818181818,2.182575626,31,3.032258065,1.779210892,30,3.633333333,1.920548293,36,4.972222222,1.647268061,34,4.117647059,1.80512244,38,4.184210526,1.674212411,34,5.25,1.893926219,34,5.294117647,1.99285712,34,3.764705882,2.511293564,33,5.181818182,2.083484843,65,4.553846154,1.425556571,65,3.861538462,1.694447947,63,5.266666667,1.89976075,65,4.215384615,2.197244778,64,3.703125,2.237343149,69,5.072463768,1.857566724
pengrusakan,destruction ,31,3.516129032,1.363108402,27,6.037037037,1.807707462,29,4.818181818,1.401298099,31,3.806451613,2.088370255,30,3.733333333,1.659524929,36,4.805555556,2.025825327,34,2.411764706,1.616536647,38,5.526315789,1.856134345,34,5.333333333,2.443565938,34,5.352941176,2.359793942,34,4.5,2.121320344,33,6.090909091,2.097075886,65,2.938461538,1.589781069,65,5.738461538,1.839471078,63,5.311111111,2.25451287,65,4.615384615,2.349815868,64,4.140625,1.942565702,69,5.420289855,2.144800807
penguburan,"burial, funeral",31,3.548387097,1.545719027,27,4.481481481,2.455298358,29,4.181818182,1.53741223,31,5,2.19089023,30,3.566666667,1.524135331,36,5.027777778,2.14457603,34,3.058823529,2.073515189,38,4.973684211,2.29555201,34,4.458333333,2.669948162,34,5.117647059,2.458931844,34,3.941176471,2.214842172,33,5.878787879,2.50945183,65,3.292307692,1.843256942,65,4.769230769,2.356965944,63,4.666666667,2.458750607,65,5.061538462,2.317574993,64,3.765625,1.916860756,69,5.434782609,2.348204952
penipuan,fraud ,31,3.322580645,1.79605302,27,5.703703704,1.203035098,29,3.909090909,1.578261414,31,3.290322581,0.824360293,30,4.566666667,2.207875142,36,4.861111111,1.94426303,34,2.529411765,1.502226512,38,5.947368421,1.626592665,34,5.25,2.111047545,34,5.470588235,2.12111026,34,5.029411765,2.315760156,33,6.757575758,2.291701102,65,2.907692308,1.683774377,65,5.846153846,1.460209416,63,4.911111111,2.076078276,65,4.430769231,1.960303156,64,4.8125,2.25989886,69,5.768115942,2.308201028
penis,penis ,31,5.129032258,0.427546137,27,4.222222222,2.5919006,29,4.909090909,2.662876094,31,2.741935484,0.444802723,30,2.9,2.155186207,36,5.333333333,1.740279124,34,3.794117647,2.056466693,38,5.684210526,2.291055029,34,4.75,2.069446471,34,3.941176471,2.34767682,34,3.205882353,2.409317919,33,4.939393939,2.69187892,65,4.430769231,1.648571643,65,5.076923077,2.508159761,63,4.8,2.221792888,65,3.369230769,1.816325538,64,3.0625,2.280872849,69,5.144927536,2.237878212
penistaan,"sacrilege, defamation",31,3.258064516,1.652629056,27,5.407407407,1.759791492,29,5.363636364,2.248231628,31,3.967741935,0.706346042,30,5.566666667,2.238893405,36,4.083333333,1.976649402,34,2.382352941,1.23127689,38,5.157894737,2.033852898,34,4.625,1.929462642,34,5.058823529,2.497770842,34,5.941176471,2.131170918,33,4.515151515,2.412483318,65,2.8,1.502081889,65,5.261538462,1.914393859,63,4.777777778,2.021350684,65,4.538461538,1.937112244,64,5.765625,2.173010402,69,4.289855072,2.190228629
penjaga,guard ,31,5.516129032,1.480337073,27,4.185185185,1.922279037,29,4.636363636,1.911686547,31,3.419354839,1.648720586,30,3.2,1.972220873,36,4.833333333,2.117950492,34,5.117647059,1.934764975,38,4.184210526,1.52200549,34,5.791666667,2.466808652,34,6.117647059,2.085515791,34,3.264705882,2.326511546,33,7.060606061,1.801724763,65,5.307692308,1.731356738,65,4.184615385,1.685344064,63,5.422222222,2.310931423,65,4.830769231,2.315499614,64,3.234375,2.150984917,69,5.898550725,2.256656347
penjahat,"criminal, villain",31,2.967741935,1.42557289,27,5.37037037,2.13303951,29,4.727272727,1.737291518,31,3.903225806,2.119038126,30,3.233333333,1.6543221,36,5.277777778,1.891501461,34,2.794117647,1.719397565,38,5.368421053,2.271099896,34,5.166666667,2.371326297,34,5.294117647,2.355257327,34,3.647058824,2.26812368,33,6.787878788,2.260497398,65,2.876923077,1.57626628,65,5.369230769,2.197791724,63,4.955555556,2.225426982,65,4.630769231,2.335655895,64,3.453125,1.999441886,69,6,2.196253494
penjara,"prison, jail",31,3.129032258,1.543630687,27,6.111111111,1.761409692,29,3.454545455,1.634847783,31,3.032258065,1.251235948,30,3.2,2.123757243,36,4.777777778,2.243862882,34,2.205882353,1.387813012,38,5.842105263,1.952494119,34,4.25,2.591793067,34,5.882352941,2.306311576,34,3.5,2.654327513,33,5.848484848,2.438252603,65,2.646153846,1.525110336,65,5.953846154,1.866068471,63,4.222222222,2.4669533,65,4.523076923,2.352576329,64,3.359375,2.406124378,69,5.289855072,2.383160588
penolakan,rejection ,31,3.64516129,1.539445508,27,5.777777778,1.310705428,29,4.181818182,1.887759615,31,4.451612903,1.524001524,30,5.466666667,2.19298778,36,4.888888889,1.686548085,34,2.970588235,1.507261095,38,5.868421053,1.630305105,34,5.333333333,2.664854457,34,5.764705882,2.132843081,34,5.176470588,2.315567713,33,7,2.304886114,65,3.292307692,1.548417306,65,5.830769231,1.495506089,63,4.933333333,2.517213467,65,5.138461538,1.967524802,64,5.3125,2.245807381,69,5.898550725,2.256656347
pensil,pencil ,31,4.774193548,0.883541262,27,4.148148148,2.106833273,29,4.363636364,1.689540013,31,5.419354839,2.642904886,30,2.5,1.61352046,36,5.75,1.713392625,34,6,1.906925178,38,3.973684211,1.684377214,34,6.083333333,2.244155049,34,6.588235294,2.310944278,34,2.558823529,2.324978677,33,7.393939394,2.317587565,65,5.415384615,1.619146261,65,4.046153846,1.857676382,63,5.6,2.260329823,65,6.030769231,2.524685814,64,2.53125,2.00767377,69,6.536231884,2.173230925
penulis,author ,31,5.483870968,1.434595593,27,4.222222222,2.063106943,29,4.090909091,2.700168345,31,4.451612903,1.689944963,30,3.033333333,1.828572711,36,4.75,2.075365716,34,6.176470588,2.095747328,38,5.631578947,2.364387271,34,6.041666667,2.38617698,34,7.058823529,1.27781007,34,3.058823529,2.461105645,33,7.121212121,2.175970699,65,5.846153846,1.830563175,65,5.046153846,2.334729436,63,5.777777778,2.512594538,65,5.815384615,1.975571972,64,3.046875,2.170726508,69,5.884057971,2.422542611
penyakit,disease ,31,4.161290323,2.192362108,27,5.37037037,1.667521148,29,3.818181818,1.401298099,31,4.193548387,1.492634245,30,3.2,1.517711526,36,4.305555556,1.81768211,34,2.823529412,1.402823738,38,5.526315789,1.885031251,34,4.416666667,2.301543276,34,6.176470588,1.882464346,34,4.294117647,2.431228792,33,7.545454545,1.905434811,65,3.461538462,1.92902925,65,5.461538462,1.786030192,63,4.288888889,2.159779263,65,5.230769231,1.966669383,64,3.78125,2.111711485,69,5.855072464,2.463112344
penyalahgunaan,abuse ,31,3.161290323,1.863630403,27,5.407407407,2.004979556,29,4.272727273,2.240129866,31,2.741935484,1.12450706,30,5.5,2.161576691,36,5.027777778,2.131211743,34,2.5,1.779513042,38,5.131578947,1.891246588,34,5,2.226324716,34,5.764705882,2.32325299,34,5.735294118,2.440924111,33,6.484848485,2.078479193,65,2.815384615,1.836201137,65,5.246153846,1.928655371,63,4.866666667,2.242158051,65,4.323076923,2.385553476,64,5.625,2.299068134,69,5.724637681,2.215480681
penyegar,refresher ,31,5.967741935,1.760376304,27,4.296296296,1.937778562,29,4.545454545,1.967924611,31,2.258064516,1.12450706,30,4.366666667,1.790460032,36,5.027777778,1.93444139,34,6.941176471,1.41295256,38,5.105263158,2.469155383,34,5.791666667,2.146365313,34,6.176470588,2.00711746,34,4.941176471,2.201117849,33,6.121212121,2.496967858,65,6.476923077,1.649883446,65,4.769230769,2.282879423,63,5.688888889,2.086996779,65,4.307692308,2.561268466,64,4.671875,2.024098369,69,5.550724638,2.272186249
penyelam,divers ,31,5.161290323,1.035914224,27,4.333333333,2.019139192,29,4.090909091,2.385562636,31,2.741935484,1.526821141,30,3.033333333,2.008316044,36,4.972222222,2.00693243,34,5.470588235,1.709781027,38,5,2.04013778,34,5.958333333,1.899179838,34,5,2.14617348,34,3,2.229281716,33,6.121212121,2.446394998,65,5.323076923,1.426399448,65,4.723076923,2.042575674,63,5.377777778,2.187660528,65,3.923076923,2.181654277,64,3.015625,2.11188765,69,5.52173913,2.285560143
penyelamat,"rescuer, savior ",31,5.870967742,2.692482566,27,4.333333333,1.839732422,29,4.545454545,2.018099916,31,3.903225806,2.119038126,30,3.3,2.135900036,36,5.083333333,1.872736729,34,6.705882353,1.767199664,38,5.105263158,2.658890987,34,6.083333333,2.22469669,34,6.647058824,1.432995442,34,4.529411765,2.501336541,33,6.575757576,2.151021604,65,6.307692308,2.277080621,65,4.784615385,2.368361167,63,5.755555556,2.277913275,65,5.338461538,2.251922256,64,3.953125,2.399931795,69,5.797101449,2.132243434
penyelamatan,rescue ,31,6.741935484,1.692488147,27,3.814814815,2.038797478,29,3.363636364,1.858640755,31,4.161290323,1.916538098,30,4.033333333,2.008316044,36,4.833333333,1.698739028,34,6.294117647,2.222875721,38,5.815789474,2.523995793,34,6.75,2.090350501,34,6.470588235,1.440439624,34,5.382352941,2.605526828,33,6.484848485,2.017442876,65,6.507692308,1.985282386,65,4.984615385,2.521732463,63,6.066666667,2.4624452,65,5.369230769,2.035384107,64,4.75,2.4234306,69,5.623188406,2.022676221
penyelia,supervisor ,31,4.741935484,1.12450706,27,4.481481481,2.259516122,29,5.363636364,1.747725795,31,3.032258065,1.251235948,30,5.3,2.119694187,36,5.222222222,2.001586672,34,5,1.477097892,38,4.789473684,1.417227875,34,5.416666667,1.791687732,34,4.882352941,1.771229771,34,5.441176471,1.94143303,33,4.303030303,1.991934494,65,4.876923077,1.317047981,65,4.661538462,1.805174187,63,5.444444444,1.645317813,65,4,1.794087512,64,5.375,2.01186954,69,4.782608696,2.035490729
penyepelean,derogatory,31,4.032258065,1.079625582,27,4.925925926,2.384661336,29,4.909090909,1.921173884,31,3.64516129,2.153267085,30,5.7,2.183796125,36,5.833333333,1.748468718,34,2.764705882,2.015978949,38,5.210526316,2.219786875,34,4.083333333,1.998187585,34,5.470588235,2.033586086,34,6.588235294,1.95584047,33,5.424242424,2.278024131,65,3.369230769,1.74614961,65,5.092307692,2.275707836,63,4.377777778,2.003280138,65,4.6,2.269361144,64,6.171875,2.097274781,69,5.637681159,2.014440621
penyerangan,"attack, aggression",31,4.548387097,1.85900887,27,5.37037037,2.289577525,29,4.181818182,1.940009372,31,2.967741935,1.622423516,30,4.133333333,2.012603963,36,5.166666667,1.978455386,34,3.352941176,2.028319994,38,5.657894737,1.962848396,34,5.208333333,2.519129709,34,4.882352941,2.198687017,34,5.117647059,2.555620139,33,6.03030303,2.417189076,65,3.923076923,2.025676525,65,5.538461538,2.092224617,63,5,2.50454133,65,3.969230769,2.157611749,64,4.65625,2.351755508,69,5.579710145,2.225558734
penyerbu,invader,31,4.806451613,1.904719662,27,4.37037037,2.002846977,29,3.909090909,2.022599587,31,3.225806452,0.844972482,30,3.533333333,2.239663357,36,5.611111111,1.660942551,34,3.117647059,1.736675785,38,5.526315789,2.333502669,34,5.25,2.288914685,34,5.235294118,2.161071894,34,4,2.283007055,33,5.575757576,2.562107324,65,3.923076923,1.994584013,65,5.046153846,2.259914056,63,4.8,2.252271581,65,4.276923077,1.940583774,64,3.78125,2.257043649,69,5.594202899,2.12352953
penyerbuan,raid ,31,3.387096774,1.54223689,27,5.444444444,1.671787006,29,4.909090909,2.165850662,31,2.516129032,0.508000508,30,4.266666667,2.504249262,36,4.972222222,2.063092147,34,2.970588235,1.381375996,38,5.868421053,2.158215637,34,5.25,2.418227882,34,5.352941176,2.20030787,34,4.911764706,2.378790717,33,5.636363636,2.747933108,65,3.169230769,1.46382665,65,5.692307692,1.967891296,63,5.066666667,2.349081058,65,4,2.157834563,64,4.609375,2.440512485,69,5.289855072,2.419901853
penyesalan,regret ,31,4.290322581,1.829272139,27,4.37037037,2.404293406,29,4.272727273,1.848832555,31,4.516129032,2.249014121,30,4.233333333,2.207875142,36,5.638888889,1.94426303,34,2.823529412,1.882464346,38,5.184210526,1.943183,34,4.708333333,2.422344654,34,5.764705882,2.32325299,34,5.382352941,2.059930947,33,7.121212121,2.011802298,65,3.523076923,1.985161299,65,4.846153846,2.166728303,63,4.777777778,2.193884982,65,5.169230769,2.355639714,64,4.84375,2.19102607,69,6.347826087,2.099202138
penyiksaan,torture ,31,3.387096774,1.453212977,27,5.666666667,2.2870875,29,4.181818182,2.136266922,31,3.935483871,1.412692084,30,4.1,2.32453184,36,4.75,1.662614121,34,2.647058824,1.738727381,38,6.5,1.826975051,34,4.75,2.471577563,34,5.117647059,1.903182437,34,4.735294118,2.178529161,33,6.363636364,2.408554829,65,3,1.639359631,65,6.153846154,2.055714362,63,4.688888889,2.410415112,65,4.553846154,1.776854394,64,4.4375,2.252864138,69,5.52173913,2.193631797
perabot,furniture ,31,5.677419355,1.351224057,27,4,2.218800785,29,3.909090909,1.700267359,31,3.483870968,0.508000508,30,3.033333333,1.991072027,36,5.25,1.74642492,34,5.529411765,1.7792626,38,4.210526316,2.015586491,34,5.583333333,2.263446135,34,5.647058824,2.227681944,34,2.941176471,2.707354478,33,6.303030303,2.023067728,65,5.6,1.57916117,65,4.123076923,2.087969201,63,5.2,2.20123932,65,4.615384615,1.966058141,64,2.984375,2.380424049,69,5.753623188,1.943358199
perahu layar,sailboat ,31,5.096774194,1.422552605,27,3.62962963,1.418236938,29,3.909090909,1.700267359,31,3.870967742,2.41856618,30,3.033333333,1.496739752,36,5.138888889,1.62397709,34,5.411764706,1.876774265,38,4.894736842,2.037346893,34,5,2.340568493,34,5.058823529,2.373351759,34,2.647058824,2.281444956,33,4.848484848,2.682363838,65,5.261538462,1.670300526,65,4.369230769,1.900404815,63,4.688888889,2.234260323,65,4.492307692,2.45027471,64,2.828125,1.948175276,69,5,2.182820625
perampok,robber,31,2.806451613,1.536649056,27,5.222222222,2.258885589,29,4,1.673320053,31,3.741935484,1.12450706,30,2.9,1.709002532,36,5.111111111,1.93874448,34,2.411764706,1.671828015,38,5.842105263,1.896316711,34,4.708333333,1.988645304,34,5,2.117746086,34,3.205882353,2.471405094,33,6.212121212,2.50945183,65,2.6,1.608570794,65,5.584615385,2.060736426,63,4.444444444,1.972026594,65,4.4,1.818309655,64,3.0625,2.137161743,69,5.637681159,2.281453449
peranan,role ,31,5.064516129,1.062559296,27,4.259259259,1.700511068,29,4.636363636,2.203303305,31,6.161290323,3.001075076,30,4.266666667,2.049950939,36,5.194444444,2.135675797,34,5.176470588,2.492055112,38,4.578947368,1.795363081,34,5.958333333,1.781039429,34,6.647058824,1.09772086,34,5.823529412,2.380101707,33,6.303030303,2.214791871,65,5.123076923,1.9325153,65,4.446153846,1.750274704,63,5.577777778,1.959694885,65,6.415384615,2.214245834,64,5.09375,2.348378367,69,5.724637681,2.22871671
perang,war ,31,3.935483871,2.235106021,27,6.37037037,2.040892492,29,5,1.949358869,31,2.774193548,0.844972482,30,4.733333333,2.434427403,36,5.222222222,2.355675349,34,2.529411765,1.744867697,38,6.842105263,1.896316711,34,5.958333333,2.678077939,34,4.941176471,2.729648401,34,4.529411765,2.997325011,33,5.818181818,2.909623531,65,3.2,2.100595154,65,6.646153846,1.956006528,63,5.844444444,2.549113532,65,3.907692308,2.316537536,64,4.625,2.728450924,69,5.507246377,2.632507128
peranti,devices ,31,5.741935484,0.893224195,27,4.592592593,1.824180728,29,4.636363636,1.501514387,31,2.967741935,1.016001016,30,4.2,2.006884702,36,5.083333333,2.102719328,34,5.117647059,2.085515791,38,4.578947368,1.32810735,34,5.625,1.813296302,34,4.941176471,1.575209009,34,5.235294118,2.257094184,33,3.878787879,2.204506404,65,5.415384615,1.647842412,65,4.584615385,1.540011239,63,5.288888889,1.753207738,65,4,1.658312395,64,4.75,2.189440749,69,4.507246377,2.220381448
perasaan,feeling ,31,5.193548387,2.38634106,27,4.111111111,2.207214279,29,4.909090909,1.814086296,31,2.967741935,1.016001016,30,5.433333333,2.528231402,36,5.5,1.963961012,34,6.294117647,1.89943232,38,4.736842105,2.606480598,34,5.958333333,2.367885989,34,6.529411765,2.205163281,34,6.294117647,2.758231886,33,7.606060606,2.075743751,65,5.769230769,2.199213146,65,4.476923077,2.450176603,63,5.711111111,2.222020193,65,4.830769231,2.491041642,64,5.890625,2.66736412,69,6.507246377,2.266269209
peraturan,regulations ,31,5.322580645,0.908738935,27,4.703703704,2.41493454,29,4.181818182,2.482667187,31,3,0.730296743,30,4.4,3.069314199,36,5.111111111,1.863602928,34,5.176470588,2.037089252,38,5.236842105,2.110901057,34,5,2.734640903,34,7.294117647,1.38234346,34,4.794117647,2.910580612,33,7.121212121,2.246630474,65,5.246153846,1.591292411,65,5.015384615,2.23950544,63,5.288888889,2.685163125,65,5.246153846,2.430475579,64,4.609375,2.968710839,69,6.072463768,2.27724576
perawan,virgin ,31,6.161290323,1.968023953,27,4.259259259,2.104803894,29,4.727272727,1.678744119,31,3.451612903,1.524001524,30,4,2.334154207,36,4.75,1.778843926,34,6.588235294,1.742823329,38,5.026315789,2.443821134,34,6.208333333,2.302723655,34,5.470588235,2.31248645,34,4.705882353,2.516965607,33,6,2.680951324,65,6.384615385,1.851454729,65,4.707692308,2.323272725,63,6.022222222,2.261223411,65,4.507692308,2.208811027,64,4.375,2.439750182,69,5.347826087,2.325220337
perawat,nurses ,31,6.64516129,1.330373058,27,4.296296296,1.636478744,29,3.818181818,1.60113596,31,3.483870968,1.150969671,30,3.4,2.077797242,36,5.138888889,2.00218135,34,6.352941176,1.840328576,38,4.157894737,2.112080002,34,5,2.245768969,34,5.764705882,2.400237659,34,2.823529412,2.262615652,33,6.757575758,2.092102755,65,6.492307692,1.611705976,65,4.215384615,1.91615099,63,4.733333333,2.229961272,65,4.676923077,2.215765192,64,3.09375,2.18013215,69,5.913043478,2.187794555
perban,bandage,31,4.64516129,1.050345565,27,3.925925926,1.356634011,29,5.181818182,1.778661397,31,3.225806452,0.844972482,30,3.333333333,2.264163594,36,5.138888889,2.044543648,34,4.294117647,2.222875721,38,4.526315789,1.969179306,34,5.208333333,1.99954705,34,6,2.174229226,34,2.470588235,2.351470128,33,6.121212121,2.08802502,65,4.461538462,1.759589113,65,4.276923077,1.754527111,63,5.288888889,1.890433118,65,4.676923077,2.173042886,64,2.875,2.333333333,69,5.608695652,2.108926346
percaya,believe ,31,6.516129032,1.567821583,27,4.666666667,2.616515593,29,5.363636364,1.361816968,31,4.290322581,2.340848114,30,5.333333333,1.863132944,36,4.916666667,2.143095225,34,6.176470588,1.783265446,38,5,2.449489743,34,6.958333333,1.988645304,34,6.705882353,2.082094106,34,6.147058824,2.375791453,33,7.636363636,2.191149553,65,6.338461538,1.67962908,65,4.861538462,2.505474775,63,6.755555556,1.944170255,65,5.553846154,2.506434028,64,5.765625,2.173010402,69,6.217391304,2.548757282
percaya diri,confidence ,31,5.322580645,2.399820782,27,4.074074074,2.147018074,29,4.818181818,1.940009372,31,4.032258065,1.923258883,30,5.366666667,2.266446913,36,5.333333333,2,34,7.176470588,1.402823738,38,5.447368421,2.835082995,34,7.041666667,1.944427191,34,6.411764706,1.971273194,34,6.058823529,2.616279761,33,7.424242424,2.062012109,65,6.292307692,2.141283763,65,4.876923077,2.642842293,63,6.666666667,2.088931871,65,5.276923077,2.274228525,64,5.734375,2.463976574,69,6.333333333,2.273030283
perdamaian,peace ,31,6.387096774,2.375954817,27,4.888888889,2.325995789,29,4.727272727,2.533413077,31,3,1.264911064,30,4.766666667,2.737773237,36,4.944444444,1.955862169,34,6.764705882,2.188936694,38,5.447368421,2.262471364,34,6.416666667,2.263446135,34,6.352941176,2.116061993,34,5.647058824,2.144511712,33,6.363636364,2.288806755,65,6.584615385,2.269996611,65,5.215384615,2.287823117,63,6.133333333,2.360662465,65,4.753846154,2.430475579,64,5.234375,2.46075345,69,5.623188406,2.223546778
perekam,recorder ,31,4.64516129,1.050345565,27,4.37037037,1.944383393,29,5.545454545,2.018099916,31,5,2.633122354,30,3.066666667,1.412587094,36,5.166666667,1.780850519,34,5.235294118,1.954928868,38,3.657894737,1.475499289,34,5.791666667,2.264646372,34,6.352941176,1.807096331,34,3.147058824,2.606894739,33,7.090909091,1.942350965,65,4.953846154,1.60498023,65,3.953846154,1.708716342,63,5.755555556,2.057752034,65,5.707692308,2.323272725,64,3.109375,2.116579957,69,6.086956522,2.084530773
perempuan,women ,31,5.64516129,1.906976439,27,4.703703704,2.35036519,29,3.818181818,2.088931871,31,3.290322581,1.677171198,30,2.833333333,2.640315202,36,4.388888889,1.946099069,34,7.058823529,2.295465576,38,4.394736842,2.785478499,34,5.875,2.576018161,34,7.294117647,1.767199664,34,3,2.708012802,33,7.666666667,2.145732198,65,6.384615385,2.219883919,65,4.523076923,2.598723799,63,5.533333333,2.598950837,65,5.384615385,2.64393355,64,2.921875,2.656556355,69,5.956521739,2.614635182
perenang,swimmer ,31,4.935483871,1.364685162,27,4.333333333,2.674667485,29,4.454545455,1.809068067,31,2.967741935,1.622423516,30,2.666666667,1.688364508,36,3.805555556,1.894645756,34,5.882352941,2.226081023,38,5.421052632,2.048487629,34,6.166666667,1.88048714,34,5.882352941,2.358282707,34,2.676470588,2.142224675,33,5.787878788,2.446394998,65,5.430769231,1.91188087,65,4.969230769,2.371505526,63,5.8,2.029330387,65,4.492307692,2.500769112,64,2.671875,1.927698583,69,4.753623188,2.378864021
pergelangan,wrist ,31,5.838709677,1.55127419,27,4.851851852,2.298891099,29,4.818181818,1.778661397,31,3.032258065,1.779210892,30,3.366666667,2.189053225,36,5.388888889,2.046289712,34,5.470588235,1.942121522,38,3.684210526,1.416223817,34,5.416666667,2.357534944,34,5.647058824,2.172588917,34,2.647058824,2.47266698,33,6.060606061,2.090744394,65,5.646153846,1.762728436,65,4.169230769,1.908609038,63,5.444444444,2.190429136,65,4.4,2.376972865,64,2.984375,2.353600332,69,5.710144928,2.080027215
pergi,go ,31,4.580645161,1.088552358,27,4.777777778,2.172083957,29,3.727272727,1.902151891,31,2.483870968,1.150969671,30,3.733333333,1.998850244,36,5.055555556,1.955862169,34,4.411764706,2.337022802,38,5.526315789,1.92756452,34,5.375,2.102017664,34,5.764705882,2.32325299,34,4.705882353,2.540930535,33,7.636363636,2.088931871,65,4.492307692,1.8381638,65,5.215384615,2.050093806,63,4.977777778,2.115837346,65,4.2,2.476136103,64,4.25,2.336732218,69,6.289855072,2.389323368
perilaku,behaviour ,31,5.548387097,1.027576751,27,4.259259259,2.363058523,29,5.181818182,1.940009372,31,2.774193548,1.334408169,30,3.3,2.321563088,36,4.944444444,1.926424437,34,5.882352941,1.628621017,38,4.131578947,1.905483589,34,5.791666667,2.587245752,34,6.176470588,1.97669127,34,3.764705882,2.829057274,33,7.575757576,1.984790654,65,5.723076923,1.37508741,65,4.184615385,2.090845431,63,5.733333333,2.396967781,65,4.553846154,2.404622951,64,3.546875,2.593824703,69,6.202898551,2.348840203
