word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
peristiwa,event,31,5.161290323,0.637535578,27,3.740740741,2.313714838,29,4.363636364,1.629277587,31,3.35483871,2.652651342,30,3.533333333,2.374190727,36,5.055555556,1.67237119,34,5.352941176,2.254723701,38,5.210526316,2.219786875,34,5.416666667,2.586195236,34,5.705882353,2.713930525,34,3.470588235,2.596446221,33,7.121212121,2.274279773,65,5.261538462,1.67962908,65,4.6,2.357169913,63,5.377777778,2.4148112,65,4.584615385,2.914898732,64,3.5,2.475274556,69,6.043478261,2.225750254
perjalanan,"trip, travel",31,5.322580645,1.275071156,27,4.259259259,2.411392713,29,4.545454545,1.694912173,31,4.064516129,2.502471896,30,4.4,1.868061876,36,5.305555556,1.864241622,34,6.470588235,2.149493162,38,5.894736842,2.648706708,34,6.25,2.3819977,34,6.764705882,1.457661546,34,4.794117647,2.648949612,33,7.636363636,1.85098254,65,5.923076923,1.865037636,65,5.215384615,2.660429404,63,5.888888889,2.318132303,65,5.476923077,2.424534055,64,4.609375,2.306768423,69,6.420289855,2.185552811
perkakas,"gear, appliance",31,4.903225806,0.830856534,27,3.888888889,2.100061049,29,3.909090909,1.758098146,31,3.258064516,0.444802723,30,3,1.618854427,36,4.027777778,2.076894813,34,5.294117647,1.931076192,38,4.657894737,1.664840156,34,5.833333333,2.014440621,34,5.647058824,2.144511712,34,3.029411765,2.276164958,33,5.303030303,2.627794328,65,5.107692308,1.51165345,65,4.338461538,1.881463219,63,5.377777778,2.037030915,65,4.507692308,1.977396307,64,3.015625,1.979996693,69,4.637681159,2.425180494
perkasa,mighty ,31,5.709677419,2.100691131,27,4.518518519,2.082350195,29,4.454545455,2.114882331,31,5.419354839,2.078047057,30,5.8,2.441028613,36,4.805555556,1.753680936,34,5.882352941,1.736675785,38,5.605263158,1.823858009,34,6.166666667,1.903467469,34,4.705882353,2.167660543,34,5.647058824,2.509163243,33,5.787878788,2.459135719,65,5.8,1.9055839,65,5.153846154,1.993981329,63,5.711111111,2.127976228,65,5.046153846,2.139149723,64,5.71875,2.458989017,69,5.275362319,2.161726284
perkawinan,marriage ,31,6.935483871,1.80620198,27,4.259259259,1.872731296,29,4.818181818,2.272363607,31,2.516129032,0.889605446,30,4.266666667,1.946408422,36,5.472222222,1.874431131,34,6.117647059,2.306311576,38,6.421052632,2.400805934,34,6.708333333,1.966660526,34,5.823529412,2.633934587,34,4.5,2.390004438,33,7,2.106537443,65,6.507692308,2.107450155,65,5.523076923,2.43097005,63,6.444444444,2.180028727,65,4.246153846,2.592240641,64,4.390625,2.179392572,69,6.202898551,2.118404714
perkosaan,rape ,31,2.35483871,1.799043952,27,6.814814815,1.902165508,29,4.363636364,1.747725795,31,4.935483871,1.20928309,30,4.466666667,2.800656737,36,4.805555556,2.039880171,34,2.176470588,1.930152894,38,6.973684211,1.793182918,34,4.708333333,2.493106438,34,4.411764706,2.310944278,34,5.088235294,2.340262185,33,6.060606061,2.486707084,65,2.261538462,1.856381924,65,6.907692308,1.826224563,63,4.733333333,2.358736179,65,4.661538462,1.873140103,64,4.796875,2.564592158,69,5.405797101,2.334642186
perlindungan,protection ,31,6.774193548,1.407353957,27,3.925925926,1.730405153,29,4.545454545,2.161649202,31,3.64516129,2.025642073,30,3.833333333,2.069204967,36,4.694444444,1.704103358,34,6.294117647,1.962209821,38,4.368421053,2.136188227,34,6,2.064187386,34,5.941176471,1.983892355,34,5.058823529,2.509873551,33,6.454545455,2.333062755,65,6.523076923,1.72398242,65,4.184615385,1.975571972,63,5.733333333,2.18881454,65,4.846153846,2.299665528,64,4.484375,2.377087637,69,5.536231884,2.200131748
permainan,game ,31,5.741935484,2.06507049,27,4.148148148,2.125010474,29,5.090909091,1.221027883,31,3,0.730296743,30,4.233333333,1.851063689,36,5.444444444,2.062515031,34,6.882352941,1.736675785,38,5.736842105,2.262314177,34,5.875,2.070759155,34,6.823529412,1.945789366,34,4.088235294,2.527037397,33,7.393939394,1.886454908,65,6.338461538,1.970698822,65,5.076923077,2.327201191,63,5.8,1.816590212,65,5,2.430277762,64,4.15625,2.219815165,69,6.376811594,2.196932683
permata,"gem, jewel",31,6.225806452,1.909793661,27,4.333333333,2.038098661,29,4.636363636,2.110579412,31,3.741935484,1.12450706,30,3.333333333,1.93574958,36,4.833333333,2.210365193,34,6.705882353,1.508147806,38,4.289473684,2.415131296,34,5.208333333,2.536330226,34,6.235294118,1.82671793,34,3.088235294,2.46635109,33,6.212121212,2.534235286,65,6.476923077,1.714895153,65,4.307692308,2.249465749,63,5.177777778,2.433561633,65,5.046153846,1.971918238,64,3.203125,2.219535827,69,5.492753623,2.453228296
permen,candy ,31,5.032258065,2.287412963,27,3.925925926,1.979236953,29,5.545454545,1.967924611,31,3.870967742,2.41856618,30,2.4,1.773366174,36,5.277777778,2.325155738,34,6.705882353,1.697224325,38,4.552631579,2.009401799,34,5.583333333,2.465706825,34,6.352941176,2.227681944,34,2.558823529,2.350901522,33,7.515151515,2.306528941,65,5.907692308,2.155828415,65,4.292307692,2.005641083,63,5.711111111,2.272585854,65,5.169230769,2.619453848,64,2.484375,2.085415626,69,6.347826087,2.56002118
pernyataan,statement ,31,5.032258065,0.546740095,27,4.259259259,1.607496682,29,4.727272727,2.327698825,31,2.967741935,1.016001016,30,4.633333333,2.399473122,36,4.416666667,2.25989886,34,5.529411765,1.973080872,38,5.052631579,2.229378394,34,5.625,2.203011772,34,6.529411765,1.744867697,34,4.676470588,2.803899754,33,7.424242424,1.887960259,65,5.292307692,1.486639214,65,4.723076923,2.01949632,63,5.422222222,2.210397834,65,4.830769231,2.295166325,64,4.65625,2.601701214,69,5.855072464,2.568332959
persegi,square ,31,4.35483871,1.279280712,27,4,2.075498087,29,4.363636364,2.15743956,31,2.516129032,0.508000508,30,3.333333333,1.988472526,36,4.555555556,1.918994446,34,5.294117647,1.508147806,38,3.789473684,1.662916597,34,5.958333333,1.899179838,34,5.941176471,2.214842172,34,3.911764706,2.678394443,33,6.787878788,2.287979127,65,4.846153846,1.470871014,65,3.876923077,1.832925363,63,5.511111111,2.007058252,65,4.307692308,2.371201416,64,3.640625,2.379590384,69,5.623188406,2.370786971
persoalan,issue ,31,5.225806452,1.14628901,27,4.074074074,1.959708101,29,5,1.61245155,31,3.967741935,1.622423516,30,5.733333333,2.196130348,36,4.805555556,2.24014597,34,3.588235294,1.351041059,38,5.473684211,1.870638597,34,5.458333333,2.340181462,34,6.411764706,1.844198883,34,5.735294118,2.3524175,33,7.090909091,1.683813313,65,4.369230769,1.495506089,65,4.892307692,2.016518325,63,5.644444444,2.144290045,65,5.246153846,2.121546968,64,5.734375,2.262476432,69,5.898550725,2.289007796
pertanian,agriculture ,31,5.225806452,1.309190015,27,4.814814815,2.512079081,29,3.363636364,1.911686547,31,3.290322581,0.824360293,30,3.633333333,1.828572711,36,4.638888889,2.269710841,34,5.941176471,2.34767682,38,4.684210526,2.169883085,34,5.416666667,2.569328565,34,6.176470588,2.587505974,34,4.382352941,2.42480497,33,6.303030303,2.157615126,65,5.6,1.942935923,65,4.738461538,2.299979097,63,5.088888889,2.556828844,65,4.8,2.425128863,64,4.03125,2.18195158,69,5.434782609,2.354459229
pertanyaan,question ,31,4.612903226,0.919326542,27,4.666666667,2.093947321,29,4.181818182,2.040499048,31,3.451612903,1.524001524,30,4.666666667,2.264163594,36,5.333333333,1.83614503,34,4.352941176,1.807096331,38,4.368421053,1.761772029,34,5.166666667,1.992740448,34,6.588235294,1.940285,34,4.823529412,2.275969167,33,7.606060606,2.075743751,65,4.476923077,1.448142046,65,4.492307692,1.896733021,63,4.933333333,1.958663737,65,5.092307692,2.350020458,64,4.75,2.253744679,69,6.420289855,2.251834527
perut,stomach ,31,5.580645161,0.719916363,27,3.703703704,1.514413185,29,5.090909091,2.34326889,31,3.193548387,1.301777115,30,3.3,2.10336348,36,5.638888889,2.00218135,34,5.647058824,2.08722453,38,4.289473684,2.025618287,34,5.5,2.166945356,34,5.470588235,2.364321853,34,2.705882353,2.468337826,33,7.151515152,2.048188409,65,5.615384615,1.578095249,65,4.046153846,1.840777428,63,5.355555556,2.217241894,65,4.384615385,2.233916877,64,2.984375,2.305908129,69,6.362318841,2.14867274
pesawat,plane ,31,5.032258065,1.378014779,27,4.185185185,2.253834972,29,4.454545455,2.544155513,31,4.258064516,1.526821141,30,2.866666667,1.870521471,36,4.444444444,2.020529555,34,6.529411765,1.599910871,38,5.342105263,2.441491744,34,5.583333333,2.535258612,34,6.117647059,2.085515791,34,2.588235294,2.413568301,33,6.848484848,1.716122303,65,5.815384615,1.666698718,65,4.861538462,2.4165893,63,5.333333333,2.50454133,65,5.230769231,2.052203319,64,2.71875,2.163688429,69,5.594202899,2.224984075
pesenam,gymnast ,31,4.774193548,0.883541262,27,4,1.818706218,29,4.818181818,2.522624896,31,3.258064516,0.855092273,30,3.066666667,2.066703745,36,4.583333333,2.116263554,34,5.823529412,1.945789366,38,4.315789474,2.144827381,34,5.791666667,1.910592138,34,6,2.117746086,34,3.264705882,2.019733309,33,4.242424242,2.681304522,65,5.323076923,1.61155682,65,4.184615385,2.006959047,63,5.644444444,2.057752034,65,4.692307692,2.135438164,64,3.171875,2.028015587,69,4.420289855,2.391195843
pesisir,coastal ,31,5.258064516,1.672677334,27,4.666666667,1.775907135,29,4.818181818,2.358736179,31,4.806451613,2.548455151,30,2.966666667,1.711690701,36,4.472222222,1.79660173,34,5.882352941,2.142848655,38,4.236842105,2.614245905,34,5.083333333,2.165272684,34,5.588235294,2.031832239,34,3.058823529,2.242038797,33,5.242424242,2.332250831,65,5.584615385,1.943678115,65,4.415384615,2.297364711,63,4.933333333,2.15743956,65,5.215384615,2.308221093,64,3.015625,1.995965673,69,4.84057971,2.090758295
pesona,charm ,31,5.419354839,1.996233012,27,4.37037037,2.059651728,29,4.454545455,2.296241989,31,2.258064516,0.444802723,30,5.833333333,2.198484326,36,4.361111111,1.973434682,34,6.470588235,1.846130993,38,5.684210526,2.219145966,34,5.708333333,2.742248628,34,6,1.906925178,34,5.735294118,2.526331914,33,6.333333333,2.483277404,65,5.969230769,1.976180271,65,5.138461538,2.235207786,63,5.466666667,2.676497032,65,4.215384615,2.3484856,64,5.78125,2.36017722,69,5.304347826,2.427200929
pesta,party ,31,5.451612903,0.722897396,27,4.185185185,1.961887573,29,3.909090909,1.445997611,31,3.677419355,1.79605302,30,3.7,2.002584537,36,6.055555556,1.999206192,34,5.764705882,2.015978949,38,6,2,34,6.333333333,1.785610763,34,5.470588235,2.31248645,34,4.147058824,2.66438182,33,7.060606061,1.836086088,65,5.615384615,1.537980694,65,5.246153846,2.165285556,63,5.755555556,1.920648039,65,4.615384615,2.254802567,64,3.9375,2.369615869,69,6.536231884,1.974690669
peti mati,coffin ,31,4.483870968,1.690581118,27,5.518518519,2.190370014,29,4,1.549193338,31,3.516129032,0.889605446,30,2.466666667,1.756433167,36,4.805555556,2.278087474,34,3,2.486326242,38,5.263157895,2.678081307,34,3.833333333,1.970801352,34,4.941176471,2.521918179,34,2.882352941,2.42167868,33,5.393939394,2.6093509,65,3.707692308,2.255015777,65,5.369230769,2.472152597,63,3.977777778,1.912743019,65,4.261538462,2.040809606,64,2.6875,2.129721645,69,5.086956522,2.441908188
petinju,boxer ,31,4.774193548,0.883541262,27,4.555555556,2.407253995,29,3.818181818,1.834021909,31,3.741935484,0.444802723,30,2.8,1.936936792,36,4.555555556,1.888982257,34,4.764705882,2.474828718,38,5.5,1.885219895,34,5.75,2.151844507,34,5.176470588,2.492055112,34,3,2.449489743,33,5.787878788,2.619131246,65,4.769230769,1.877242249,65,5.107692308,2.151475344,63,5.444444444,2.221338208,65,4.492307692,1.95354707,64,2.90625,2.209063222,69,5.144927536,2.3343683
petir,lightning ,31,4.741935484,2.03253113,27,4.222222222,2.423178671,29,4.727272727,2.053821272,31,2.258064516,1.12450706,30,3.733333333,2.242740524,36,4.722222222,1.950986726,34,3.470588235,1.599910871,38,6.315789474,2.132189119,34,5.625,2.516251525,34,5.176470588,2.392799656,34,2.705882353,2.139518662,33,6.515151515,2.373304818,65,4.076923077,1.914644976,65,5.446153846,2.468746957,63,5.377777778,2.44288288,65,3.784615385,2.388071317,64,3.1875,2.231626925,69,5.579710145,2.328883835
petualangan,adventure ,31,5.709677419,1.829272139,27,3.925925926,1.879564719,29,4.363636364,2.335496832,31,3.709677419,0.824360293,30,4.433333333,2.192201434,36,5.25,2.019547333,34,6.705882353,2.052779516,38,6.236842105,2.353079759,34,6.25,2.3819977,34,6.235294118,1.759111751,34,4.794117647,2.459113067,33,6.939393939,2.207082264,65,6.230769231,1.998196302,65,5.276923077,2.439951923,63,5.888888889,2.442262571,65,5.030769231,1.878906188,64,4.625,2.326520667,69,6.057971014,2.261467886
petugas,officer ,31,4.935483871,0.997847145,27,4.185185185,2.202045151,29,4.272727273,1.954016842,31,2.935483871,1.412692084,30,2.7,1.578956443,36,5.305555556,1.670234277,34,4.294117647,1.931076192,38,4.447368421,1.554372532,34,5.5,2.395648229,34,5.647058824,2.533201986,34,3.352941176,2.44803388,33,6.96969697,1.944300139,65,4.6,1.57916117,65,4.338461538,1.839471078,63,5.2,2.360662465,65,4.353846154,2.471277309,64,3.046875,2.096328518,69,6.101449275,1.97889547
piala,trophy ,31,5.193548387,0.872519526,27,4.259259259,2.443084315,29,5.090909091,1.578261414,31,4.032258065,1.779210892,30,2.666666667,1.561019413,36,4.722222222,1.845629759,34,6.352941176,1.967652854,38,4.552631579,2.627272436,34,6.916666667,1.558055272,34,6.058823529,1.890024474,34,2.852941176,2.524214284,33,6.818181818,2.185957248,65,5.8,1.641264756,65,4.430769231,2.537033398,63,6.488888889,1.740196204,65,5.092307692,2.089580377,64,2.765625,2.113765823,69,5.724637681,2.261467886
piaraan,Pet ,31,5.64516129,1.081615677,27,4.111111111,1.928198309,29,5.363636364,2.203303305,31,3.483870968,0.508000508,30,2.833333333,1.533158411,36,4.777777778,1.742102361,34,5.470588235,2.389817974,38,4.947368421,2.155412652,34,4.75,2.191882256,34,5.882352941,1.934764975,34,3.705882353,2.528976458,33,5.878787879,2.63103563,65,5.553846154,1.871085658,65,4.6,2.090155497,63,4.777777778,2.109382599,65,4.738461538,1.873140103,64,3.296875,2.150523653,69,5.304347826,2.264199299
pidana,criminal ,31,4.064516129,1.526116725,27,5,2.038098661,29,4.454545455,2.423371056,31,4.935483871,1.412692084,30,4.9,2.537307832,36,5.111111111,2.277564837,34,3.588235294,2.061444728,38,4.921052632,1.865498686,34,5.458333333,2.146365313,34,5.176470588,2.467615562,34,5.323529412,2.421126563,33,5.454545455,2.359699519,65,3.815384615,1.827671911,65,4.953846154,1.92378833,63,5.355555556,2.257870634,65,5.061538462,2.022351069,64,5.125,2.465636851,69,5.275362319,2.306538392
pikiran,"thought, mind",31,5.580645161,1.910919387,27,4.407407407,1.715523227,29,4.272727273,1.678744119,31,2.258064516,1.12450706,30,5.366666667,2.73525304,36,4.916666667,2.143095225,34,6.235294118,2.132843081,38,5.052631579,2.381770502,34,6.166666667,2.140025735,34,7.058823529,2.214842172,34,6.441176471,2.376541624,33,7.484848485,2.123105216,65,5.923076923,2.04104517,65,4.784615385,2.139599172,63,5.733333333,2.114882331,65,4.769230769,2.99358288,64,5.9375,2.587362449,69,6.144927536,2.480959031
pilihan,"choice, selection",31,5.419354839,0.719916363,27,4.481481481,1.88863749,29,4.363636364,2.110579412,31,3.870967742,2.41856618,30,4.533333333,2.445732854,36,5.555555556,1.827479833,34,6.235294118,1.371988681,38,4.052631579,1.65949143,34,5.791666667,1.955575456,34,6.882352941,1.838390368,34,5.117647059,2.53179426,33,7.181818182,2.214364263,65,5.846153846,1.175674929,65,4.230769231,1.756854707,63,5.511111111,2.029579247,65,5.446153846,2.604267947,64,4.84375,2.489461917,69,6.333333333,2.167043708
pilu,melancholy ,31,4.032258065,1.196769846,27,4.851851852,2.567604446,29,3.727272727,1.272077756,31,2.967741935,1.622423516,30,5.733333333,2.827614242,36,4.666666667,1.603567451,34,2.882352941,1.701420189,38,5.105263158,2.063707942,34,4.583333333,2.430184582,34,5.176470588,1.97669127,34,6.411764706,2.675564478,33,5.666666667,2.40658818,65,3.430769231,1.580834736,65,5,2.270737766,63,4.511111111,2.21176834,65,4.123076923,2.11769105,64,6.09375,2.747112481,69,5.144927536,2.074178521
pintu,door ,31,5.193548387,0.980454141,27,4.074074074,1.542373943,29,4.272727273,1.902151891,31,3.516129032,2.127141552,30,3.633333333,2.632467485,36,6.277777778,2.008711188,34,5.470588235,1.7792626,38,3.789473684,1.974949808,34,5.666666667,2.200131748,34,6.352941176,2.144511712,34,2.794117647,2.660364657,33,7.484848485,2.032873768,65,5.338461538,1.449966843,65,3.907692308,1.800373893,63,5.4,2.219746095,65,5,2.555631038,64,3.1875,2.659961809,69,6.855072464,2.095340505
pipa,pipe ,31,4.903225806,0.650888557,27,3.592592593,1.865872847,29,5.545454545,1.916436086,31,3.741935484,1.12450706,30,3.166666667,1.931291034,36,4.666666667,1.912365775,34,5.647058824,1.77324139,38,3.684210526,2.267338756,34,6,2.105892354,34,5.647058824,2.116061993,34,2.617647059,2.486505469,33,6.03030303,2.297890996,65,5.292307692,1.40003434,65,3.646153846,2.094865518,63,6.044444444,1.918279953,65,4.738461538,1.954777186,64,2.875,2.243155374,69,5.31884058,2.199550446
pipi,cheek ,31,5.35483871,1.170424057,27,3.740740741,1.483047605,29,4.363636364,1.963299634,31,5.225806452,2.56527682,30,2.733333333,1.740656502,36,5.333333333,2.124684851,34,6.235294118,1.498662505,38,4.368421053,1.978547824,34,5.125,2.070759155,34,6.176470588,1.816933618,34,2.764705882,2.474828718,33,6.96969697,2.311450417,65,5.815384615,1.413023218,65,4.107692308,1.803842053,63,4.955555556,1.976631151,65,5.723076923,2.239612776,64,2.75,2.145501014,69,6.115942029,2.348567973
pirang,blonde ,31,5.032258065,0.546740095,27,3.925925926,2.432566323,29,4,2,31,4.548387097,2.350017158,30,3.333333333,1.667815696,36,4.527777778,1.764509015,34,5.058823529,2.214842172,38,4.421052632,2.389521935,34,5.458333333,2.08470969,34,5.529411765,2.31248645,34,3.352941176,2.398008681,33,5.818181818,2.46797672,65,5.046153846,1.633925194,65,4.215384615,2.401121533,63,5.133333333,2.127738877,65,5.061538462,2.364297749,64,3.34375,2.071873242,69,5.144927536,2.211436599
pisau,knife ,31,5.516129032,1.480337073,27,5.185185185,2.149007589,29,4.090909091,2.30019762,31,2.516129032,0.889605446,30,3.033333333,1.847334209,36,5.5,1.828348201,34,3.529411765,1.440439624,38,5,1.888800563,34,5.541666667,2.536330226,34,5.411764706,2.175868298,34,2.764705882,2.487043072,33,7.272727273,2.095720748,65,4.476923077,1.75986232,65,5.076923077,1.986734855,63,5.177777778,2.470635628,65,4.030769231,2.221832231,64,2.890625,2.197525213,69,6.347826087,2.14082232
pistol,gun ,31,3.870967742,2.320085278,27,5.185185185,1.961887573,29,3.909090909,1.578261414,31,2.806451613,1.301777115,30,2.7,1.822275955,36,4.666666667,1.804755623,34,3.352941176,2.410612307,38,5.631578947,1.992161025,34,4.75,2.111047545,34,4.647058824,2.717868516,34,2.647058824,2.346917423,33,5.575757576,2.622383256,65,3.6,2.363789331,65,5.446153846,1.976666775,63,4.555555556,2.006303199,65,3.769230769,2.336993466,64,2.671875,2.101055574,69,5.101449275,2.263163634
piton,python ,31,4.935483871,1.569192656,27,5.814814815,2.41847118,29,4.272727273,1.793929156,31,3.935483871,1.412692084,30,3.533333333,2.582879085,36,4.111111111,1.863602928,34,3.941176471,2.751761711,38,5.578947368,2.378184397,34,5.375,2.183186741,34,4.588235294,2.438549582,34,3.323529412,2.446030653,33,3.818181818,2.866340714,65,4.415384615,2.304155944,65,5.676923077,2.378994616,63,5.177777778,2.113687954,65,4.276923077,2.027218633,64,3.421875,2.493195104,69,3.971014493,2.382355572
planet,planet ,31,5.741935484,2.190399384,27,3.62962963,1.445101757,29,4.454545455,2.161649202,31,4.516129032,1.710184546,30,3.4,2.027398537,36,5,1.740279124,34,6.470588235,2.003561891,38,4.289473684,2.470451263,34,5.25,2.111047545,34,5.176470588,2.124469106,34,3.088235294,2.247795513,33,6.454545455,2.137330536,65,6.123076923,2.110299833,65,4.015384615,2.117577535,63,4.955555556,2.131533332,65,4.861538462,1.951577271,64,3.234375,2.136175098,69,5.695652174,2.060156675
pohon,tree ,31,5.225806452,1.407353957,27,4.62962963,2.529033688,29,4.636363636,1.629277587,31,3.225806452,0.844972482,30,3.2,2.023994003,36,5.583333333,1.810682586,34,6.823529412,2.095747328,38,3.921052632,2.685109882,34,5.708333333,2.349452604,34,6.117647059,2.43415975,34,2.823529412,2.790357729,33,7.848484848,1.62252142,65,6.061538462,1.95956726,65,4.215384615,2.624954212,63,5.355555556,2.317478602,65,4.738461538,2.347052161,64,3,2.449489743,69,6.666666667,2.055599717
